INDEX,OFFSET_HEX,LENGTH,TYPE,ENCODING,TEXT,HEX_BYTES
219,0x0051D264,10,DEF,FF7,Confusion,23 4F 4E 46 55 53 49 4F 4E FF
220,0x0051D26E,10,DEF,FF7,Silence,33 49 4C 45 4E 43 45 FF 00 00
221,0x0051D278,10,DEF,FF7,Haste,28 41 53 54 45 FF 00 00 00 00
222,0x0051D282,10,DEF,FF7,Slow,33 4C 4F 57 FF 00 00 00 00 00
223,0x0051D28C,10,DEF,FF7,Stop,33 54 4F 50 FF 00 00 00 00 00
224,0x0051D2B4,10,DEF,FF7,Petrify,30 45 54 52 49 46 59 FF 00 00
225,0x0051D2BE,11,DEF,FF7,Regen,32 45 47 45 4E FF 00 00 00 00 FF
226,0x0051D2DC,10,DEF,FF7,Reflect,32 45 46 4C 45 43 54 FF 00 00
227,0x0051D2F0,10,DEF,FF7,Shield,33 48 49 45 4C 44 FF 00 00 00
228,0x0051D30E,10,DEF,FF7,Berserk,22 45 52 53 45 52 4B FF 00 00
229,0x0051D318,10,DEF,FF7,Peerless,30 45 45 52 4C 45 53 53 FF 00
230,0x0051D322,10,DEF,FF7,Paralyze,30 41 52 41 4C 59 5A 45 FF 00
231,0x0051D32C,10,DEF,FF7,Darkness,24 41 52 4B 4E 45 53 53 FF 00
232,0x0051D3A0,28,DEF,FF7,How much will you raise?,28 4F 57 00 4D 55 43 48 00 57 49 4C 4C 00 59 4F 55 00 52 41 49 53 45 1F FF 00 00 00
233,0x0051D3BC,4,DEF,FF7,Gil,27 49 4C FF
234,0x0051D3C0,8,DEF,FF7,After,21 46 54 45 52 FF 00 00
235,0x0051D3C8,16,DEF,FF7,Gil on hand,27 49 4C 00 4F 4E 00 48 41 4E 44 FF 00 00 00 00
236,0x0051D588,16,DEF,FF7,Keep goin'?,2B 45 45 50 00 47 4F 49 4E 07 1F FF 00 00 00 00
237,0x0051D598,24,DEF,FF7,Of course!     No way!,2F 46 00 43 4F 55 52 53 45 01 00 00 00 00 00 2E 4F 00 57 41 59 01 FF 00
238,0x0051D5B0,22,DEF,FF7,Current Battle Points,23 55 52 52 45 4E 54 00 22 41 54 54 4C 45 00 30 4F 49 4E 54 53 FF
239,0x0051D5C6,22,DEF,FF7,Slot start!,33 4C 4F 54 00 53 54 41 52 54 01 FF 00 00 00 00 00 00 00 00 00 00
240,0x0051D5DC,22,DEF,FF7,GREAT!!,27 32 25 21 34 01 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
241,0x0051D608,32,DEF,FF7,"Then, go for it!",34 48 45 4E 0C 00 47 4F 00 46 4F 52 00 49 54 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
242,0x0051D628,32,DEF,FF7,Magic Materia is broken.,2D 41 47 49 43 00 2D 41 54 45 52 49 41 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00 00 00
243,0x0051D648,32,DEF,FF7,Summon Materia is broken.,33 55 4D 4D 4F 4E 00 2D 41 54 45 52 49 41 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00 00
244,0x0051D668,32,DEF,FF7,Support Materia is broken.,33 55 50 50 4F 52 54 00 2D 41 54 45 52 49 41 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00
245,0x0051D688,32,DEF,FF7,Independent Materia is broken.,29 4E 44 45 50 45 4E 44 45 4E 54 00 2D 41 54 45 52 49 41 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00
246,0x0051D6A8,32,DEF,FF7,Command Materia is broken.,23 4F 4D 4D 41 4E 44 00 2D 41 54 45 52 49 41 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00
247,0x0051D6C8,32,DEF,FF7,All Materia is broken.,21 4C 4C 00 2D 41 54 45 52 49 41 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00 00 00 00 00
248,0x0051D6E8,32,DEF,FF7,Accessory is broken.,21 43 43 45 53 53 4F 52 59 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00 00 00 00 00 00 00
249,0x0051D708,32,DEF,FF7,Item command is sealed.,29 54 45 4D 00 43 4F 4D 4D 41 4E 44 00 49 53 00 53 45 41 4C 45 44 0E FF 00 00 00 00 00 00 00 00
250,0x0051D728,32,DEF,FF7,Armor is broken.,21 52 4D 4F 52 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
251,0x0051D748,32,DEF,FF7,Weapon is broken.,37 45 41 50 4F 4E 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
252,0x0051D768,32,DEF,FF7,1/2 speed.,11 0F 12 00 53 50 45 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
253,0x0051D788,32,DEF,FF7,1/2 accuracy.,11 0F 12 00 41 43 43 55 52 41 43 59 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
254,0x0051D7A8,32,DEF,FF7,Minimum,2D 49 4E 49 4D 55 4D FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
255,0x0051D7C8,32,DEF,FF7,Poison,30 4F 49 53 4F 4E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
256,0x0051D7E8,32,DEF,FF7,Toad,34 4F 41 44 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
257,0x0051D808,32,DEF,FF7,Time x30 damage.,34 49 4D 45 00 58 13 10 00 44 41 4D 41 47 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
258,0x0051D828,32,DEF,FF7,Down 5 levels.,24 4F 57 4E 00 15 00 4C 45 56 45 4C 53 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
259,0x0051D848,32,DEF,FF7,Down 10 levels.,24 4F 57 4E 00 11 10 00 4C 45 56 45 4C 53 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
260,0x0051D868,32,DEF,FF7,1/2 HP.,11 0F 12 00 28 30 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
261,0x0051D888,32,DEF,FF7,1/2 MP.,11 0F 12 00 2D 30 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
262,0x0051D8A8,32,DEF,FF7,1/2 HP&MP.,11 0F 12 00 28 30 06 2D 30 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
263,0x0051D8C8,32,DEF,FF7,Zero MP.,3A 45 52 4F 00 2D 30 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
264,0x0051D8E8,32,DEF,FF7,Yesss! No handicapp!,39 45 53 53 53 01 00 2E 4F 00 48 41 4E 44 49 43 41 50 50 01 FF 00 00 00 00 00 00 00 00 00 00 00
265,0x0051D908,32,DEF,FF7,HP restored.,28 30 00 52 45 53 54 4F 52 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
266,0x0051D928,34,DEF,FF7,Worried about the other members?,37 4F 52 52 49 45 44 00 41 42 4F 55 54 00 54 48 45 00 4F 54 48 45 52 00 4D 45 4D 42 45 52 53 1F FF 00
267,0x0051D94A,34,DEF,FF7,"Yeah, a little",39 45 41 48 0C 00 41 00 4C 49 54 54 4C 45 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
268,0x0051D96C,34,DEF,FF7,Not really,2E 4F 54 00 52 45 41 4C 4C 59 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
269,0x0051DAE0,8,DEF,FF7,Save,33 41 56 45 FF 00 00 00
270,0x0051DB40,38,DEF,FF7,Reform,32 45 46 4F 52 4D FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
271,0x0051DB66,38,DEF,FF7,Split your allies into two groups.,33 50 4C 49 54 00 59 4F 55 52 00 41 4C 4C 49 45 53 00 49 4E 54 4F 00 54 57 4F 00 47 52 4F 55 50 53 0E FF 00 00 00
272,0x0051DB8C,38,DEF,FF7,Split your allies into three groups.,33 50 4C 49 54 00 59 4F 55 52 00 41 4C 4C 49 45 53 00 49 4E 54 4F 00 54 48 52 45 45 00 47 52 4F 55 50 53 0E FF 00
273,0x0051DBB2,38,DEF,FF7,Please make a party of two.,30 4C 45 41 53 45 00 4D 41 4B 45 00 41 00 50 41 52 54 59 00 4F 46 00 54 57 4F 0E FF 00 00 00 00 00 00 00 00 00 00
274,0x0051DBD8,38,DEF,FF7,Please make a party of three.,30 4C 45 41 53 45 00 4D 41 4B 45 00 41 00 50 41 52 54 59 00 4F 46 00 54 48 52 45 45 0E FF 00 00 00 00 00 00 00 00
275,0x0051DBFE,38,DEF,FF7,Select with START button.,33 45 4C 45 43 54 00 57 49 54 48 00 33 34 21 32 34 00 42 55 54 54 4F 4E 0E FF 00 00 00 00 00 00 00 00 00 00 00 00
276,0x0051DE22,22,DEF,FF7,Wpn.,37 50 4E 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
277,0x0051DE38,22,DEF,FF7,Arm.,21 52 4D 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
278,0x0051DE4E,22,DEF,FF7,Acc.,21 43 43 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
279,0x0051DED8,36,DEF,FF7,LEVEL 1,2C 25 36 25 2C 00 11 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
280,0x0051DEFC,36,DEF,FF7,LEVEL 2,2C 25 36 25 2C 00 12 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
281,0x0051DF20,36,DEF,FF7,LEVEL 3,2C 25 36 25 2C 00 13 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
282,0x0051DF44,36,DEF,FF7,LEVEL 4,2C 25 36 25 2C 00 14 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
283,0x0051DF68,36,DEF,FF7,Set BREAK LEVEL.,33 45 54 00 22 32 25 21 2B 00 2C 25 36 25 2C 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
284,0x0051DF8C,36,DEF,FF7,Set,33 45 54 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
285,0x0051DFB0,36,DEF,FF7,Check,23 48 45 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
286,0x0051DFD4,36,DEF,FF7,"To change BREAK LEVEL,",34 4F 00 43 48 41 4E 47 45 00 22 32 25 21 2B 00 2C 25 36 25 2C 0C FF 00 00 00 00 00 00 00 00 00 00 00 00 00
287,0x0051DFF8,36,DEF,FF7,it will begin from Limit Point 0.,49 54 00 57 49 4C 4C 00 42 45 47 49 4E 00 46 52 4F 4D 00 2C 49 4D 49 54 00 30 4F 49 4E 54 00 10 0E FF 00 00
288,0x0051E01C,36,DEF,FF7,Change BREAK LEVEL?,23 48 41 4E 47 45 00 22 32 25 21 2B 00 2C 25 36 25 2C 1F FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
289,0x0051E040,36,DEF,FF7,Yes,39 45 53 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
290,0x0051E064,36,DEF,FF7,No,2E 4F FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
291,0x0051E088,36,DEF,FF7,Limit set!,2C 49 4D 49 54 00 53 45 54 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
292,0x0051E0AC,36,DEF,FF7,Select LEVEL.,33 45 4C 45 43 54 00 2C 25 36 25 2C 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
293,0x0051EF40,10,DEF,FF7,Fire,26 49 52 45 FF 00 00 00 00 00
294,0x0051EF4A,10,DEF,FF7,Ice,29 43 45 FF 00 00 00 00 00 00
295,0x0051EF54,10,DEF,FF7,Lightning,2C 49 47 48 54 4E 49 4E 47 FF
296,0x0051EF5E,10,DEF,FF7,Earth,25 41 52 54 48 FF 00 00 00 00
297,0x0051EF68,10,DEF,FF7,Poison,30 4F 49 53 4F 4E FF 00 00 00
298,0x0051EF72,10,DEF,FF7,Gravity,27 52 41 56 49 54 59 FF 00 00
299,0x0051EF7C,10,DEF,FF7,Water,37 41 54 45 52 FF 00 00 00 00
300,0x0051EF86,10,DEF,FF7,Wind,37 49 4E 44 FF 00 00 00 00 00
301,0x0051EF90,10,DEF,FF7,Holy,28 4F 4C 59 FF 00 00 00 00 00
302,0x0051EFA0,20,DEF,FF7,Death,24 45 41 54 48 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
303,0x0051EFB4,20,DEF,FF7,Near-death,2E 45 41 52 0D 44 45 41 54 48 FF 00 00 00 00 00 00 00 00 00
304,0x0051EFC8,20,DEF,FF7,Sleep,33 4C 45 45 50 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
305,0x0051EFDC,20,DEF,FF7,Poison,30 4F 49 53 4F 4E FF 00 00 00 00 00 00 00 00 00 00 00 00 00
306,0x0051EFF0,20,DEF,FF7,Sadness,33 41 44 4E 45 53 53 FF 00 00 00 00 00 00 00 00 00 00 00 00
307,0x0051F004,20,DEF,FF7,Fury,26 55 52 59 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
308,0x0051F018,20,DEF,FF7,Confusion,23 4F 4E 46 55 53 49 4F 4E FF 00 00 00 00 00 00 00 00 00 00
309,0x0051F02C,20,DEF,FF7,Silence,33 49 4C 45 4E 43 45 FF 00 00 00 00 00 00 00 00 00 00 00 00
310,0x0051F040,20,DEF,FF7,Haste,28 41 53 54 45 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
311,0x0051F054,20,DEF,FF7,Slow,33 4C 4F 57 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
312,0x0051F068,20,DEF,FF7,Stop,33 54 4F 50 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
313,0x0051F07C,20,DEF,FF7,Frog,26 52 4F 47 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
314,0x0051F090,20,DEF,FF7,Small,33 4D 41 4C 4C FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
315,0x0051F0A4,20,DEF,FF7,Slow-numb,33 4C 4F 57 0D 4E 55 4D 42 FF 00 00 00 00 00 00 00 00 00 00
316,0x0051F0B8,20,DEF,FF7,Petrify,30 45 54 52 49 46 59 FF 00 00 00 00 00 00 00 00 00 00 00 00
317,0x0051F0CC,20,DEF,FF7,Regen,32 45 47 45 4E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
318,0x0051F0E0,20,DEF,FF7,Barrier,22 41 52 52 49 45 52 FF 00 00 00 00 00 00 00 00 00 00 00 00
319,0x0051F0F4,20,DEF,FF7,MBarrier,2D 22 41 52 52 49 45 52 FF 00 00 00 00 00 00 00 00 00 00 00
320,0x0051F108,20,DEF,FF7,Reflect,32 45 46 4C 45 43 54 FF 00 00 00 00 00 00 00 00 00 00 00 00
321,0x0051F130,20,DEF,FF7,Shield,33 48 49 45 4C 44 FF 00 00 00 00 00 00 00 00 00 00 00 00 00
322,0x0051F144,20,DEF,FF7,Death-sentence,24 45 41 54 48 0D 53 45 4E 54 45 4E 43 45 FF 00 00 00 00 00
323,0x0051F158,20,DEF,FF7,Manipulate,2D 41 4E 49 50 55 4C 41 54 45 FF 00 00 00 00 00 00 00 00 00
324,0x0051F16C,20,DEF,FF7,Berserk,22 45 52 53 45 52 4B FF 00 00 00 00 00 00 00 00 00 00 00 00
325,0x0051F180,20,DEF,FF7,Peerless,30 45 45 52 4C 45 53 53 FF 00 00 00 00 00 00 00 00 00 00 00
326,0x0051F194,20,DEF,FF7,Paralyzed,30 41 52 41 4C 59 5A 45 44 FF 00 00 00 00 00 00 00 00 00 00
327,0x0051F1A8,20,DEF,FF7,Darkness,24 41 52 4B 4E 45 53 53 FF 00 00 00 00 00 00 00 00 00 00 00
328,0x0051F1C0,15,DEF,FF7,Element,25 4C 45 4D 45 4E 54 FF 00 00 00 00 00 00 00
329,0x0051F1CF,15,DEF,FF7,Effect,25 46 46 45 43 54 FF 00 00 00 00 00 00 00 00
330,0x0051F1DE,15,DEF,FF7,Attack,21 54 54 41 43 4B FF 00 00 00 00 00 00 00 00
331,0x0051F1ED,15,DEF,FF7,Defend,24 45 46 45 4E 44 FF 00 00 00 00 00 00 00 00
332,0x0051F1FC,15,DEF,FF7,Halve,28 41 4C 56 45 FF 00 00 00 00 00 00 00 00 00
333,0x0051F20B,15,DEF,FF7,Invalid,29 4E 56 41 4C 49 44 FF 00 00 00 00 00 00 00
334,0x0051F21A,15,DEF,FF7,Absorb,21 42 53 4F 52 42 FF 00 00 00 00 00 00 00 00
335,0x0051F256,15,DEF,FF7,Strength,33 54 52 45 4E 47 54 48 FF 00 00 00 00 00 00
336,0x0051F265,15,DEF,FF7,Dexterity,24 45 58 54 45 52 49 54 59 FF 00 00 00 00 00
337,0x0051F274,15,DEF,FF7,Vitality,36 49 54 41 4C 49 54 59 FF 00 00 00 00 00 00
338,0x0051F283,15,DEF,FF7,Magic,2D 41 47 49 43 FF 00 00 00 00 00 00 00 00 00
339,0x0051F292,15,DEF,FF7,Spirit,33 50 49 52 49 54 FF 00 00 00 00 00 00 00 00
340,0x0051F2A1,15,DEF,FF7,Luck,2C 55 43 4B FF 00 00 00 00 00 00 00 00 00 00
341,0x0051F2B0,15,DEF,FF7,Attack,21 54 54 41 43 4B FF 00 00 00 00 00 00 00 00
342,0x0051F2BF,15,DEF,FF7,Attack%,21 54 54 41 43 4B 05 FF 00 00 00 00 00 00 00
343,0x0051F2CE,15,DEF,FF7,Defense,24 45 46 45 4E 53 45 FF 00 00 00 00 00 00 00
344,0x0051F2DD,15,DEF,FF7,Defense%,24 45 46 45 4E 53 45 05 FF 00 00 00 00 00 00
345,0x0051F2EC,15,DEF,FF7,Magic atk,2D 41 47 49 43 00 41 54 4B FF 00 00 00 00 00
346,0x0051F2FB,15,DEF,FF7,Magic def,2D 41 47 49 43 00 44 45 46 FF 00 00 00 00 00
347,0x0051F30A,15,DEF,FF7,Magic def%,2D 41 47 49 43 00 44 45 46 05 FF 00 00 00 00
348,0x0051F319,15,DEF,FF7,Wpn:,37 50 4E 1A FF 00 00 00 00 00 00 00 00 00 00
349,0x0051F328,15,DEF,FF7,Arm:,21 52 4D 1A FF 00 00 00 00 00 00 00 00 00 00
350,0x0051F337,15,DEF,FF7,Acc:,21 43 43 1A FF 00 00 00 00 00 00 00 00 00 00
351,0x0051F346,15,DEF,FF7,Limit level:,2C 49 4D 49 54 00 4C 45 56 45 4C 1A FF 00 00
352,0x0051F3A8,12,DEF,FF7,Wpn.,37 50 4E 0E FF 00 00 00 00 00 00 00
353,0x0051F3B4,12,DEF,FF7,Arm.,21 52 4D 0E FF 00 00 00 00 00 00 00
354,0x0051F3C0,12,DEF,FF7,Acc.,21 43 43 0E FF 00 00 00 00 00 00 00
355,0x0051F420,12,DEF,FF7,Attack,21 54 54 41 43 4B FF 00 00 00 00 00
356,0x0051F42C,12,DEF,FF7,Attack %,21 54 54 41 43 4B 00 05 FF 00 00 00
357,0x0051F438,12,DEF,FF7,Defense,24 45 46 45 4E 53 45 FF 00 00 00 00
358,0x0051F444,12,DEF,FF7,Defense %,24 45 46 45 4E 53 45 00 05 FF 00 00
359,0x0051F450,12,DEF,FF7,Magic atk,2D 41 47 49 43 00 41 54 4B FF 00 00
360,0x0051F45C,12,DEF,FF7,Magic def,2D 41 47 49 43 00 44 45 46 FF 00 00
361,0x0051F468,12,DEF,FF7,Magic def%,2D 41 47 49 43 00 44 45 46 05 FF 00
362,0x0051F474,12,DEF,FF7,Slot,33 4C 4F 54 FF 00 00 00 00 00 00 00
363,0x0051F480,12,DEF,FF7,Growth,27 52 4F 57 54 48 FF 00 00 00 00 00
364,0x0051F48C,12,DEF,FF7,Nothing,2E 4F 54 48 49 4E 47 FF 00 00 00 00
365,0x0051F498,12,DEF,FF7,Normal,2E 4F 52 4D 41 4C FF 00 00 00 00 00
366,0x0051F4A4,12,DEF,FF7,Double,24 4F 55 42 4C 45 FF 00 00 00 00 00
367,0x0051F4B0,12,DEF,FF7,Triple,34 52 49 50 4C 45 FF 00 00 00 00 00
368,0x0051F518,36,DEF,FF7,Do you really want to remove this?,24 4F 00 59 4F 55 00 52 45 41 4C 4C 59 00 57 41 4E 54 00 54 4F 00 52 45 4D 4F 56 45 00 54 48 49 53 1F FF 00
369,0x0051F53C,36,DEF,FF7,I sure do!,29 00 53 55 52 45 00 44 4F 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
370,0x0051F560,36,DEF,FF7,Wait a sec,37 41 49 54 00 41 00 53 45 43 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
371,0x0051F584,36,DEF,FF7,Sephiroth[B2][A9][A9][B3],33 45 50 48 49 52 4F 54 48 B2 A9 A9 B3 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
372,0x0051F5A8,20,DEF,FF7,Wpn.,37 50 4E 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
373,0x0051F5BC,20,DEF,FF7,Arm.,21 52 4D 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
374,0x0051F5D0,20,DEF,FF7,Ability list,21 42 49 4C 49 54 59 00 4C 49 53 54 FF 00 00 00 00 00 00 00
375,0x0051F5E4,20,DEF,FF7,Equip effect,25 51 55 49 50 00 45 46 46 45 43 54 FF 00 00 00 00 00 00 00
376,0x0051F5F8,20,DEF,FF7,Check,23 48 45 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
377,0x0051F60C,20,DEF,FF7,Arrange,21 52 52 41 4E 47 45 FF 00 00 00 00 00 00 00 00 00 00 00 00
378,0x0051F634,20,DEF,FF7,AP,21 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
379,0x0051F648,20,DEF,FF7,To next level,34 4F 00 4E 45 58 54 00 4C 45 56 45 4C FF 00 00 00 00 00 00
380,0x0051F65C,20,DEF,FF7,MASTER,2D 21 33 34 25 32 FF 00 00 00 00 00 00 00 00 00 00 00 00 00
381,0x0051F670,20,DEF,FF7,Arrange,21 52 52 41 4E 47 45 FF 00 00 00 00 00 00 00 00 00 00 00 00
382,0x0051F684,20,DEF,FF7,Exchange,25 58 43 48 41 4E 47 45 FF 00 00 00 00 00 00 00 00 00 00 00
383,0x0051F698,20,DEF,FF7,Remove all,32 45 4D 4F 56 45 00 41 4C 4C FF 00 00 00 00 00 00 00 00 00
384,0x0051F6AC,20,DEF,FF7,Trash,34 52 41 53 48 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
385,0x0051F6D4,20,DEF,FF7,Dexterity,24 45 58 54 45 52 49 54 59 FF 00 00 00 00 00 00 00 00 00 00
386,0x0051F6E8,20,DEF,FF7,Cover,23 4F 56 45 52 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
387,0x0051F6FC,20,DEF,FF7,Magic,2D 41 47 49 43 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
388,0x0051F710,20,DEF,FF7,Luck,2C 55 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
389,0x0051F724,20,DEF,FF7,MASTER,2D 21 33 34 25 32 FF 00 00 00 00 00 00 00 00 00 00 00 00 00
390,0x0051F738,20,DEF,FF7,Strength,33 54 52 45 4E 47 54 48 FF 00 00 00 00 00 00 00 00 00 00 00
391,0x0051F74C,20,DEF,FF7,Vitality,36 49 54 41 4C 49 54 59 FF 00 00 00 00 00 00 00 00 00 00 00
392,0x0051F760,20,DEF,FF7,Magic,2D 41 47 49 43 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
393,0x0051F774,20,DEF,FF7,Magic def,2D 41 47 49 43 00 44 45 46 FF 00 00 00 00 00 00 00 00 00 00
394,0x0051F788,20,DEF,FF7,Dexterity,24 45 58 54 45 52 49 54 59 FF 00 00 00 00 00 00 00 00 00 00
395,0x0051F79C,20,DEF,FF7,Luck,2C 55 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
396,0x0051F7B0,20,DEF,FF7,MaxHP,2D 41 58 28 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
397,0x0051F7C4,20,DEF,FF7,MaxMP,2D 41 58 2D 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
398,0x0051F7D8,20,DEF,FF7,MaxHPUP,2D 41 58 28 30 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00
399,0x0051F7EC,20,DEF,FF7,MaxMPUP,2D 41 58 2D 30 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00
400,0x0051F800,20,DEF,FF7,EXP.UP,25 38 30 0E 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00
401,0x0051F814,20,DEF,FF7,Gil UP,27 49 4C 00 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00
402,0x0051F828,20,DEF,FF7,Encount Down,25 4E 43 4F 55 4E 54 00 24 4F 57 4E FF 00 00 00 00 00 00 00
403,0x0051F83C,20,DEF,FF7,Encount Up,25 4E 43 4F 55 4E 54 00 35 50 FF 00 00 00 00 00 00 00 00 00
404,0x0051F850,20,DEF,FF7,Meet Chocobos,2D 45 45 54 00 23 48 4F 43 4F 42 4F 53 FF 00 00 00 00 00 00
405,0x0051F864,20,DEF,FF7,Pre-emptive,30 52 45 0D 45 4D 50 54 49 56 45 FF 00 00 00 00 00 00 00 00
406,0x0051F878,20,DEF,FF7,Long range attack,2C 4F 4E 47 00 52 41 4E 47 45 00 41 54 54 41 43 4B FF 00 00
407,0x0051F88C,20,DEF,FF7,Attack all,21 54 54 41 43 4B 00 41 4C 4C FF 00 00 00 00 00 00 00 00 00
408,0x0051F8A0,20,DEF,FF7,Counter attack,23 4F 55 4E 54 45 52 00 41 54 54 41 43 4B FF 00 00 00 00 00
409,0x0051F9E8,20,DEF,FF7,Magic,2D 41 47 49 43 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
410,0x0051F9FC,20,DEF,FF7,Summon,33 55 4D 4D 4F 4E FF 00 00 00 00 00 00 00 00 00 00 00 00 00
411,0x0051FA10,20,DEF,FF7,Enemy-Skill,25 4E 45 4D 59 0D 33 4B 49 4C 4C FF 00 00 00 00 00 00 00 00
412,0x0051FA24,20,DEF,FF7,Added-Ability,21 44 44 45 44 0D 21 42 49 4C 49 54 59 FF 00 00 00 00 00 00
413,0x0051FA38,20,DEF,FF7,All,21 4C 4C FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
