index,offset,text,padding_bytes,text_bytes,total_bytes
851,0x59C8E8,"Speichern nicht möglich.",27,24,51
852,0x59C910,"Laden nicht möglich.",15,20,35
853,0x59C938,"Daten sind zerstört.",19,20,39
854,0x59C960,"NEUES SPIEL",19,11,30
855,0x59C988,"Wirklich speichern?",28,19,47
856,0x59C9B0,"Ja",20,2,22
857,0x59C9D8,"Nein",37,4,41
858,0x59CA00,"Beendet.",35,8,43
859,0x59CAC6,"Formatiert",65,10,75
860,0x59CB08,"Formatierung nicht möglich",55,26,81
861,0x59CB4A,"Nicht formatiert",39,16,55
862,0x59CB8C,"Jetzt formatieren?",49,18,67
863,0x59CBCE,"Memory Card wird geprüft.",47,25,72
864,0x59CC10,"Keine Spielstandsdatei.",40,23,63
865,0x59CC52,"Diese Memory Card ist beschädigt und kann nicht verwendet werden.",42,65,107
866,0x59CC94,"Andere Memory Card einlegen.",0,28,28
867,0x59CCD6,"Nicht genug Platz in der Spielstandsdatei übrig.",37,48,85
868,0x59CD18,"Bitte benutzen Sie eine andere Spielstandsdatei",17,47,64
869,0x59CD5A,"oder löschen Sie 1 Block gesicherter Daten.",18,43,61
870,0x59CE20,"Lesen nicht möglich.",65,20,85
871,0x59CE62,"Spiel beginnen?",45,15,60
872,0x59CFB0,"Kann Speicherpuffer der Spielstandsdatei nicht zuordnen!",69,56,125
873,0x59CFEC,"Ungültige Spielstandsdatei!",3,27,30
874,0x59D028,"Spielstand 1",32,15,47
875,0x59D03C,"Spielstand 2",4,15,19
876,0x59D050,"Spielstand 3",4,15,19
877,0x59D064,"Spielstand 4",4,15,19
878,0x59D078,"Spielstand 5",4,15,19
879,0x59D08C,"Spielstand 6",4,15,19
880,0x59D0A0,"Spielstand 7",4,15,19
881,0x59D0B4,"Spielstand 8",4,15,19
882,0x59D0C8,"Spielstand 9",4,15,19
883,0x59D0DC,"Spielstand 10",4,13,17
884,0x59D0F0,"!)  m t!v L!S     ""  % j G  K  :     `!e +! ë e   [!  ç V C v r  m",6,85,91
885,0x59D150,"Level",0,5,5
886,0x59D158,"p  @  cZ|ffW|ôòâ|ìåî|gåòìáî|íïáãìåîNâññ cZ|ffW|ôòâ|ìåî|gåòìáî|íïáãìåîNâññ Eôôá°å  Eôôá°åOôá°åEPRãNÜÜW Eôôá°åOôá°åEPRãNÜÜW",2,136,138
887,0x59D1F0,"ôóòõ                  _ñï•     âïô             ôèî             õáî             áõáî    @Y     PB",15,120,135
888,0x59D26A,"UéA/",0,8,8
889,0x59D273,"_      _($((($(( $,( $,(",0,37,37
890,0x59D299,"ü",0,9,9
891,0x59D2A4,"Üó-`",0,16,16
892,0x59D2B6,"-`Vc,9_      _#å£ñ         !4 AM }J àJ áN       %áõáîR       ""0 Q òR J uR uR uR J uR J J J J òR òR J J  !  $  '  *  -    ñ_  _    !  $  '  *  -        _      c      [      _      _",0,228,228
893,0x59D39C,"ü^ ^ ^ ^ ^ ^ ^ ^ ^ ._ 3_ I_ N_ j_ z_ î_ ß_ _ _ _ _ _ _ .` B` b` g` á` Ü` ` ` ` ` ` ` %a *a Ja ^a va äa a a a a a a a .b Nb Sb mb rb òb b b b b b b b 6c Jc bc         ü",0,275,275
894,0x59D4B6,"ü      0        4    =    :    ;    ?    3    A    .    -    /    0    %   £ >   õ 2   ñ @   í ,   ã +   | 5   t <   l 9   d 1   \ 8   T 6   L 7   D B   @ C   < D   8 F             0d      !       P                                                                      $     # #   H  .   é  0             $     & !     ""     #     $     %     &   0!         $     ! å   H!         $     ! !   `!         $     ! )$  x!          $     ! )$  é!          $     ! )$  £!          $     ! )$  !          $     ! )$  !          $     ! )$  !          $     ! )$  !          $     !     !  A Hl  $       î H6  $      H (  $       H(! $       Hb  $      @ 0  $       z   $      D @#  $      H       !  ! (      `           !   !      .F  6M  ;R  CZ  J_6 Lc"" Rk  Zu  La0 Ui7 \p= \oB ]qD a}"" c{; eá! jå# mè$ pì& sï( uó* xô. wó6 {2 wñ: °6 £6 ã; dxG i{P wìI nR rã[ äB {ëf âôk ëöw ñß} îG îH ñG òL ïR í] °P S T U Y îf ñf b ô| Ü \ ` a b e l i l n m u u z z x q u z y w y { | ï  â ñ ° £ â â é è í ó £ à å è è ë í ï ï õ õ ô • £  •    ß",0,1702,1702
