index,offset,byte_length,decoded_length,text,hex_bytes
2909,0x5975A2,27,27,"                      MAXHP",000000000000000000000000000000000000000000002d21382830
2910,0x5975BE,27,27,"                      MAXMP",000000000000000000000000000000000000000000002d21382d30
2911,0x5975DA,27,27,"                      MAXHP",000000000000000000000000000000000000000000002d21382830
2912,0x5975F6,27,27,"                      MAXMP",000000000000000000000000000000000000000000002d21382d30
2913,0x597612,28,28,"                      EXP.UP",000000000000000000000000000000000000000000002538300e3530
2914,0x59762F,27,27,"                     Gil UP",00000000000000000000000000000000000000000027494c003530
2915,0x59764B,32,32,"                     Treffen - %",0000000000000000000000000000000000000000003452454646454e000d0005
2916,0x59766C,27,27,"                Treffen + %",000000000000000000000000000000003452454646454e000b0005
2917,0x597688,31,31,"                Chocobo treffen",0000000000000000000000000000000023484f434f424f005452454646454e
2918,0x5976A8,27,27,"            Präventivm. + %",00000000000000000000000030526a56454e5449564d0e000b0005
2919,0x5976C4,23,23,"            Fernangriff",0000000000000000000000002645524e414e4752494646
2920,0x5976DC,30,30,"                Alle angreifen",00000000000000000000000000000000214c4c4500414e4752454946454e
2921,0x5976FB,25,25,"             Gegenangriff",00000000000000000000000000274547454e414e4752494646
2922,0x597715,29,29,"               Alle angreifen",000000000000000000000000000000214c4c4500414e4752454946454e
2923,0x597733,30,30,"             Ständiger Angriff",0000000000000000000000000033546a4e444947455200214e4752494646
2924,0x597752,24,23,"          HP/MP-nderung",0000000000000000000028300f2d300d604e444552554e47
2925,0x59776B,189,159,"                 ""    ""S    !C!! $!C!   ""C! D  £ } : !ì     5""S   S ""T !ç $!!|!ç @ !    `!i   i `!:   ~    ~     ~ `!  2 z \ O -  W     *!:   : `!:  S    S 0  ",00000000000000000000000000000000008002920000009200800233000000bd00830123017c01bd00040123010000bd0080022301f7002400b40078005d001a0075016d00000000001502330000003300800234007c016700040179015c0167002000790100000000400149000000490040011a0000005e00c2009200be005e008200920000005e00400192007b0012005a003c002f000d00bb003700000000000a011a0000001a0040011a00be0033008200bd00ae0033001000bd00
2926,0x597829,0,0,"",
2927,0x59782A,0,0,"",
2928,0x59782B,0,0,"",
2929,0x59782C,74,67,"    O    £ O w!!£     ô £ 8 ë   \ 8   \     Z \ ã   `!R w ü  Zauber",000000002f00d600000078002f005701a2017800000000007300780018006b0000003c001800ac00d1003c00000000003a003c006400ad00fd004001320057007f00a0003a4155424552
2930,0x597877,25,25,"               Beschwören",0000000000000000000000000000002245534348577a52454e
2931,0x597891,23,23,"           Feindtechnik",00000000000000000000002645494e44544543484e494b
2932,0x5978A9,30,30,"         Zusätzliche Fähigkeit",0000000000000000003a55536a545a4c4943484500266a4849474b454954
2933,0x5978C8,4,4,"Alle",214c4c45
2934,0x5978CD,24,24,"                 4x-Zber",000000000000000000000000000000000014580d3a424552
2935,0x5978E6,24,24,"              MP absorb.",00000000000000000000000000002d30004142534f52420e
2936,0x5978FF,21,21,"           HP absorb.",00000000000000000000002830004142534f52420e
2937,0x597915,11,11,"           ",0000000000000000000000
2938,0x597921,32,32,"                     Auch stehl.",0000000000000000000000000000000000000000002155434800535445484c0e
2939,0x597942,16,16,"          Schlag",000000000000000000003343484c4147
2940,0x597953,23,23,"               Turbo-MP",000000000000000000000000000000345552424f0d2d30
2941,0x59796B,19,19,"             Nichts",000000000000000000000000002e4943485453
2942,0x59797F,30,30,"               Nicht genug MP.",0000000000000000000000000000002e494348540047454e5547002d300e
2943,0x59799E,6,6,"      ",000000000000
2944,0x5979A5,0,0,"",
2945,0x5979A6,0,0,"",
2946,0x5979A7,0,0,"",
2947,0x5979A8,105,89,"    ""    ""S    ""2!!K  £ !K  £ !   S     `!r   r `!:   ç `!  6 j \  6 g \    j : Verwenden",000000008002a3000000a300800233000000ce0080021201dc012b00a4007800f2012b008e007800dc010000a400330000000000400152000000520040011a000000670040018900f60016004a003c00f900160047003c00f60000004a001a0036455257454e44454e
2948,0x597A12,14,14,"        Ordnen",00000000000000002f52444e454e
2949,0x597A21,27,27,"           Schlüsselobjekte",00000000000000000000003343484c7f5353454c4f424a454b5445
2950,0x597A3D,7,7," Allein",00214c4c45494e
2951,0x597A45,15,15,"           Feld",000000000000000000000026454c44
2952,0x597A55,21,21,"             Schlacht",000000000000000000000000003343484c41434854
2953,0x597A6B,15,15,"         Werfen",00000000000000000037455246454e
2954,0x597A7B,14,14,"           Typ",0000000000000000000000345950
2955,0x597A8A,18,18,"              Name",00000000000000000000000000002e414d45
2956,0x597A9D,17,17,"             Max.",000000000000000000000000002d41580e
2957,0x597AAF,17,17,"             Min.",000000000000000000000000002d494e0e
2958,0x597AC1,24,24,"               OK! Klar!",0000000000000000000000000000002f2b01002b4c415201
2959,0x597ADA,57,56,"                              Ich bin nicht sicher, aber",0000000000000000000000000000000000000000000000000000000000002943480042494e004e49434854005349434845520c0041424552a9
2960,0x597B14,25,25,"            Ist mir egal.",000000000000000000000000295354004d4952004547414c0e
2961,0x597B2E,35,35,"                          Heh! Heh!",0000000000000000000000000000000000000000000000000000284548010028454801
2962,0x597B52,54,54,"                              V-v-verdammt! Mein Kopf!",000000000000000000000000000000000000000000000000000000000000360d560d56455244414d4d5401002d45494e002b4f504601
2963,0x597B89,41,41,"               Hat nichts mit mir zu tun!",000000000000000000000000000000284154004e4943485453004d4954004d4952005a550054554e01
2964,0x597BB3,33,33,"             Hmm, das wär's also.",00000000000000000000000000284d4d0c0044415300576a52075300414c534f0e
2965,0x597BD5,46,45,"                   Ich bin nicht sicher, aber",000000000000000000000000000000000000002943480042494e004e49434854005349434845520c0041424552a9
2966,0x597C04,48,48,"            Ich hab die falsche Person erwischt.",00000000000000000000000029434800484142004449450046414c5343484500304552534f4e0045525749534348540e
2967,0x597C35,22,22,"   Das sollte ok sein.",00000024415300534f4c4c5445004f4b005345494e0e
2968,0x597C4C,43,43,"                    Noch nicht ganz bereit.",00000000000000000000000000000000000000002e4f4348004e494348540047414e5a004245524549540e
2969,0x597C78,39,39,"                Nein, ich bin es nicht.",000000000000000000000000000000002e45494e0c004943480042494e004553004e494348540e
2970,0x597CA0,25,25,"                Ok, klar!",000000000000000000000000000000002f4b0c004b4c415201
2971,0x597CBA,47,47,"                              Kapier ich nicht.",0000000000000000000000000000000000000000000000000000000000002b415049455200494348004e494348540e
2972,0x597CEA,48,48,"                      Hat nichts mit mir zu tun.",00000000000000000000000000000000000000000000284154004e4943485453004d4954004d4952005a550054554e0e
2973,0x597D1B,38,38,"             Cool! Das sollte ok sein!",00000000000000000000000000234f4f4c010024415300534f4c4c5445004f4b005345494e01
2974,0x597D42,36,36,"              Nee! Kapier ich nicht!",00000000000000000000000000002e454501002b415049455200494348004e4943485401
2975,0x597D67,49,49,"                 Mann, ich tapp total im Dunkeln!",00000000000000000000000000000000002d414e4e0c00494348005441505000544f54414c00494d0024554e4b454c4e01
2976,0x597D99,43,42,"       Ich verlier immer mehr Menschliches",00000000000000294348005645524c49455200494d4d4552004d454852002d454e5343484c4943484553a9
2977,0x597DC5,29,29,"   Ich bin noch nicht bereit.",0000002943480042494e004e4f4348004e49434854004245524549540e
2978,0x597DE3,42,42,"             Es hat nichts mit mir zu tun.",00000000000000000000000000255300484154004e4943485453004d4954004d4952005a550054554e0e
2979,0x597E0E,37,37,"          Das gefällt mir! Her damit!",00000000000000000000244153004745466a4c4c54004d495201002845520044414d495401
2980,0x597E34,51,50,"            Hmph. Hab ich nicht ganz kapiert, aber",000000000000000000000000284d50480e0028414200494348004e494348540047414e5a004b4150494552540c0041424552a9
2981,0x597E68,32,32,"Nicht ich! Gib es jemand anders!",2e49434854004943480100274942004553004a454d414e4400414e4445525301
2982,0x597E89,36,36,"       Es hat nichts mit mir zu tun.",00000000000000255300484154004e4943485453004d4954004d4952005a550054554e0e
2983,0x597EAE,126,105,"          %!à >!, )!Y   h 7!é f R å 7    á ç v    !! &!   b a ) V ; = [ \ #!  ,!j +!    1!M /  0   # w  ",00000000000000000000050162001e010c00090139009300b30048001701680046003200650017006000c100d300610067005600d400c300ca000101e8000601f2007900880042004100090036001b001d003b003c0003018a00f1000c014a000b0187009c00e5005f0011012d000f00d60010009b00c90003005700fa00
2984,0x597F2D,683,561," 8 N ï    E   • z E!° 5!@!i n q F!í       4 (! ì Z x   B â       3  =!]  I!J!K!L!M!N!O!P!Q!R!S!T!U!V!W!X!Y!Z![!\!]!^!_!  }    ü     ?!* ã  *!     G L    è +   u  g  ë - 3!ñ  $ ! >   ^   O  H  t F  C! A |  6  5 4! 2!  2 D!      Q   0!   P   k -!"" @  ó &  <!J   A!.  ô l y 9  ö 9!  '!s   {     ;!e    ~   ""! ? U  ! ò  r I ß   T B!% p ä ' /!£   .!_ 1 : K  m  G!:!C     D (  o $!   õ X S 8! d  ` W <   H!c  î  6! Ü =>ABCeKD@FGHtJfg<$_uva)?snPRSVXY[\]p/0%U^MZoh!""#y*+2,-.345671:8(W9&';`klmxEILNOQTbcdijqrwz{     0   (   L     !0 !   VO/JpNORI#Q0A'9h=#InN,$   #  0 @ ",0018002e006f00f900c20098002500ae00fc0077005a00250176001501200149004e00510026016c00b700ba008400cb008900b20014000801a9006d003a0058007500ea00220063000000f4008d00e400ce001300e7001d013d00c50029012a012b012c012d012e012f0130013101320133013401350136013701380139013a013b013c013d013e013f019500a4005d00d200f700ab007f00f800c8009f00a7001f010a006400bf000a0186009600a3009100fe0027002c007b009e00b50069000b00b9008f005500bb004700f3006b000d00130170009700040001001e00af00c0003e00ed0090002f00a2002800e200540026007c002301b40021005c00db001600eb0015001401a5001201d000bd0012002401aa008b00cc00bc008300cf0031008e00b0001001e30092009d0030008000b1004b000d0102002000a600710006007d001c012a00e900f50021010e00ac0073004c0059001900c6007a001901da00e10007015300cd00f0005b00be00d500810085001b0145009a008200e0005e00f600ad0002018c001f0035000001a1007200de00520029007e00b600c70034002201050050006a0007000f017800dd00dc000e013f0011001a002b0099004d00a00027011a012300b800d900a800fb002400080094004f000401c400ef00df007400380033001801ec004400d100400037001c00fd00d70028014300d8006e00e6001601ee0066001d1e212223452b2420262728542a46471c043f555641091f534e3032333638393b3c3d500f1005353e2d3a4f48010203590a0b120c0d0e1314151617111a1808371906071b404b4c4d5825292c2e2f3134424344494a5152575a5b000000000010000000080000002c0000000000e0011000010000009236e02f0f2a502e2f32cc29e003ad31c5108a210719481de003ed294e2e0c0400000003000010002000
2985,0x5981D9,0,0,"",
2986,0x5981DA,0,0,"",
2987,0x5981DB,0,0,"",
2988,0x5981DC,0,0,"",
2989,0x5981DD,0,0,"",
2990,0x5981DE,0,0,"",
2991,0x5981DF,0,0,"",
2992,0x5981E0,0,0,"",
2993,0x5981E1,0,0,"",
2994,0x5981E2,0,0,"",
2995,0x5981E3,0,0,"",
2996,0x5981E4,0,0,"",
2997,0x5981E5,0,0,"",
2998,0x5981E6,0,0,"",
2999,0x5981E7,0,0,"",
3000,0x5981E8,7,2,"Zí",cf3aa6aa6cc6e9
3001,0x5981F0,0,0,"",
3002,0x5981F1,7,1,"ä",ef6acaaacca3fc
3003,0x5981F9,0,0,"",
3004,0x5981FA,0,0,"",
3005,0x5981FB,0,0,"",
3006,0x5981FC,0,0,"",
3007,0x5981FD,0,0,"",
3008,0x5981FE,4,0,"",efaaaafe
3009,0x598203,0,0,"",
3010,0x598204,0,0,"",
3011,0x598205,0,0,"",
3012,0x598206,0,0,"",
3013,0x598207,0,0,"",
3014,0x598208,7,1,"í",bf6cc6cbaccae9
3015,0x598210,0,0,"",
3016,0x598211,7,1,"ä",ef6acaccbcccfb
3017,0x598219,0,0,"",
3018,0x59821A,0,0,"",
3019,0x59821B,0,0,"",
3020,0x59821C,0,0,"",
3021,0x59821D,6,0,"",aeccccccccea
3022,0x598224,0,0,"",
3023,0x598225,0,0,"",
3024,0x598226,0,0,"",
3025,0x598227,0,0,"",
3026,0x598228,7,2,"ëí",cf6bb6cc6c8aab
3027,0x598230,0,0,"",
3028,0x598231,7,1,"V",af36bacbbcbbfc
3029,0x598239,0,0,"",
3030,0x59823A,0,0,"",
3031,0x59823B,0,0,"",
3032,0x59823C,8,0,"",aeccaccbaacaccea
3033,0x598245,0,0,"",
3034,0x598246,0,0,"",
3035,0x598247,0,0,"",
3036,0x598248,16,8,"âvÜÜÜÜS\",afaba663cb5666666666333ccababcfa
3037,0x598259,0,0,"",
3038,0x59825A,0,0,"",
3039,0x59825B,10,2,"äí",aecc6abbccac6ca6ccfa
3040,0x598266,0,0,"",
3041,0x598267,0,0,"",
3042,0x598268,16,9,"VâÜäÜéudâ",efcb3663ba66a6cc6a6668554463bcfe
3043,0x598279,0,0,"",
3044,0x59827A,11,3,"ä|â",efca6aa3cbaabc5c63a6ac
3045,0x598286,0,0,"",
3046,0x598287,0,0,"",
3047,0x598288,0,0,"",
3048,0x598289,14,6,"äâÜVâe",ba6a63663663caac83a68645a3ab
3049,0x598298,0,0,"",
3050,0x598299,0,0,"",
3051,0x59829A,12,4,"vSÜâ",aeac5633c5ccac66a663cafa
3052,0x5982A7,0,0,"",
3053,0x5982A8,0,0,"",
3054,0x5982A9,14,6,"éVëÜâS",beaca6688336b66b66638a33caeb
3055,0x5982B8,0,0,"",
3056,0x5982B9,13,4,"äâXÜ",efca6a6338a5caacaaaa66a6ac
3057,0x5982C7,0,0,"",
3058,0x5982C8,0,0,"",
3059,0x5982C9,14,5,"äÜëâX",afcb6a8a66c3ba6bca6338a3bcfa
3060,0x5982D8,0,0,"",
3061,0x5982D9,14,3,"VxÜ",afac36a658a3ccacaacacc66cafa
3062,0x5982E8,0,0,"",
3063,0x5982E9,0,0,"",
3064,0x5982EA,12,4,"VÜVS",baac863666caabac3633caab
3065,0x5982F7,0,0,"",
3066,0x5982F8,0,0,"",
3067,0x5982F9,14,6,"äÜÜXäí",ce6a666638caaacaaa6acc6ca6ec
3068,0x598308,0,0,"",
3069,0x598309,0,0,"",
3070,0x59830A,12,3,"äÜí",afcb6a66caacacc66ca6bcfa
3071,0x598317,0,0,"",
3072,0x598318,0,0,"",
3073,0x598319,14,4,"VéâÜ",ca36aa8668ac63a6cc86a6ac66ac
3074,0x598328,0,0,"",
3075,0x598329,0,0,"",
3076,0x59832A,0,0,"",
3077,0x59832B,10,1,"ë",baacc6ccca6ba6aabcab
3078,0x598336,0,0,"",
3079,0x598337,0,0,"",
3080,0x598338,16,6,"VäâXéf",efac36ba6a63aaaaaacc38866846cafe
3081,0x598349,0,0,"",
3082,0x59834A,0,0,"",
3083,0x59834B,10,1,"S",afbbacaab6ab33c6bbfa
3084,0x598356,0,0,"",
3085,0x598357,0,0,"",
3086,0x598358,16,4,"ïxÜe",6facbbccccac9a99c98c58866645c3fa
3087,0x598369,0,0,"",
3088,0x59836A,0,0,"",
3089,0x59836B,0,0,"",
3090,0x59836C,8,0,"",aebbccaaaaccbbea
3091,0x598375,0,0,"",
3092,0x598376,0,0,"",
3093,0x598377,0,0,"",
3094,0x598378,16,2,"íÜ",af6ccbacacaaa9eeeeae8a66c3aac3fa
3095,0x598389,0,0,"",
3096,0x59838A,0,0,"",
3097,0x59838B,0,0,"",
3098,0x59838C,0,0,"",
3099,0x59838D,6,0,"",aebbccccbbea
3100,0x598394,0,0,"",
3101,0x598395,0,0,"",
3102,0x598396,0,0,"",
3103,0x598397,0,0,"",
3104,0x598398,7,1,"ä",cf6abacacccae9
3105,0x5983A0,0,0,"",
3106,0x5983A1,7,0,"",ef8ccaa5aba4fc
3107,0x5983A9,0,0,"",
3108,0x5983AA,0,0,"",
3109,0x5983AB,0,0,"",
3110,0x5983AC,0,0,"",
3111,0x5983AD,0,0,"",
3112,0x5983AE,4,0,"",efcaccea
3113,0x5983B3,0,0,"",
3114,0x5983B4,0,0,"",
3115,0x5983B5,0,0,"",
3116,0x5983B6,0,0,"",
3117,0x5983B7,0,0,"",
3118,0x5983B8,7,2,"ää",cf6ac6ac6ac6e9
3119,0x5983C0,0,0,"",
3120,0x5983C1,7,1,"ä",ef6acaacaca3fc
3121,0x5983C9,0,0,"",
3122,0x5983CA,0,0,"",
3123,0x5983CB,0,0,"",
3124,0x5983CC,0,0,"",
3125,0x5983CD,0,0,"",
3126,0x5983CE,0,0,"",
3127,0x5983CF,0,0,"",
3128,0x5983D0,0,0,"",
3129,0x5983D1,0,0,"",
3130,0x5983D2,0,0,"",
3131,0x5983D3,0,0,"",
3132,0x5983D4,0,0,"",
3133,0x5983D5,0,0,"",
3134,0x5983D6,0,0,"",
3135,0x5983D7,0,0,"",
3136,0x5983D8,7,2,"Zí",cf3aa6aa6cc6e9
3137,0x5983E0,0,0,"",
3138,0x5983E1,7,1,"ä",ef6acaaacca3fc
3139,0x5983E9,0,0,"",
3140,0x5983EA,0,0,"",
3141,0x5983EB,0,0,"",
3142,0x5983EC,0,0,"",
3143,0x5983ED,0,0,"",
3144,0x5983EE,0,0,"",
3145,0x5983EF,0,0,"",
3146,0x5983F0,0,0,"",
3147,0x5983F1,0,0,"",
3148,0x5983F2,0,0,"",
3149,0x5983F3,0,0,"",
3150,0x5983F4,0,0,"",
3151,0x5983F5,0,0,"",
3152,0x5983F6,0,0,"",
3153,0x5983F7,0,0,"",
3154,0x5983F8,7,1,"í",bf6cc6cbaccae9
3155,0x598400,0,0,"",
3156,0x598401,7,1,"ä",ef6acaccbcccfb
3157,0x598409,0,0,"",
3158,0x59840A,0,0,"",
3159,0x59840B,0,0,"",
3160,0x59840C,0,0,"",
3161,0x59840D,0,0,"",
3162,0x59840E,4,0,"",efaaaafe
3163,0x598413,0,0,"",
3164,0x598414,0,0,"",
3165,0x598415,0,0,"",
3166,0x598416,0,0,"",
3167,0x598417,0,0,"",
3168,0x598418,7,2,"ëí",cf6bb6cc6c8aab
3169,0x598420,0,0,"",
3170,0x598421,7,1,"V",af36bacbbcbbfc
3171,0x598429,0,0,"",
3172,0x59842A,0,0,"",
3173,0x59842B,0,0,"",
3174,0x59842C,0,0,"",
3175,0x59842D,6,0,"",aeccccccccea
3176,0x598434,0,0,"",
3177,0x598435,0,0,"",
3178,0x598436,0,0,"",
3179,0x598437,0,0,"",
3180,0x598438,16,8,"âvÜÜÜÜS\",afaba663cb5666666666333ccababcfa
3181,0x598449,0,0,"",
3182,0x59844A,0,0,"",
3183,0x59844B,0,0,"",
3184,0x59844C,8,0,"",aeccaccbaacaccea
3185,0x598455,0,0,"",
3186,0x598456,0,0,"",
3187,0x598457,0,0,"",
3188,0x598458,16,9,"VâÜäÜéudâ",efcb3663ba66a6cc6a6668554463bcfe
3189,0x598469,0,0,"",
3190,0x59846A,0,0,"",
3191,0x59846B,10,2,"äí",aecc6abbccac6ca6ccfa
3192,0x598476,0,0,"",
3193,0x598477,0,0,"",
3194,0x598478,0,0,"",
3195,0x598479,14,6,"äâÜVâe",ba6a63663663caac83a68645a3ab
3196,0x598488,0,0,"",
3197,0x598489,0,0,"",
3198,0x59848A,11,3,"ä|â",efca6aa3cbaabc5c63a6ac
3199,0x598496,0,0,"",
3200,0x598497,0,0,"",
3201,0x598498,0,0,"",
3202,0x598499,14,6,"éVëÜâS",beaca6688336b66b66638a33caeb
3203,0x5984A8,0,0,"",
3204,0x5984A9,0,0,"",
3205,0x5984AA,12,4,"vSÜâ",aeac5633c5ccac66a663cafa
3206,0x5984B7,0,0,"",
3207,0x5984B8,0,0,"",
3208,0x5984B9,14,5,"äÜëâX",afcb6a8a66c3ba6bca6338a3bcfa
3209,0x5984C8,0,0,"",
3210,0x5984C9,13,4,"äâXÜ",efca6a6338a5caacaaaa66a6ac
3211,0x5984D7,0,0,"",
3212,0x5984D8,0,0,"",
3213,0x5984D9,0,0,"",
3214,0x5984DA,12,4,"VÜVS",baac863666caabac3633caab
3215,0x5984E7,0,0,"",
3216,0x5984E8,0,0,"",
3217,0x5984E9,14,3,"VxÜ",afac36a658a3ccacaacacc66cafa
3218,0x5984F8,0,0,"",
3219,0x5984F9,0,0,"",
3220,0x5984FA,12,3,"äÜí",afcb6a66caacacc66ca6bcfa
3221,0x598507,0,0,"",
3222,0x598508,0,0,"",
3223,0x598509,14,6,"äÜÜXäí",ce6a666638caaacaaa6acc6ca6ec
3224,0x598518,0,0,"",
3225,0x598519,0,0,"",
3226,0x59851A,0,0,"",
3227,0x59851B,10,1,"ë",baacc6ccca6ba6aabcab
3228,0x598526,0,0,"",
3229,0x598527,0,0,"",
3230,0x598528,0,0,"",
3231,0x598529,14,4,"VéâÜ",ca36aa8668ac63a6cc86a6ac66ac
3232,0x598538,0,0,"",
3233,0x598539,0,0,"",
3234,0x59853A,0,0,"",
3235,0x59853B,10,1,"S",afbbacaab6ab33c6bbfa
3236,0x598546,0,0,"",
3237,0x598547,0,0,"",
3238,0x598548,16,6,"VäâXéf",efac36ba6a63aaaaaacc38866846cafe
3239,0x598559,0,0,"",
3240,0x59855A,0,0,"",
3241,0x59855B,0,0,"",
3242,0x59855C,8,0,"",aebbccaaaaccbbea
3243,0x598565,0,0,"",
3244,0x598566,0,0,"",
3245,0x598567,0,0,"",
3246,0x598568,16,4,"ïxÜe",6facbbccccac9a99c98c58866645c3fa
3247,0x598579,0,0,"",
3248,0x59857A,0,0,"",
3249,0x59857B,0,0,"",
3250,0x59857C,0,0,"",
3251,0x59857D,6,0,"",aebbccccbcea
3252,0x598584,0,0,"",
3253,0x598585,0,0,"",
3254,0x598586,0,0,"",
3255,0x598587,0,0,"",
3256,0x598588,16,2,"íÜ",af6ccbacacaaa9eeeeae8a66c3aac3fa
3257,0x598599,0,0,"",
3258,0x59859A,0,0,"",
3259,0x59859B,0,0,"",
3260,0x59859C,0,0,"",
3261,0x59859D,0,0,"",
3262,0x59859E,4,0,"",efaaaaea
3263,0x5985A3,0,0,"",
3264,0x5985A4,0,0,"",
3265,0x5985A5,0,0,"",
3266,0x5985A6,0,0,"",
3267,0x5985A7,0,0,"",
3268,0x5985A8,7,1,"ä",cf6abacacccae9
3269,0x5985B0,0,0,"",
3270,0x5985B1,7,0,"",ef8ccaa5aba4fc
3271,0x5985B9,0,0,"",
3272,0x5985BA,0,0,"",
3273,0x5985BB,0,0,"",
3274,0x5985BC,0,0,"",
3275,0x5985BD,0,0,"",
3276,0x5985BE,0,0,"",
3277,0x5985BF,0,0,"",
3278,0x5985C0,0,0,"",
3279,0x5985C1,0,0,"",
3280,0x5985C2,0,0,"",
3281,0x5985C3,0,0,"",
3282,0x5985C4,0,0,"",
3283,0x5985C5,0,0,"",
3284,0x5985C6,0,0,"",
3285,0x5985C7,0,0,"",
3286,0x5985C8,7,2,"ää",cf6ac6ac6ac6e9
3287,0x5985D0,0,0,"",
3288,0x5985D1,92,77,"ä        !""#$%'(    ""S   S ""S   ~ ""! :       `!:   : `!:   O `! î - i ò Cloud",ef6acaacaca3fcfc0000000000000000010203040507080000000080023300000033008002330000005e0080028201dc001a009100e3000000000040011a0000001a0040011a0000002f004001c1006e000d0049007200234c4f5544
3289,0x59862E,12,12,"      Barret",000000000000224152524554
3290,0x59863B,9,9,"     Tifa",000000000034494641
3291,0x598645,12,12,"       Aeris",000000000000002145524953
3292,0x598652,14,14,"      Red XIII",0000000000003245440038292929
3293,0x598661,9,9,"   Yuffie",000000395546464945
3294,0x59866B,14,14,"     Cait Sith",0000000000234149540033495448
3295,0x59867A,9,9,"  Vincent",000036494e43454e54
3296,0x598684,7,7,"    Cid",00000000234944
3297,0x59868C,13,13,"        Choco",000000000000000023484f434f
3298,0x59869A,6,6,"      ",000000000000
3299,0x5986A1,9,9,"         ",000000000000000000
3300,0x5986AB,9,9,"         ",000000000000000000
3301,0x5986B5,13,13,"         Leer",0000000000000000002c454552
3302,0x5986C3,12,12,"     Löschen",00000000002c7a534348454e
3303,0x5986D0,11,11,"  Auswählen",0000215553576a484c454e
3304,0x5986DC,8,8,"Standard",3354414e44415244
3305,0x5986E5,10,10," Abbrechen",0021424252454348454e
3306,0x5986F0,89,87,"ABCDEFGHIJäKLMNOPQRSTUVWXYZ,.+-öabcdefghijåklmnopqrstÜuvwxyz:;  ü0123456789   RaginLion",2122232425262728292a6a2b2c2d2e2f30313233346035363738393a0c0e0b0d7a4142434445464748494a654b4c4d4e4f50515253546655565758595a1a1b00007f1011121314151617181987000000324147494e2c494f4e
3307,0x59874A,15,15,"      Freshmake",00000000000026524553484d414b45
3308,0x59875A,12,12,"      Square",000000000000335155415245
3309,0x598767,13,13,"         3Dfx",00000000000000000013244658
3310,0x598775,16,16,"           Local",00000000000000000000002c4f43414c
3311,0x598786,14,14,"          Gold",00000000000000000000274f4c44
3312,0x598795,199,135,"           ëìèïókmoqs+-/13uwy{}579;=áâåç?ACEGô•____acegi!#%')üJLNPR_]^      äíéîñjlnpr*,.02tvxz|468:<~àãÜ>@BDFòõ°£ö`bdfh ""$&(ßIKMOQH  ",00000000000000000000006b6d696f71a5a7a9abad4b4d4f51530b0d0f11135557595b5d1517191b1d5f616365671f21232527737577797b3f3f3f3fd1414345474901030507097d7f8183852a2c2e30329193959fa1a39d3f3d3e87898b8d8f979b99aeaf0000000000006a6c686e70a4a6a8aaac4a4c4e50520a0c0e10125456585a5c1416181a1c5e606264661e20222426727476787ad7d8dfe0d0404244464800020406087c7e808284292b2d2f319092949ea0a29c28ced286888a8c8e969a98d5d40000
3313,0x59885D,0,0,"",
3314,0x59885E,0,0,"",
3315,0x59885F,0,0,"",
3316,0x598860,58,58,"    !   ""   $   %   '   (        &4031&.      !îEx-SOLDIER",0000000001000000020000000400000005000000070000000800000000000000000614101311060e000000000000016e25580d332f2c24292532
3317,0x59889B,0,0,"",
3318,0x59889C,2,2,"  ",0000
3319,0x59889F,1,1," ",00
3320,0x5988A1,23,23,"X!         Z!Z!V V     ",38010000000000000000003a013a013600360000000000
3321,0x5988B9,0,0,"",
3322,0x5988BA,0,0,"",
3323,0x5988BB,0,0,"",
3324,0x5988BC,12,12,"à""  T   R   ",620200003400000032000000
3325,0x5988C9,0,0,"",
3326,0x5988CA,0,0,"",
3327,0x5988CB,0,0,"",
3328,0x5988CC,0,0,"",
3329,0x5988CD,0,0,"",
3330,0x5988CE,0,0,"",
3331,0x5988CF,0,0,"",
3332,0x5988D0,0,0,"",
3333,0x5988D1,0,0,"",
3334,0x5988D2,0,0,"",
3335,0x5988D3,0,0,"",
3336,0x5988D4,0,0,"",
3337,0x5988D5,0,0,"",
3338,0x5988D6,0,0,"",
3339,0x5988D7,0,0,"",
3340,0x5988D8,0,0,"",
3341,0x5988D9,0,0,"",
3342,0x5988DA,0,0,"",
3343,0x5988DB,0,0,"",
3344,0x5988DC,0,0,"",
3345,0x5988DD,0,0,"",
3346,0x5988DE,0,0,"",
3347,0x5988DF,0,0,"",
3348,0x5988E0,0,0,"",
3349,0x5988E1,0,0,"",
3350,0x5988E2,0,0,"",
3351,0x5988E3,0,0,"",
3352,0x5988E4,0,0,"",
3353,0x5988E5,0,0,"",
3354,0x5988E6,0,0,"",
3355,0x5988E7,0,0,"",
3356,0x5988E8,0,0,"",
3357,0x5988E9,0,0,"",
3358,0x5988EA,0,0,"",
3359,0x5988EB,0,0,"",
3360,0x5988EC,0,0,"",
3361,0x5988ED,0,0,"",
3362,0x5988EE,0,0,"",
3363,0x5988EF,0,0,"",
3364,0x5988F0,0,0,"",
3365,0x5988F1,0,0,"",
3366,0x5988F2,0,0,"",
3367,0x5988F3,0,0,"",
3368,0x5988F4,0,0,"",
3369,0x5988F5,0,0,"",
3370,0x5988F6,0,0,"",
3371,0x5988F7,0,0,"",
3372,0x5988F8,0,0,"",
3373,0x5988F9,0,0,"",
3374,0x5988FA,0,0,"",
3375,0x5988FB,0,0,"",
3376,0x5988FC,0,0,"",
3377,0x5988FD,0,0,"",
3378,0x5988FE,0,0,"",
3379,0x5988FF,0,0,"",
3380,0x598900,26,26,"C   !!/-+)%-      !öBarret",2300000001010f0d0b09050d000000000000017a224152524554
