index,offset,text,length,confidence,encoding,reason
478,0x597668,Pequeo,6,95,FF7,menu strings
479,0x59767C,Adormecer,9,95,FF7,menu strings
480,0x597690,Petrificacin,12,95,FF7,menu strings
481,0x5976A4,Regenerar,9,95,FF7,menu strings
482,0x5976B8,Barrera,7,95,FF7,menu strings
483,0x5976CC,BarreraM,8,95,FF7,menu strings
484,0x5976E0,Reflejo,7,95,FF7,menu strings
485,0x5976F4,Escudo,6,95,FF7,menu strings
486,0x597708,Pena capital,12,95,FF7,menu strings
487,0x59771C,Manipular,9,95,FF7,menu strings
488,0x597730,Locura,6,95,FF7,menu strings
489,0x597744,Sin igual,9,95,FF7,menu strings
490,0x597758,Paralizar,9,95,FF7,menu strings
491,0x59776C,Oscuridad,9,95,FF7,menu strings
492,0x597780,Elemento,8,95,FF7,menu strings
493,0x59779E,Efecto,6,95,FF7,menu strings
494,0x5977BC,Ataque,6,95,FF7,menu strings
495,0x5977DA,Defensa,7,95,FF7,menu strings
496,0x5977F8,Compartir,9,95,FF7,menu strings
497,0x597816,No válido,9,95,FF7,menu strings
498,0x597834,Absorcin,8,95,FF7,menu strings
499,0x5978AC,Fuerza,6,95,FF7,menu strings
500,0x5978CA,Destreza,8,95,FF7,menu strings
501,0x5978E8,Vitalidad,9,95,FF7,menu strings
502,0x597906,Magia,5,95,FF7,menu strings
503,0x597924,Espritu,7,95,FF7,menu strings
504,0x597942,Suerte,6,95,FF7,menu strings
505,0x597960,Ataque,6,95,FF7,menu strings
506,0x59797E,% Ataque,8,95,FF7,menu strings
507,0x59799C,Defensa,7,95,FF7,menu strings
508,0x5979BA,% Defensa,9,95,FF7,menu strings
509,0x5979D8,Ataq mag,8,95,FF7,menu strings
510,0x5979F6,Def mag,7,95,FF7,menu strings
511,0x597A14,% Def mag,9,95,FF7,menu strings
512,0x597A32,Arm.,4,95,FF7,menu strings
513,0x597A50,Amd.,4,95,FF7,menu strings
514,0x597A6E,Acc.,4,95,FF7,menu strings
515,0x597A8C,Nivel de lmite:,15,95,FF7,menu strings
516,0x597B1A,Amd.,4,95,FF7,menu strings
517,0x597B34,Acc.,4,95,FF7,menu strings
518,0x597B4E,Acc.,4,95,FF7,menu strings
519,0x597B68,Fuerza,6,95,FF7,menu strings
520,0x597B82,Destreza,8,95,FF7,menu strings
521,0x597B9C,Vitalidad,9,95,FF7,menu strings
522,0x597BB6,Magia,5,95,FF7,menu strings
523,0x597BD0,Espritu,7,95,FF7,menu strings
524,0x597BEA,Suerte,6,95,FF7,menu strings
525,0x597C04,Ataque,6,95,FF7,menu strings
526,0x597C1E,% Ataque,8,95,FF7,menu strings
527,0x597C38,Defensa,7,95,FF7,menu strings
528,0x597C52,% Defensa,9,95,FF7,menu strings
529,0x597C6C,Ataq mag,8,95,FF7,menu strings
530,0x597C86,Def mag,7,95,FF7,menu strings
531,0x597CA0,% Def mag,9,95,FF7,menu strings
532,0x597CBA,Ranura:,7,95,FF7,menu strings
533,0x597CD4,Crecimiento:,12,95,FF7,menu strings
534,0x597CEE,Ningno,6,95,FF7,menu strings
535,0x597D08,Normal,6,95,FF7,menu strings
536,0x597D22,Doble,5,95,FF7,menu strings
537,0x597D3C,Triple,6,95,FF7,menu strings
538,0x597DB2,Hielo,5,95,FF7,menu strings
539,0x597DBC,Rayo,4,95,FF7,menu strings
540,0x597DC6,Tierra,6,95,FF7,menu strings
541,0x597DD0,Veneno,6,95,FF7,menu strings
542,0x597DDA,Graved.,7,95,FF7,menu strings
543,0x597DE4,Agua,4,95,FF7,menu strings
544,0x597DEE,Viento,6,95,FF7,menu strings
545,0x597DF8,Sacro,5,95,FF7,menu strings
546,0x597E09,Realmente deseas eliminarlo?,28,95,FF7,menu strings
547,0x597E31,"S, quiero!",10,95,FF7,menu strings
548,0x597E58,Espera un momento,17,95,FF7,menu strings
549,0x597E80,Sefirot,7,95,FF7,menu strings
550,0x597EA8,Arm.,4,95,FF7,menu strings
551,0x597EC6,Amd.,4,95,FF7,menu strings
552,0x597EE4,Lista de habilid,16,95,FF7,menu strings
553,0x597F02,Efecto del equipo,17,95,FF7,menu strings
554,0x597F20,Comprob,7,95,FF7,menu strings
555,0x597F3E,Organizar,9,95,FF7,menu strings
556,0x597F5C,Nmero recordado   /24,21,95,FF7,menu strings
557,0x597F7A,AP,2,95,FF7,menu strings
558,0x597F98,Al siguiente nivel,18,95,FF7,menu strings
559,0x597FB6,MAESTRO,7,95,FF7,menu strings
560,0x597FD4,Organizar,9,95,FF7,menu strings
561,0x597FF2,Intercambiar,12,95,FF7,menu strings
562,0x598010,Eliminar todo,13,95,FF7,menu strings
563,0x59802E,Basura,6,95,FF7,menu strings
564,0x59806A,Velocidad,9,95,FF7,menu strings
565,0x598088,Cubrir,6,95,FF7,menu strings
566,0x5980A6,Poder mágico,12,95,FF7,menu strings
567,0x5980C4,Suerte,6,95,FF7,menu strings
568,0x5980E2,MAESTRO,7,95,FF7,menu strings
569,0x598100,Fuerza,6,95,FF7,menu strings
570,0x59811E,Vitalidad,9,95,FF7,menu strings
571,0x59813C,Magia,5,95,FF7,menu strings
572,0x59815A,Def mag,7,95,FF7,menu strings
573,0x598178,Destreza,8,95,FF7,menu strings
574,0x598196,Suerte,6,95,FF7,menu strings
575,0x5981B4,MAXPG,5,95,FF7,menu strings
576,0x5981D2,MAXPM,5,95,FF7,menu strings
577,0x5981F0,MAXPG,5,95,FF7,menu strings
578,0x59820E,MAXPM,5,95,FF7,menu strings
579,0x59822C,EXP.UP,6,95,FF7,menu strings
580,0x59824A,Gil UP,6,95,FF7,menu strings
581,0x598268,Encuent % bajo,14,95,FF7,menu strings
582,0x598286,Encuent % alto,14,95,FF7,menu strings
583,0x5982A4,Encuent Chocobo,15,95,FF7,menu strings
584,0x5982C2,Prevac % alto,13,95,FF7,menu strings
585,0x5982E0,Ataque de largo alcance,23,95,FF7,menu strings
586,0x5982FE,Atacar todos,12,95,FF7,menu strings
587,0x59831C,Contraataque,12,95,FF7,menu strings
588,0x59833A,Atacar todos,12,95,FF7,menu strings
589,0x598358,Ataque continuo,15,95,FF7,menu strings
590,0x598376,Cambio de PG PM,15,95,FF7,menu strings
591,0x5984C8,Invocacin,9,95,FF7,menu strings
592,0x5984F0,Habil enem,10,95,FF7,menu strings
593,0x598518,Habilidad aadida,16,95,FF7,menu strings
594,0x598540,Todo,4,95,FF7,menu strings
595,0x598590,Absorc PM,9,95,FF7,menu strings
596,0x5985B8,Absorc PG,9,95,FF7,menu strings
597,0x598608,Robar siem,10,95,FF7,menu strings
598,0x598630,Corte extra,11,95,FF7,menu strings
599,0x598658,PM turbo,8,95,FF7,menu strings
600,0x598680,Ninguna,7,95,FF7,menu strings
601,0x5986A8,Sin PM suficientes.,19,95,FF7,menu strings
602,0x59874C,Organizar,9,95,FF7,menu strings
603,0x598760,Elementos clave,15,95,FF7,menu strings
604,0x598774,T mismo,7,95,FF7,menu strings
605,0x598788,Campo,5,95,FF7,menu strings
606,0x59879C,Batalla,7,95,FF7,menu strings
607,0x5987B0,Lanzar,6,95,FF7,menu strings
608,0x5987C4,Tipo,4,95,FF7,menu strings
609,0x5987D8,Nombre,6,95,FF7,menu strings
610,0x5987EC,Más,3,95,FF7,menu strings
611,0x598800,Menos,5,95,FF7,menu strings
612,0x598841,S! Vale!,8,95,FF7,menu strings
613,0x598868,No creo pero,12,95,FF7,menu strings
614,0x598890,No importa.,11,95,FF7,menu strings
615,0x5988B9,Eh! Chupado!,12,95,FF7,menu strings
616,0x5988E1,Diablos! Mi cabeza!,19,95,FF7,menu strings
617,0x598909,No tengo nada que ver!,22,95,FF7,menu strings
618,0x598930,"Hmm, as que es eso.",19,95,FF7,menu strings
619,0x598958,No estoy seguro pero,20,95,FF7,menu strings
620,0x598980,Me equivoqu¿ de persona.,24,95,FF7,menu strings
621,0x5989A8,Debes estar bien.,17,95,FF7,menu strings
622,0x5989D0,No estás listo todava.,22,95,FF7,menu strings
623,0x5989F8,No soy yo.,10,95,FF7,menu strings
624,0x598A21,"Bien, lo tengo!",15,95,FF7,menu strings
625,0x598A48,No lo consigo.,14,95,FF7,menu strings
626,0x598A70,No tengo nada que ver.,22,95,FF7,menu strings
627,0x598A99,"Guau! As, claro!",16,95,FF7,menu strings
628,0x598AC1,No! No lo consigo!,18,95,FF7,menu strings
629,0x598AE9,"Epa, no tengo idea!",19,95,FF7,menu strings
630,0x598B10,Estoy siendo menos humano,25,95,FF7,menu strings
631,0x598B38,An no estoy listo.,18,95,FF7,menu strings
632,0x598B60,No tiene nada que ver conmigo.,30,95,FF7,menu strings
633,0x598B89,Ey esto me gusta! Puedo usarlo!,31,95,FF7,menu strings
634,0x598BB0,Hmph. An no lo consigo pero,27,95,FF7,menu strings
635,0x598BD9,A m no! Dáselo a otro!,22,95,FF7,menu strings
636,0x598C00,No tiene nada que ver conmigo.,30,95,FF7,menu strings
637,0x59905D,VÑVS,4,95,FF7,menu strings
638,0x5990C8,¡xÑe,4,95,FF7,menu strings
639,0x59924D,VÑVS,4,95,FF7,menu and character names
640,0x5992D8,¡xÑe,4,95,FF7,menu and character names
641,0x5993A4,Barret,6,95,FF7,menu and character names
642,0x5993B0,Tifa,4,95,FF7,menu and character names
643,0x5993BC,Aeris,5,95,FF7,menu and character names
644,0x5993C8,Red XIII,8,95,FF7,menu and character names
645,0x5993D4,Yuffie,6,95,FF7,menu and character names
646,0x5993E0,Cait Sith,9,95,FF7,menu and character names
647,0x5993EC,Vincent,7,95,FF7,menu and character names
648,0x5993F8,Cid,3,95,FF7,menu and character names
649,0x599404,Choco,5,95,FF7,menu and character names
650,0x599434,Espacio,7,95,FF7,menu and character names
651,0x599440,Eliminar,8,95,FF7,menu and character names
652,0x59944C,Seleccionar,11,95,FF7,menu and character names
653,0x599458,Predeter,8,95,FF7,menu and character names
654,0x599464,Cancelar,8,95,FF7,menu and character names
655,0x5994D8,Freshmake,9,95,FF7,menu and character names
656,0x5994E8,Square,6,95,FF7,menu and character names
657,0x599508,Local,5,95,FF7,menu and character names
658,0x599518,Gold,4,95,FF7,menu and character names
659,0x59959E,"xz|468:<~ÁÍÚÑ>@BDF`bdfh ""$&(IKMOQH",34,95,FF7,menu and character names
660,0x5998DC,GL!,3,95,FF7,menu and character names
661,0x599B2C,*RuhdfaN      ! Sephiroth,25,95,FF7,menu and character names
662,0x599FDC,Magic Materia!,14,95,FF7,menu and character names
663,0x599FF0,Summon Materia!,15,95,FF7,menu and character names
664,0x59A004,Command,7,95,FF7,menu and character names
665,0x59A018,Zero - AW YEAH!,15,95,FF7,menu and character names
666,0x59A030,Fuego,5,95,FF7,menu and character names
667,0x59A03A,Hielo,5,95,FF7,menu and character names
668,0x59A044,Rayo,4,95,FF7,menu and character names
669,0x59A04E,Tierra,6,95,FF7,menu and character names
670,0x59A058,Veneno,6,95,FF7,menu and character names
671,0x59A062,Graved.,7,95,FF7,menu and character names
672,0x59A06C,Agua,4,95,FF7,menu and character names
673,0x59A076,Viento,6,95,FF7,menu and character names
674,0x59A080,Sacro,5,95,FF7,menu and character names
675,0x59A091,Realmente deseas eliminarlo?,28,95,FF7,menu and character names
676,0x59A0B9,"S, quiero!",10,95,FF7,menu and character names
677,0x59A0E0,Espera un momento,17,95,FF7,menu and character names
678,0x59A108,Sefirot,7,95,FF7,menu and character names
679,0x59A130,Arm.,4,95,FF7,menu and character names
680,0x59A14E,Amd.,4,95,FF7,menu and character names
681,0x59A16C,Lista de habilid,16,95,FF7,menu and character names
682,0x59A18A,Efecto del equipo,17,95,FF7,menu and character names
683,0x59A1A8,Comprob,7,95,FF7,menu and character names
684,0x59A1C6,Organizar,9,95,FF7,menu and character names
685,0x59A1E4,Nmero recordado   /24,21,95,FF7,menu and character names
686,0x59A202,AP,2,95,FF7,menu and character names
687,0x59A220,Al siguiente nivel,18,95,FF7,menu and character names
688,0x59A23E,MAESTRO,7,95,FF7,menu and character names
689,0x59A25C,Organizar,9,95,FF7,menu and character names
690,0x59A27A,Intercambiar,12,95,FF7,menu and character names
691,0x59A298,Eliminar todo,13,95,FF7,menu and character names
692,0x59A2B6,Basura,6,95,FF7,menu and character names
693,0x59A2F2,Velocidad,9,95,FF7,menu and character names
694,0x59A310,Cubrir,6,95,FF7,menu and character names
695,0x59A32E,Poder mágico,12,95,FF7,menu and character names
696,0x59A34C,Suerte,6,95,FF7,menu and character names
697,0x59A36A,MAESTRO,7,95,FF7,menu and character names
698,0x59A388,Fuerza,6,95,FF7,menu and character names
699,0x59A3A6,Vitalidad,9,95,FF7,menu and character names
700,0x59A3C4,Magia,5,95,FF7,menu and character names
701,0x59A3E2,Def mag,7,95,FF7,menu and character names
702,0x59A400,Destreza,8,95,FF7,menu and character names
703,0x59A41E,Suerte,6,95,FF7,menu and character names
704,0x59A43C,MAXPG,5,95,FF7,menu and character names
705,0x59A45A,MAXPM,5,95,FF7,menu and character names
706,0x59A478,MAXPG,5,95,FF7,menu and character names
707,0x59A496,MAXPM,5,95,FF7,menu and character names
708,0x59A4B4,EXP.UP,6,95,FF7,menu and character names
709,0x59A4D2,Gil UP,6,95,FF7,menu and character names
710,0x59A4F0,Encuent % bajo,14,95,FF7,menu and character names
711,0x59A50E,Encuent % alto,14,95,FF7,menu and character names
712,0x59A52C,Encuent Chocobo,15,95,FF7,menu and character names
713,0x59A54A,Prevac % alto,13,95,FF7,menu and character names
714,0x59A568,Ataque de largo alcance,23,95,FF7,menu and character names
715,0x59A586,Atacar todos,12,95,FF7,menu and character names
716,0x59A5A4,Contraataque,12,95,FF7,menu and character names
717,0x59A5C2,Atacar todos,12,95,FF7,menu and character names
718,0x59A5E0,Ataque continuo,15,95,FF7,menu and character names
719,0x59A5FE,Cambio de PG PM,15,95,FF7,menu and character names
720,0x59A620,Comprar,7,95,FF7,menu and character names
721,0x59A63E,Vender,6,95,FF7,menu and character names
722,0x59A65C,Salir,5,95,FF7,menu and character names
723,0x59A67A,Elemento,8,95,FF7,menu and character names
724,0x59A698,Materia,7,95,FF7,menu and character names
725,0x59A6B8,Comprar Vender Salir,20,95,FF7,menu and character names
726,0x59A6D6,Gil,3,95,FF7,menu and character names
727,0x59A6F4,en propiedad,12,95,FF7,menu and character names
728,0x59A712,Equipado,8,95,FF7,menu and character names
729,0x59A730,Total,5,95,FF7,menu and character names
730,0x59A74E,Cuántos,7,95,FF7,menu and character names
731,0x59A76C,Elemento    Materia,19,95,FF7,menu and character names
732,0x59A78A,Gil restantes,13,95,FF7,menu and character names
733,0x59A7A8,Precio del maestro,18,95,FF7,menu and character names
734,0x59A7C6,Precio a trav¿s de AP,21,95,FF7,menu and character names
735,0x59A7E8,Arm.,4,95,FF7,menu and character names
736,0x59A7FC,Amd.,4,95,FF7,menu and character names
737,0x59A810,Acc.,4,95,FF7,menu and character names
738,0x59A824,Acc.,4,95,FF7,menu and character names
739,0x59A838,Fuerza,6,95,FF7,menu and character names
740,0x59A84C,Destreza,8,95,FF7,menu and character names
741,0x59A860,Vitalidad,9,95,FF7,menu and character names
742,0x59A874,Magia,5,95,FF7,menu and character names
743,0x59A888,Espritu,7,95,FF7,menu and character names
744,0x59A89C,Suerte,6,95,FF7,menu and character names
745,0x59A8B0,Ataque,6,95,FF7,menu and character names
746,0x59A8C4,% Ataque,8,95,FF7,menu and character names
747,0x59A8D8,Defensa,7,95,FF7,menu and character names
748,0x59A8EC,% Defensa,9,95,FF7,menu and character names
749,0x59A900,Ataq mag,8,95,FF7,menu and character names
750,0x59A914,Def mag,7,95,FF7,menu and character names
751,0x59A928,% Def mag,9,95,FF7,menu and character names
752,0x59A93C,Ranura:,7,95,FF7,menu and character names
753,0x59A950,Crecimiento:,12,95,FF7,menu and character names
754,0x59A964,Ningno,6,95,FF7,menu and character names
755,0x59A978,Normal,6,95,FF7,menu and character names
756,0x59A98C,Doble,5,95,FF7,menu and character names
757,0x59A9A0,Triple,6,95,FF7,menu and character names
758,0x59A9B8,Alm de elem,11,95,FF7,menu and character names
759,0x59A9E0,Alm de armas,12,95,FF7,menu and character names
760,0x59AA08,Alm de elem,11,95,FF7,menu and character names
761,0x59AA30,Alm de materia,14,95,FF7,menu and character names
762,0x59AA58,Almac¿n general,15,95,FF7,menu and character names
763,0x59AA80,Alm de verdur,13,95,FF7,menu and character names
764,0x59AAA8,Alm de acces,12,95,FF7,menu and character names
765,0x59AAD0,Alm de herram,13,95,FF7,menu and character names
766,0x59AAF8,Tienda de hotel,15,95,FF7,menu and character names
767,0x59AB21,Bienvenido!,11,95,FF7,menu and character names
768,0x59AB4F,Qu¿ deseas comprar?,19,95,FF7,menu and character names
769,0x59AB7D,Cuántos quiere?s,16,95,FF7,menu and character names
770,0x59ABAB,Qu¿ quieres vender?,19,95,FF7,menu and character names
771,0x59ABD9,Cuántos quiere vender?,22,95,FF7,menu and character names
772,0x59AC07,Gracias!,8,95,FF7,menu and character names
773,0x59AC35,Gracias!,8,95,FF7,menu and character names
774,0x59AC63,No tiene bastante dinero!,25,95,FF7,menu and character names
775,0x59ACED,Bienvenido!,11,95,FF7,menu and character names
776,0x59AD1B,Qu¿ deseas comprar?,19,95,FF7,menu and character names
777,0x59AD49,Cuántos quiere?s,16,95,FF7,menu and character names
778,0x59AD77,Qu¿ quieres vender?,19,95,FF7,menu and character names
779,0x59ADA5,Cuántos quiere vender?,22,95,FF7,menu and character names
780,0x59ADD3,Gracias!,8,95,FF7,menu and character names
781,0x59AE01,Gracias!,8,95,FF7,menu and character names
782,0x59AE2F,No tiene bastante dinero!,25,95,FF7,menu and character names
783,0x59D23C,Seleccione un archivo de juego guardado.,40,95,FF7,menu and character names
784,0x59D278,Seleccione un juego guardado.,29,95,FF7,menu and character names
785,0x59D2B4,RANURA 1,8,95,FF7,menu and character names
786,0x59D2F0,RANURA 2,8,95,FF7,menu and character names
787,0x59D32D,Estás seguro?,13,95,FF7,menu and character names
788,0x59D368,Cargando. Por favor espere.,27,95,FF7,menu and character names
789,0x59D3A4,Guardando. Por favor espere.,28,95,FF7,menu and character names
790,0x59D3E0,VACO,4,95,FF7,menu and character names
791,0x59D41C,JUEGO,5,95,FF7,menu and character names
792,0x59D459,Continuar?,10,95,FF7,menu and character names
793,0x59D4D0,Comprobando la partida guardada.,32,95,FF7,menu and character names
