index,offset,text,length,confidence,reason
934,0x599254,Magic Materia!,14,95,contains German indicator word
935,0x599268,Summon Materia!,15,95,contains German indicator word
936,0x59927C,Command,7,85,"german_ratio=100.00%, ff7_valid=100.00%"
937,0x599290,Zero - AW YEAH!,15,85,"german_ratio=66.67%, ff7_valid=100.00%"
938,0x5992A8,Feuer,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
939,0x5992B4,Kälte,5,95,contains German indicator word
940,0x5992C0,Blitz,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
941,0x5992CC,Erde,4,95,contains German indicator word
942,0x5992D8,Gift,4,95,contains German indicator word
943,0x5992E4,Schwerkraft,11,85,"german_ratio=100.00%, ff7_valid=100.00%"
944,0x5992F0,Wasser,6,95,contains German indicator word
945,0x5992FC,Wind,4,95,contains German indicator word
946,0x599308,Heilig,6,95,contains German indicator word
947,0x599318,Soll das wirklich entfernt werden?,34,85,"german_ratio=85.29%, ff7_valid=100.00%"
948,0x59933C,Ja!,3,85,"german_ratio=66.67%, ff7_valid=100.00%"
949,0x599360,Einen Moment,12,85,"german_ratio=91.67%, ff7_valid=100.00%"
951,0x5993A8,Waf.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
952,0x5993C4,Rüs.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
953,0x5993E0,Fähigkeitsliste,15,85,"german_ratio=100.00%, ff7_valid=100.00%"
954,0x5993FC,Rüstungseffekt,14,85,"german_ratio=100.00%, ff7_valid=100.00%"
955,0x599418,Prüfen,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
956,0x599434,Ordnen,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
957,0x599450,Gespeicherte Zahl   /24,23,85,"german_ratio=69.57%, ff7_valid=100.00%"
958,0x59946C,AP,2,85,"german_ratio=100.00%, ff7_valid=100.00%"
959,0x599488,Auf nächste Ebene,17,95,contains German indicator word
960,0x5994A4,MASTER,6,95,contains German indicator word
961,0x5994C0,Ordnen,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
962,0x5994DC,Tauschen,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
963,0x5994F8,Alles entfernen,15,85,"german_ratio=93.33%, ff7_valid=100.00%"
964,0x599514,Wegwerfen,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
966,0x59954C,Geschwindigkeit   %HåHER,24,85,"german_ratio=79.17%, ff7_valid=100.00%"
967,0x599568,Schutz   %HåHER,15,85,"german_ratio=66.67%, ff7_valid=100.00%"
968,0x599584,Zauberkraft   %HåHER,20,95,contains German indicator word
969,0x5995A0,Glück   %HåHER,14,95,contains German indicator word
970,0x5995BC,MASTER,6,95,contains German indicator word
971,0x5995D8,Stärke,6,95,contains German indicator word
972,0x5995F4,Vitalität,9,95,contains German indicator word
973,0x599610,Zauber,6,95,contains German indicator word
974,0x59962C,Zbrvertdg,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
975,0x599648,Geschick,8,95,contains German indicator word
976,0x599664,Glück,5,95,contains German indicator word
977,0x599680,MAXHP,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
978,0x59969C,MAXMP,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
979,0x5996B8,MAXHP,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
980,0x5996D4,MAXMP,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
981,0x5996F0,EXP.UP,6,85,"german_ratio=83.33%, ff7_valid=100.00%"
982,0x59970C,Gil UP,6,85,"german_ratio=83.33%, ff7_valid=100.00%"
983,0x599728,Treffen - %,11,85,"german_ratio=63.64%, ff7_valid=100.00%"
984,0x599744,Treffen + %,11,85,"german_ratio=63.64%, ff7_valid=100.00%"
986,0x59977C,Präventivm. + %,15,85,"german_ratio=66.67%, ff7_valid=100.00%"
987,0x599798,Fernangriff,11,85,"german_ratio=100.00%, ff7_valid=100.00%"
988,0x5997B4,Alle angreifen,14,85,"german_ratio=92.86%, ff7_valid=100.00%"
989,0x5997D0,Gegenangriff,12,85,"german_ratio=100.00%, ff7_valid=100.00%"
990,0x5997EC,Alle angreifen,14,85,"german_ratio=92.86%, ff7_valid=100.00%"
991,0x599808,Ständiger Angriff,17,95,contains German indicator word
992,0x599824,HP/MP-nderung,13,85,"german_ratio=84.62%, ff7_valid=100.00%"
993,0x599840,Kaufen,6,95,contains German indicator word
994,0x59985E,Verkaufen,9,95,contains German indicator word
995,0x59987C,Beenden,7,95,contains German indicator word
996,0x59989A,Objekt,6,95,contains German indicator word
997,0x5998B8,Materia,7,95,contains German indicator word
998,0x5998D8,Kaufen Verkaufen Beenden,24,95,contains German indicator word
999,0x5998F8,Gil,3,85,"german_ratio=100.00%, ff7_valid=100.00%"
1000,0x599918,Besitz,6,95,contains German indicator word
1001,0x599938,Ausstattung,11,85,"german_ratio=100.00%, ff7_valid=100.00%"
1002,0x599958,Gesamt,6,95,contains German indicator word
1003,0x599978,Wieviel,7,85,"german_ratio=100.00%, ff7_valid=100.00%"
1004,0x599998,Objekt    Materia,17,95,contains German indicator word
1005,0x5999B8,Übrige Gil,10,85,"german_ratio=90.00%, ff7_valid=100.00%"
1006,0x5999D8,Preis für Master,16,85,"german_ratio=87.50%, ff7_valid=100.00%"
1007,0x5999F8,Preis durch AP,14,85,"german_ratio=85.71%, ff7_valid=100.00%"
1008,0x599A18,Waf.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
1009,0x599A2E,Rüs.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
1010,0x599A44,Zub.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
1011,0x599A5A,Zub.,4,85,"german_ratio=75.00%, ff7_valid=100.00%"
1012,0x599A70,Stärke,6,95,contains German indicator word
1013,0x599A86,Geschick,8,95,contains German indicator word
1014,0x599A9C,Vitalitä,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
1015,0x599AB2,Zauber,6,95,contains German indicator word
1016,0x599AC8,Moral,5,95,contains German indicator word
1017,0x599ADE,Glück,5,95,contains German indicator word
1018,0x599AF4,Angreifen,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
1019,0x599B0A,Angreifen %,11,85,"german_ratio=81.82%, ff7_valid=100.00%"
1020,0x599B20,Verteidigen,11,95,contains German indicator word
1021,0x599B36,Verteidigen %,13,95,contains German indicator word
1022,0x599B4C,Zbrangrf,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
1023,0x599B62,Zbrvertdg,9,85,"german_ratio=100.00%, ff7_valid=100.00%"
1024,0x599B78,Zbrvertdg %,11,85,"german_ratio=81.82%, ff7_valid=100.00%"
1025,0x599B8E,Schlitz:,8,85,"german_ratio=87.50%, ff7_valid=100.00%"
1026,0x599BA4,Verstärkung:,12,85,"german_ratio=91.67%, ff7_valid=100.00%"
1027,0x599BBA,Keine,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
1028,0x599BD0,Normal,6,85,"german_ratio=100.00%, ff7_valid=100.00%"
1029,0x599BE6,Doppelt,7,85,"german_ratio=100.00%, ff7_valid=100.00%"
1030,0x599BFC,Dreifach,8,85,"german_ratio=100.00%, ff7_valid=100.00%"
1033,0x599C18,Objektladen,11,95,contains German indicator word
1034,0x599C40,Waffengeschäft,14,85,"german_ratio=100.00%, ff7_valid=100.00%"
1035,0x599C68,Objektladen,11,95,contains German indicator word
1036,0x599C90,Materia-Laden,13,95,contains German indicator word
1037,0x599CB8,Gemischtwaren,13,85,"german_ratio=100.00%, ff7_valid=100.00%"
1038,0x599CE0,Gemüseladen,11,85,"german_ratio=100.00%, ff7_valid=100.00%"
1039,0x599D08,Zubehörladen,12,85,"german_ratio=100.00%, ff7_valid=100.00%"
1040,0x599D30,Werkzeugladen,13,85,"german_ratio=100.00%, ff7_valid=100.00%"
1041,0x599D58,Souvenierladen,14,85,"german_ratio=100.00%, ff7_valid=100.00%"
1042,0x599D80,Willkommen!,11,85,"german_ratio=90.91%, ff7_valid=100.00%"
1043,0x599DAE,Was möchtest du kaufen?,23,85,"german_ratio=82.61%, ff7_valid=100.00%"
1044,0x599DDC,Wie viele willst du davon?,26,85,"german_ratio=80.77%, ff7_valid=100.00%"
1045,0x599E0A,Was möchtest du verkaufen?,26,85,"german_ratio=84.62%, ff7_valid=100.00%"
1046,0x599E38,Wie viele willst du verkaufen?,30,85,"german_ratio=83.33%, ff7_valid=100.00%"
1047,0x599E66,Danke!,6,85,"german_ratio=83.33%, ff7_valid=100.00%"
1048,0x599E94,Danke!,6,85,"german_ratio=83.33%, ff7_valid=100.00%"
1049,0x599EC2,Du hast nicht genug Geld!,25,95,contains German indicator word
1051,0x599F4C,Guten Tag!,10,85,"german_ratio=80.00%, ff7_valid=100.00%"
1052,0x599F7A,Wie kann ich behilflich sein?,29,85,"german_ratio=82.76%, ff7_valid=100.00%"
1053,0x599FA8,Wie viele willst du davon?,26,85,"german_ratio=80.77%, ff7_valid=100.00%"
1054,0x599FD6,Hast du was zu verkaufen?,25,85,"german_ratio=80.00%, ff7_valid=100.00%"
1055,0x59A004,Wie viele willst du?,20,85,"german_ratio=80.00%, ff7_valid=100.00%"
1056,0x59A032,Vielen Dank!,12,85,"german_ratio=83.33%, ff7_valid=100.00%"
1057,0x59A060,Ihr werdet doch alle zurückkommen!,34,85,"german_ratio=85.29%, ff7_valid=100.00%"
1058,0x59A08E,Soll das ein Witz sein? Das ist nicht genug!,44,95,contains German indicator word
1065,0x59C488,Wählen Sie eine Speicherdatei aus.,34,95,contains German indicator word
1066,0x59C4B0,Wählen Sie einen Speicherblock aus.,35,95,contains German indicator word
1067,0x59C4D8,STECKPLATZ 1,12,85,"german_ratio=83.33%, ff7_valid=100.00%"
1068,0x59C500,STECKPLATZ 2,12,85,"german_ratio=83.33%, ff7_valid=100.00%"
1069,0x59C528,Wirklich?,9,85,"german_ratio=88.89%, ff7_valid=100.00%"
1070,0x59C550,Bin am Laden. Bitte warten,26,95,contains German indicator word
1071,0x59C578,Bin am Sichern. Bitte warten,28,95,contains German indicator word
1072,0x59C5A0,LEER,4,85,"german_ratio=100.00%, ff7_valid=100.00%"
1073,0x59C5C8,BLOCK,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
1074,0x59C5F0,Weiter?,7,85,"german_ratio=85.71%, ff7_valid=100.00%"
1076,0x59C640,Überprüfe Spielstandsdatei,26,95,contains German indicator word
1092,0x59C8C0,Gespeichert.,12,85,"german_ratio=91.67%, ff7_valid=100.00%"
1093,0x59C8E8,Speichern nicht möglich.,24,95,contains German indicator word
1094,0x59C910,Laden nicht möglich.,20,95,contains German indicator word
1095,0x59C938,Daten sind zerstört.,20,85,"german_ratio=85.00%, ff7_valid=100.00%"
1096,0x59C960,NEUES SPIEL,11,85,"german_ratio=90.91%, ff7_valid=100.00%"
1097,0x59C988,Wirklich speichern?,19,85,"german_ratio=89.47%, ff7_valid=100.00%"
1098,0x59C9B0,Ja,2,85,"german_ratio=100.00%, ff7_valid=100.00%"
1099,0x59C9D8,Nein,4,85,"german_ratio=100.00%, ff7_valid=100.00%"
1100,0x59CA00,Beendet.,8,85,"german_ratio=87.50%, ff7_valid=100.00%"
1103,0x59CAC6,Formatiert,10,95,contains German indicator word
1104,0x59CB08,Formatierung nicht möglich,26,95,contains German indicator word
1105,0x59CB4A,Nicht formatiert,16,95,contains German indicator word
1106,0x59CB8C,Jetzt formatieren?,18,85,"german_ratio=88.89%, ff7_valid=100.00%"
1107,0x59CBCE,Memory Card wird geprüft.,25,85,"german_ratio=84.00%, ff7_valid=100.00%"
1108,0x59CC10,Keine Spielstandsdatei.,23,95,contains German indicator word
1109,0x59CC52,Diese Memory Card ist beschädigt und kann nicht verwendet werden.,65,95,contains German indicator word
1110,0x59CC94,Andere Memory Card einlegen.,28,85,"german_ratio=85.71%, ff7_valid=100.00%"
1111,0x59CCD6,Nicht genug Platz in der Spielstandsdatei übrig.,48,95,contains German indicator word
1112,0x59CD18,Bitte benutzen Sie eine andere Spielstandsdatei,47,95,contains German indicator word
1113,0x59CD5A,oder löschen Sie 1 Block gesicherter Daten.,43,85,"german_ratio=81.40%, ff7_valid=100.00%"
1116,0x59CE20,Lesen nicht möglich.,20,95,contains German indicator word
1117,0x59CE62,Spiel beginnen?,15,85,"german_ratio=86.67%, ff7_valid=100.00%"
1122,0x59CFB0,Kann Speicherpuffer der Spielstandsdatei nicht zuordnen!,56,95,contains German indicator word
1123,0x59CFEC,Ungültige Spielstandsdatei!,27,95,contains German indicator word
1124,0x59D028,Spielstand 1,12,95,contains German indicator word
1125,0x59D03C,Spielstand 2,12,95,contains German indicator word
1126,0x59D050,Spielstand 3,12,95,contains German indicator word
1127,0x59D064,Spielstand 4,12,95,contains German indicator word
1128,0x59D078,Spielstand 5,12,95,contains German indicator word
1129,0x59D08C,Spielstand 6,12,95,contains German indicator word
1130,0x59D0A0,Spielstand 7,12,95,contains German indicator word
1131,0x59D0B4,Spielstand 8,12,95,contains German indicator word
1132,0x59D0C8,Spielstand 9,12,95,contains German indicator word
1133,0x59D0DC,Spielstand 10,13,95,contains German indicator word
1136,0x59D150,Level,5,85,"german_ratio=100.00%, ff7_valid=100.00%"
