index,steam_en_offset,steam_en_va,estore_en_offset,estore_de_offset,en_text,de_text,de_bytes_hex,confidence,method,delta,length,type
178,0x51A430,0x531A30,0x51B030,0x590C78,t[55]svgjktzkx ,    Zg[55]hkx,000000003A4155424552FF00,LOW,nearby_search,0x75C48,12,RGB
179,0x51A43C,0x531A3C,0x51B03C,0x590C94,xomnz[20]iutzxur   ,xog,524941FF000000000000000000000000,LOW,nearby_search,0x75C58,16,RGB
180,0x51A4F4,0x531AF4,0x51B0F4,0x590D4C,t[55]svgjiussg ,,FF0000000000000000000000,LOW,nearby_search,0x75C58,12,RGB
181,0x51A508,0x531B08,0x51B108,0x590D60,jo[56]ojk  ,tm,4E47FF0000000000,LOW,nearby_search,0x75C58,8,RGB
182,0x51A518,0x531B18,0x51B118,0x590D60,y[59]yxw   ,tm,4E47FF0000000000,LOW,nearby_search,0x75C48,8,RGB
183,0x51A520,0x531B20,0x51B120,0x590DA8,xomnz[20]grz   ,N[6A]inyz[0E] L[56],2E6A434853540E002C56FF00,LOW,nearby_search,0x75C88,12,RGB
184,0x51A59C,0x531B9C,0x51B19C,0x590DE4,nusk    ,Utzkx,354E544552FF0000,LOW,nearby_search,0x75C48,8,RGB
185,0x51A5A4,0x531BA4,0x51B1A4,0x590DFC,[55]v  ,,FF000000,LOW,nearby_search,0x75C58,4,RGB
186,0x51A5A8,0x531BA8,0x51B1A8,0x590E10,vgmk[20][55]v ,,FF00000000000000,LOW,nearby_search,0x75C68,8,RGB
187,0x51A5B8,0x531BB8,0x51B1B8,0x590E10,rklz    ,,FF00000000000000,LOW,nearby_search,0x75C58,8,RGB
188,0x51A5C8,0x531BC8,0x51B1C8,0x590E10,xomnz   ,,FF00000000000000,LOW,nearby_search,0x75C48,8,RGB
189,0x51A5D8,0x531BD8,0x51B1D8,0x506018,ktj ,ktj ,454E4400,HIGH,exact_match,,4,RGB
190,0x51A5DC,0x531BDC,0x51B1DC,0x590E24,ju[57]t    ,xomq[0E],5249474B0EFF0000,LOW,nearby_search,0x75C48,8,RGB
191,0x51A5E4,0x531BE4,0x51B1E4,0x590FDC,vgmk[20]ju[57]t   ,    [C0][C3],00000000C0C3FF0000000000,LOW,nearby_search,0x75DF8,12,RGB
192,0x51A5F0,0x531BF0,0x51B1F0,0x590FD8,otykxz  ,[BB][C3],BBC3FF0000000000,LOW,nearby_search,0x75DE8,8,RGB
193,0x51A5F8,0x531BF8,0x51B1F8,0x590FE0,jkrkzk  ,[C0][C3],C0C3FF0000000000,LOW,nearby_search,0x75DE8,8,RGB
194,0x51A638,0x531C38,0x51B238,0x590FD0,rklz[20][57]ot    ,[68]       [BB][C3],6800000000000000BBC3FF00,LOW,nearby_search,0x75D98,12,RGB
195,0x51A644,0x531C44,0x51B244,0x590FDC,xomnz[20][57]ot   ,    [C0][C3],00000000C0C3FF0000000000,LOW,nearby_search,0x75D98,12,RGB
196,0x51A650,0x531C50,0x51B250,0x5920B8,gvvy    ,gvvy    ,4150505300000000,HIGH,exact_match,0x76E68,8,RGB
197,0x51A660,0x531C60,0x51B260,0x5920C8,su[55]yk[5F]hQ    ,su[55]yk[5F]hQ    ,4D4F5553455F423100000000,HIGH,exact_match,0x76E68,12,RGB
198,0x51A66C,0x531C6C,0x51B26C,0x5920D4,su[55]yk[5F]hR    ,su[55]yk[5F]hR    ,4D4F5553455F423200000000,HIGH,exact_match,0x76E68,12,RGB
199,0x51A678,0x531C78,0x51B278,0x5920E0,su[55]yk[5F]hS    ,su[55]yk[5F]hS    ,4D4F5553455F423300000000,HIGH,exact_match,0x76E68,12,RGB
200,0x51A68C,0x531C8C,0x51B28C,0x591124,[55]v  ,[A9],A9FF0000,LOW,nearby_search,0x75E98,4,RGB
201,0x51A690,0x531C90,0x51B290,0x590FD8,ju[57]t    ,[BB][C3],BBC3FF0000000000,LOW,nearby_search,0x75D48,8,RGB
202,0x51A698,0x531C98,0x51B298,0x590FE0,rklz    ,[C0][C3],C0C3FF0000000000,LOW,nearby_search,0x75D48,8,RGB
203,0x51A6A0,0x531CA0,0x51B2A0,0x590FD8,xomnz   ,[BB][C3],BBC3FF0000000000,LOW,nearby_search,0x75D38,8,RGB
204,0x51A6D4,0x531CD4,0x51B2D4,0x592140,h[55]zzut[20]R    ,h[55]zzut[20]R    ,425554544F4E203200000000,HIGH,exact_match,0x76E6C,12,RGB
205,0x51A6E0,0x531CE0,0x51B2E0,0x59214C,h[55]zzut[20]S    ,h[55]zzut[20]S    ,425554544F4E203300000000,HIGH,exact_match,0x76E6C,12,RGB
206,0x51A6EC,0x531CEC,0x51B2EC,0x592158,h[55]zzut[20]T    ,h[55]zzut[20]T    ,425554544F4E203400000000,HIGH,exact_match,0x76E6C,12,RGB
207,0x51A6F8,0x531CF8,0x51B2F8,0x592164,h[55]zzut[20]U    ,h[55]zzut[20]U    ,425554544F4E203500000000,HIGH,exact_match,0x76E6C,12,RGB
208,0x51A704,0x531D04,0x51B304,0x592170,h[55]zzut[20]V    ,h[55]zzut[20]V    ,425554544F4E203600000000,HIGH,exact_match,0x76E6C,12,RGB
209,0x51A710,0x531D10,0x51B310,0x59217C,h[55]zzut[20]W    ,h[55]zzut[20]W    ,425554544F4E203700000000,HIGH,exact_match,0x76E6C,12,RGB
210,0x51A71C,0x531D1C,0x51B31C,0x592188,h[55]zzut[20]X    ,h[55]zzut[20]X    ,425554544F4E203800000000,HIGH,exact_match,0x76E6C,12,RGB
211,0x51A728,0x531D28,0x51B328,0x592194,h[55]zzut[20]Y    ,h[55]zzut[20]Y    ,425554544F4E203900000000,HIGH,exact_match,0x76E6C,12,RGB
212,0x51A734,0x531D34,0x51B334,0x5921A0,h[55]zzut[20]QP   ,h[55]zzut[20]QP   ,425554544F4E203130000000,HIGH,exact_match,0x76E6C,12,RGB
213,0x51A6C8,0x531CC8,0x51B2C8,0x592134,h[55]zzut[20]Q    ,h[55]zzut[20]Q    ,425554544F4E203100000000,HIGH,exact_match,0x76E6C,12,RGB
214,0x51D1E0,0x5347E0,0x51DDE0,0x5903AE,Pg[55]yk,Pg[55]yk,3041555345FF0000,HIGH,exact_match,0x725CE,8,DEF
215,0x51D23C,0x53483C,0x51DE3C,0x594AC4,Srkkv,A[57][76] OX[76] ,215776002F387600FF3A,LOW,nearby_search,0x76C88,10,DEF
216,0x51D246,0x534846,0x51DE46,0x594AEE,Puoyut,[76] ,7600FF3A76003E387600,LOW,nearby_search,0x76CA8,10,DEF
217,0x51D250,0x534850,0x51DE50,0x594AC8,Sgjtkyy,OX[76] ,2F387600FF3A76003E38,LOW,nearby_search,0x76C78,10,DEF
218,0x51D25A,0x53485A,0x51DE5A,0x594C22,F[55]x[59],,FFFF000000001027E803,LOW,nearby_search,0x76DC8,10,DEF
219,0x51D264,0x534864,0x51DE64,0x594ACC,Cutl[55]yout,,FF3A76003E3876002F38,LOW,nearby_search,0x76C68,10,DEF
220,0x51D26E,0x53486E,0x51DE6E,0x594AC6,Sorktik,[76] OX[76] ,76002F387600FF3A7600,LOW,nearby_search,0x76C58,10,DEF
221,0x51D278,0x534878,0x51DE78,0x594AF0,Hgyzk,,FF3A76003E3876002F38,LOW,nearby_search,0x76C78,10,DEF
222,0x51D282,0x534882,0x51DE82,0x594ACA,Sru[57],[76] ,7600FF3A76003E387600,MEDIUM,regional_delta,0x76C48,10,DEF
223,0x51D28C,0x53488C,0x51DE8C,0x594D1C,Szuv,Szuv,33544F50FF0000000000,HIGH,exact_match,0x76E90,10,DEF
224,0x51D2B4,0x5348B4,0x51DEB4,0x594ACC,Pkzxol[59],,FF3A76003E3876002F3876,LOW,nearby_search,0x76C18,11,DEF
225,0x51D2BE,0x5348BE,0x51DEBE,0x594AC6,Rkmkt,[76] OX[76] ,76002F387600FF3A7600,LOW,nearby_search,0x76C08,10,DEF
226,0x51D2DC,0x5348DC,0x51DEDC,0x594AC4,Rklrkiz,A[57][76] OX[76] ,215776002F387600FF3A,LOW,nearby_search,0x76BE8,10,DEF
227,0x51D2F0,0x5348F0,0x51DEF0,0x594AC8,Snokrj,OX[76] ,2F387600FF3A76003E38,LOW,nearby_search,0x76BD8,10,DEF
228,0x51D30E,0x53490E,0x51DF0E,0x594AC6,Bkxykxq,[76] OX[76] ,76002F387600FF3A7600,LOW,nearby_search,0x76BB8,10,DEF
229,0x51D318,0x534918,0x51DF18,0x594AF0,Pkkxrkyy,,FF3A76003E3876002F38,LOW,nearby_search,0x76BD8,10,DEF
230,0x51D322,0x534922,0x51DF22,0x594ACA,Pgxgr[59][5A]k,[76] ,7600FF3A76003E387600,LOW,nearby_search,0x76BA8,10,DEF
231,0x51D32C,0x53492C,0x51DF2C,0x594AC4,Dgxqtkyy,A[57][76] OX[76] ,215776002F387600FF3A76003E3876002F3876002F387600F7507600,LOW,nearby_search,0x76B98,28,DEF
232,0x51D3A0,0x5349A0,0x51DFA0,0x594CD8,Hu[57] ,xt,524EFF00,LOW,nearby_search,0x76D38,4,DEF
233,0x51D3BC,0x5349BC,0x51DFBC,0x594CD4,Gor,  Zuxt,00003A4F524EFF00,LOW,nearby_search,0x76D18,8,DEF
234,0x51D3C0,0x5349C0,0x51DFC0,0x594AC8,Alzkx,OX[76] ,2F387600FF3A76003E3876002F387600,LOW,nearby_search,0x76B08,16,DEF
235,0x51D3C8,0x5349C8,0x51DFC8,0x594AC0,Gor ut ngtj,OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A7600,LOW,nearby_search,0x76AF8,16,DEF
236,0x51D588,0x534B88,0x51E188,0x594DD0,Kkkv muot7[1F],  Turr,0000344F4C4CFF00000000000000000025494E5A49474152,MEDIUM,regional_delta,0x76C48,24,DEF
237,0x51D598,0x534B98,0x51E198,0x594DE0,Ol iu[55]xyk1     Nu [57]g[59]1,Eot[5A]omgxzom,25494E5A49474152544947FF00002C6A484D554E47FF,MEDIUM,regional_delta,0x76C48,22,DEF
238,0x51D5B0,0x534BB0,0x51E1B0,0x594DF8,C[55]xxktz Bgzzrk Puotzy,    D[55]tqkrnkoz,0000000024554E4B454C48454954FF00000064FF0000,MEDIUM,regional_delta,0x76C48,22,DEF
239,0x51D5C6,0x534BC6,0x51E1C6,0x594E0E,Sruz yzgxz1,          [64],0000000000000000000064FF00000000000000000000,MEDIUM,regional_delta,0x76C48,22,DEF
240,0x51D5DC,0x534BDC,0x51E1DC,0x594E24,GREAT11,  [64],000064FF00000000000000000000000064FF000000000000000000000000,MEDIUM,regional_delta,0x76C48,32,DEF
241,0x51D608,0x534C08,0x51E208,0x594AC0,Tnkt[0C] mu lux oz1,OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x768B8,32,DEF
242,0x51D628,0x534C28,0x51E228,0x594AC0,Mgmoi Mgzkxog oy hxuqkt[0E],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x76898,32,DEF
243,0x51D648,0x534C48,0x51E248,0x594E90,S[55]ssut Mgzkxog oy hxuqkt[0E],[57]orryz j[55] g[55]ymkhkt[1F],57494C4C535400445500415553474542454E1FFF27494CFF2E414348FF00,MEDIUM,regional_delta,0x76C48,32,DEF
244,0x51D668,0x534C68,0x51E268,0x594EB0,S[55]vvuxz Mgzkxog oy hxuqkt[0E],Gor g[55]l jkx Hgtj,27494C00415546004445520028414E44FF00000000000000020504030102,MEDIUM,regional_delta,0x76C48,32,DEF
245,0x51D688,0x534C88,0x51E288,0x594AC0,Itjkvktjktz Mgzkxog oy hxuqkt[0E],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x76838,32,DEF
246,0x51D6A8,0x534CA8,0x51E2A8,0x594AC0,Cussgtj Mgzkxog oy hxuqkt[0E],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x76818,32,DEF
247,0x51D6C8,0x534CC8,0x51E2C8,0x594AC0,Arr Mgzkxog oy hxuqkt[0E],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x767F8,32,DEF
248,0x51D6E8,0x534CE8,0x51E2E8,0x594AC0,Aiikyyux[59] oy hxuqkt[0E],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x767D8,32,DEF
249,0x51D708,0x534D08,0x51E308,0x594AC0,Izks iussgtj oy ykgrkj[0E],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x767B8,32,DEF
250,0x51D728,0x534D28,0x51E328,0x594AC0,Axsux oy hxuqkt[0E],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x76798,32,DEF
251,0x51D748,0x534D48,0x51E348,0x594AC0,Wkgvut oy hxuqkt[0E],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x76778,32,DEF
252,0x51D768,0x534D68,0x51E368,0x594AC0,[11][0F][12] yvkkj[0E],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x76758,32,DEF
253,0x51D788,0x534D88,0x51E388,0x594AC0,[11][0F][12] gii[55]xgi[59][0E],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x76738,32,DEF
254,0x51D7A8,0x534DA8,0x51E3A8,0x594AC0,Motos[55]s,OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x76718,32,DEF
255,0x51D7C8,0x534DC8,0x51E3C8,0x594AC0,Puoyut,OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x766F8,32,DEF
256,0x51D7E8,0x534DE8,0x51E3E8,0x594AC0,Tugj,OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x766D8,32,DEF
257,0x51D808,0x534E08,0x51E408,0x594AC0,Tosk [58][13][10] jgsgmk[0E],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x766B8,32,DEF
258,0x51D828,0x534E28,0x51E428,0x595070,Du[57]t [15] rk[56]kry[0E],      1[0C]Wkozkx[1F],000000000000010C3745495445521FFF2A4100000000002E45494EFF0000,MEDIUM,regional_delta,0x76C48,32,DEF
259,0x51D848,0x534E48,0x51E448,0x595090,Du[57]t [11][10] rk[56]kry[0E],Vuxngtjktk Sinrginzv[55]tqzk,364F5248414E44454E45003343484C4143485450554E4B5445FF3343484C,MEDIUM,regional_delta,0x76C48,32,DEF
260,0x51D868,0x534E68,0x51E468,0x5950B0,[11][0F][12] HP[0E],[5A]yzgxz1,5A535441525401FF000000000000000000000000342F2C2C0101FF000000,MEDIUM,regional_delta,0x76C48,32,DEF
261,0x51D888,0x534E88,0x51E488,0x594AC0,[11][0F][12] MP[0E],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x76638,32,DEF
262,0x51D8A8,0x534EA8,0x51E4A8,0x5950F0,[11][0F][12] HP6MP[0E],v[55]tqzk,50554E4B5445FF002F4B0C0044414E4E004C4F5301FF0000000000000000,MEDIUM,regional_delta,0x76C48,32,DEF
263,0x51D8C8,0x534EC8,0x51E4C8,0x595110,Zkxu MP[0E],       [B2]Zg[55]hkxy[55]hyzgt[5A] qgv[5,00000000000000B23A41554245525355425354414E5A004B41505554540E,MEDIUM,regional_delta,0x76C48,32,DEF
264,0x51D8E8,0x534EE8,0x51E4E8,0x595130,Ykyyy1 Nu ngtjoigvv1,      [B2]A[55]lx[55]ly[55]hyzgt[5A] qgv,000000000000B22155465255465355425354414E5A004B41505554540EB3,MEDIUM,regional_delta,0x76C48,32,DEF
265,0x51D908,0x534F08,0x51E508,0x595150,HP xkyzuxkj[0E],     [B2]S[55]vvuxz[0D]S[55]hyzgt[5A] qg,0000000000B2335550504F52540D3355425354414E5A004B41505554540E,MEDIUM,regional_delta,0x76C48,32,DEF
266,0x51D928,0x534F28,0x51E528,0x594AC0,Wuxxokj ghu[55]z znk uznkx skshkxy[1F],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F3876002F387600F750,LOW,nearby_search,0x76598,34,DEF
267,0x51D94A,0x534F4A,0x51E54A,0x595192,Ykgn[0C] g rozzrk,,FFB222454645484C535355425354414E5A004B41505554540EB3FF000000,MEDIUM,regional_delta,0x76C48,34,DEF
268,0x51D96C,0x534F6C,0x51E56C,0x5951B4,Nuz xkgrr[59],rrk S[55]hyzgt[5A] qgv[55]zz[0E][B3],4C4C45003355425354414E5A004B41505554540EB3FF00000000000000B2,MEDIUM,regional_delta,0x76C48,34,DEF
269,0x51DAE0,0x5350E0,0x51E6E0,0x594AC8,Sg[56]k,OX[76] ,2F387600FF3A7600,LOW,nearby_search,0x763E8,8,DEF
270,0x51DB40,0x535140,0x51E740,0x595388,Rkluxs,HP6MP[0E][B3],2830062D300EB3FF000000000000000000000000000000000000B22E554C,MEDIUM,regional_delta,0x76C48,38,DEF
271,0x51DB66,0x535166,0x51E766,0x594ABE,Svroz [59]u[55]x grroky otzu z[57]u mxu[,[76] OX[76] A[57][76] OX[76] ,76002F387600215776002F387600FF3A76003E3876002F3876002F387600,LOW,nearby_search,0x76358,38,DEF
272,0x51DB8C,0x53518C,0x51E78C,0x5953D4,Svroz [59]u[55]x grroky otzu znxkk mxu[5,x[55]tm11[B3],52554E470101B3FF00000000B22830005749454445524845524745535445,MEDIUM,regional_delta,0x76C48,38,DEF
273,0x51DBB2,0x5351B2,0x51E7B2,0x594ABA,Prkgyk sgqk g vgxz[59] ul z[57]u[0E],[76] [8C]q[76] OX[76] A[57][76] OX[76] ,76008C4B76002F387600215776002F387600FF3A76003E3876002F387600,LOW,nearby_search,0x76308,38,DEF
274,0x51DBD8,0x5351D8,0x51E7D8,0x595420,Prkgyk sgqk g vgxz[59] ul znxkk[0E],x[1F],521FFF2A410C0045494E004249874348454EFF0000000000000000000000,MEDIUM,regional_delta,0x76C48,38,DEF
275,0x51DBFE,0x5351FE,0x51E7FE,0x595446,Skrkiz [57]ozn START h[55]zzut[0E],Eomktzroin toinz,254947454E544C494348004E49434854FF00000000000000000000000000,MEDIUM,regional_delta,0x76C48,38,DEF
276,0x51DE22,0x535422,0x51EA22,0x59566A,Wvt[0E],x[55]vvkt g[55]lzkorkt,52555050454E004155465445494C454EFF002D495447,MEDIUM,regional_delta,0x76C48,22,DEF
277,0x51DE38,0x535438,0x51EA38,0x594AC0,Axs[0E],OX[76] A[57][76] OX[76] ,2F387600215776002F387600FF3A76003E3876002F38,LOW,nearby_search,0x76088,22,DEF
278,0x51DE4E,0x53544E,0x51EA4E,0x59593E,Aii[0E],Aii[0E],2143430EFF0000000000000000000000000000000000,HIGH,exact_match,0x76EF0,22,DEF
279,0x51DED8,0x5354D8,0x51EAD8,0x595720,LEVEL [11],              Ellkqz,0000000000000000000000000000254646454B54FF000000000000000000,MEDIUM,regional_delta,0x76C48,36,DEF
280,0x51DEFC,0x5354FC,0x51EAFC,0x595744,LEVEL [12],Atmxkolkt,214E4752454946454EFF0000000000000000000000003645525445494449,MEDIUM,regional_delta,0x76C48,36,DEF
281,0x51DF20,0x535520,0x51EB20,0x595768,LEVEL [13],        Hgrhokxkt,000000000000000028414C42494552454EFF000000000000000000000000,MEDIUM,regional_delta,0x76C48,36,DEF
282,0x51DF44,0x535544,0x51EB44,0x59578C,LEVEL [14],om,4947FF000000000000000000000000002142534F5242494552454EFF0000,MEDIUM,regional_delta,0x76C48,36,DEF
283,0x51DF68,0x535568,0x51EB68,0x5957B0,Skz BREAK LEVEL[0E],  ,0000FF000000000000000000000000000000000000000000FF0000000000,MEDIUM,regional_delta,0x76C48,36,DEF
284,0x51DF8C,0x53558C,0x51EB8C,0x5957D4,Skz,          ,00000000000000000000FF00000000000000000000000000000000000000,MEDIUM,regional_delta,0x76C48,36,DEF
285,0x51DFB0,0x5355B0,0x51EBB0,0x5957F8,Cnkiq,qk,4B45FF000000000000000000000000000000274553434849434BFF000000,MEDIUM,regional_delta,0x76C48,36,DEF
286,0x51DFD4,0x5355D4,0x51EBD4,0x59581C,Tu ingtmk BREAK LEVEL[0C],    Vozgroz[6A]z,00000000364954414C49546A54FF0000000000000000000000003A415542,MEDIUM,regional_delta,0x76C48,36,DEF
287,0x51DFF8,0x5355F8,0x51EBF8,0x595840,oz [57]orr hkmot lxus Losoz Puotz [10][0,            Muxgr,0000000000000000000000002D4F52414CFF000000000000000000000000,MEDIUM,regional_delta,0x76C48,36,DEF
288,0x51E01C,0x53561C,0x51EC1C,0x595864,Cngtmk BREAK LEVEL[1F],[7F]iq,7F434BFF00000000000000000000000000000000214E4752454946454EFF,MEDIUM,regional_delta,0x76C48,36,DEF
289,0x51E040,0x535640,0x51EC40,0x595888,Yky,      Atmxkolkt 5,000000000000214E4752454946454E0005FF000000000000000000003645,MEDIUM,regional_delta,0x76C48,36,DEF
290,0x51E064,0x535664,0x51EC64,0x5958AC,Nu,mkt,47454EFF00000000000000000000364552544549444947454E0005FF0000,MEDIUM,regional_delta,0x76C48,36,DEF
291,0x51E088,0x535688,0x51EC88,0x5958D0,Losoz ykz1,Zhxgtmxl,3A4252414E475246FF000000000000000000000000003A42525645525444,MEDIUM,regional_delta,0x76C48,36,DEF
292,0x51E0AC,0x5356AC,0x51ECAC,0x5958F4,Skrkiz LEVEL[0E],        Zhx[56]kxzjm 5,00000000000000003A42525645525444470005FF00000000000000000000,MEDIUM,regional_delta,0x76C48,36,DEF
293,0x51EF40,0x536540,0x51FB40,0x596788,Foxk,,FFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,10,DEF
294,0x51EF4A,0x53654A,0x51FB4A,0x596792,Iik,,FFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,10,DEF
295,0x51EF54,0x536554,0x51FB54,0x59679C,Lomnztotm,,FFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,10,DEF
296,0x51EF5E,0x53655E,0x51FB5E,0x5967A6,Egxzn,,FFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,10,DEF
297,0x51EF68,0x536568,0x51FB68,0x5967B0,Puoyut,,FFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,10,DEF
298,0x51EF72,0x536572,0x51FB72,0x5967BA,Gxg[56]oz[59],,FFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,10,DEF
299,0x51EF7C,0x53657C,0x51FB7C,0x5967C4,Wgzkx,,FFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,10,DEF
300,0x51EF86,0x536586,0x51FB86,0x596A4C,Wotj,Wotj,37494E44FF0000000000,HIGH,exact_match,0x76EC6,10,DEF
301,0x51EF90,0x536590,0x51FB90,0x5967D8,Hur[59],,FFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,10,DEF
302,0x51EFA0,0x5365A0,0x51FBA0,0x5967E8,Dkgzn,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
303,0x51EFB4,0x5365B4,0x51FBB4,0x5967FC,Nkgx[0D]jkgzn,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
304,0x51EFC8,0x5365C8,0x51FBC8,0x596810,Srkkv,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
305,0x51EFDC,0x5365DC,0x51FBDC,0x596824,Puoyut,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
306,0x51EFF0,0x5365F0,0x51FBF0,0x596838,Sgjtkyy,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
307,0x51F004,0x536604,0x51FC04,0x59684C,F[55]x[59],,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
308,0x51F018,0x536618,0x51FC18,0x596860,Cutl[55]yout,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
309,0x51F02C,0x53662C,0x51FC2C,0x596874,Sorktik,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
310,0x51F040,0x536640,0x51FC40,0x596888,Hgyzk,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
311,0x51F054,0x536654,0x51FC54,0x59689C,Sru[57],,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
312,0x51F068,0x536668,0x51FC68,0x596B30,Szuv,Szuv,33544F50FF000000000000000000000000000000,HIGH,exact_match,0x76EC8,20,DEF
313,0x51F07C,0x53667C,0x51FC7C,0x5968C4,Fxum,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
314,0x51F090,0x536690,0x51FC90,0x5968D8,Ssgrr,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
315,0x51F0A4,0x5366A4,0x51FCA4,0x5968EC,Sru[57][0D]t[55]sh,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
316,0x51F0B8,0x5366B8,0x51FCB8,0x596900,Pkzxol[59],,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
317,0x51F0CC,0x5366CC,0x51FCCC,0x596914,Rkmkt,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
318,0x51F0E0,0x5366E0,0x51FCE0,0x596928,Bgxxokx,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
319,0x51F0F4,0x5366F4,0x51FCF4,0x59693C,MBgxxokx,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
320,0x51F108,0x536708,0x51FD08,0x596950,Rklrkiz,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
321,0x51F130,0x536730,0x51FD30,0x596978,Snokrj,,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,MEDIUM,regional_delta,0x76C48,20,DEF
322,0x51F144,0x536744,0x51FD44,0x59698C,Dkgzn[0D]yktzktik,,FF000000FFFFFFFF000000000000000080027800,MEDIUM,regional_delta,0x76C48,20,DEF
