index,raw_offset,text_offset,category,confidence,padding,total_bytes,text_preview,reason
288,0x595CA6,0x595CA7,fragment,80,1,1,,too short for menu text
289,0x595CA8,0x595CAA,fragment,80,2,2,,too short for menu text
290,0x595CAC,0x595CAC,ui_table,90,0,8,k k 3*1,coordinate pattern: letter space letter space digit
291,0x595CB5,0x595CB5,fragment,80,0,1,_,too short for menu text
292,0x595CB8,0x595CB8,fragment,80,0,6,!,too short for menu text
293,0x595CC2,0x595CC3,fragment,80,1,1,,too short for menu text
294,0x595CC4,0x595CC6,fragment,80,2,2,,too short for menu text
295,0x595CC8,0x595CC8,ui_table,90,0,8,m m 7+1C,coordinate pattern: letter space letter space digit
296,0x595CD8,0x595CDA,fragment,80,2,2,,too short for menu text
297,0x595CDB,0x595CDB,binary_data,90,0,1,,high byte ratio: 100.00%
298,0x595CDE,0x595CDF,fragment,80,1,1,,too short for menu text
299,0x595CE0,0x595CE2,fragment,80,2,2,,too short for menu text
300,0x595CE4,0x595CE4,ui_table,85,0,8,"n n ,1(",in known UI coordinate region with digits
301,0x595CEE,0x595CEF,ui_table,85,1,2,2,in known UI coordinate region with digits
302,0x595CF4,0x595CF6,fragment,80,2,2,,too short for menu text
303,0x595CFA,0x595CFB,fragment,80,1,1,,too short for menu text
304,0x595CFC,0x595CFE,fragment,80,2,2,,too short for menu text
305,0x595D00,0x595D00,ui_table,85,0,8,o o -14,in known UI coordinate region with digits
306,0x595D0A,0x595D0B,fragment,80,1,2,*,too short for menu text
307,0x595D10,0x595D12,fragment,80,2,2,,too short for menu text
308,0x595D16,0x595D17,fragment,80,1,1,,too short for menu text
309,0x595D18,0x595D1A,fragment,80,2,2,,too short for menu text
310,0x595D1C,0x595D1C,ui_table,90,0,8,z z 5.D0,coordinate pattern: letter space letter space digit
311,0x595D2C,0x595D2D,fragment,80,1,2,"""",too short for menu text
312,0x595D32,0x595D33,fragment,80,1,1,,too short for menu text
313,0x595D34,0x595D36,fragment,80,2,2,,too short for menu text
314,0x595D38,0x595D38,ui_table,85,0,8,{ { 7/B,in known UI coordinate region with digits
315,0x595D41,0x595D41,fragment,80,0,1,_,too short for menu text
316,0x595D44,0x595D44,binary_data,90,0,6,$,high byte ratio: 50.00%
317,0x595D4E,0x595D4F,fragment,80,1,1,,too short for menu text
318,0x595D50,0x595D52,fragment,80,2,2,,too short for menu text
319,0x595D54,0x595D54,ui_table,85,0,8,~ ~ 50B,in known UI coordinate region with digits
320,0x595D5D,0x595D5D,fragment,80,0,1,ü,too short for menu text
321,0x595D60,0x595D60,binary_data,90,0,6,ßV,high byte ratio: 50.00%
322,0x595D6A,0x595D6B,fragment,80,1,1,,too short for menu text
323,0x595D6C,0x595D6E,fragment,80,2,2,,too short for menu text
324,0x595D70,0x595D70,ui_table,85,0,7,à à 51,in known UI coordinate region with digits
325,0x595D7A,0x595D7A,ui_table,85,0,1,4,in known UI coordinate region with digits
326,0x595D80,0x595D81,binary_data,90,1,2,,high byte ratio: 100.00%
327,0x595D86,0x595D87,fragment,80,1,1,,too short for menu text
328,0x595D88,0x595D8A,fragment,80,2,2,,too short for menu text
329,0x595D8C,0x595D8C,ui_table,85,0,8,52B,in known UI coordinate region with digits
330,0x595D95,0x595D95,fragment,80,0,1,_,too short for menu text
331,0x595D98,0x595D9B,fragment,80,3,6,!,too short for menu text
332,0x595DA2,0x595DA3,fragment,80,1,1,,too short for menu text
333,0x595DA4,0x595DA6,fragment,80,2,2,,too short for menu text
334,0x595DA8,0x595DA8,ui_table,85,0,8,á á 53(@,in known UI coordinate region with digits
335,0x595DB1,0x595DB1,fragment,80,0,1,ü,too short for menu text
336,0x595DB4,0x595DB4,unknown,50,0,6,"!    """,no pattern matched
337,0x595DBB,0x595DBB,binary_data,90,0,1,,high byte ratio: 100.00%
338,0x595DBE,0x595DBF,fragment,80,1,1,,too short for menu text
339,0x595DC0,0x595DC2,fragment,80,2,2,,too short for menu text
340,0x595DC4,0x595DC4,ui_table,85,0,8,â â 54(@,in known UI coordinate region with digits
341,0x595DCD,0x595DCD,fragment,80,0,1,_,too short for menu text
342,0x595DD0,0x595DD3,unknown,50,3,6,"! """,no pattern matched
343,0x595DDA,0x595DDB,fragment,80,1,1,,too short for menu text
344,0x595DDC,0x595DDE,fragment,80,2,2,,too short for menu text
345,0x595DE0,0x595DE0,binary_data,90,0,8,^ ^ 54,high byte ratio: 33.33%
346,0x595DEA,0x595DEA,ui_table,85,0,1,3,in known UI coordinate region with digits
347,0x595DF0,0x595DF2,fragment,80,2,2,,too short for menu text
348,0x595DF6,0x595DF7,fragment,80,1,1,,too short for menu text
349,0x595DF8,0x595DFA,fragment,80,2,2,,too short for menu text
350,0x595DFC,0x595DFC,binary_data,90,0,8,b b 56,high byte ratio: 33.33%
351,0x595E06,0x595E06,ui_table,85,0,1,3,in known UI coordinate region with digits
352,0x595E0C,0x595E0E,fragment,80,2,2,,too short for menu text
353,0x595E12,0x595E13,fragment,80,1,1,,too short for menu text
354,0x595E14,0x595E16,fragment,80,2,2,,too short for menu text
355,0x595E18,0x595E18,binary_data,90,0,8,` ` 58,high byte ratio: 33.33%
356,0x595E22,0x595E22,ui_table,85,0,1,3,in known UI coordinate region with digits
357,0x595E28,0x595E2A,fragment,80,2,2,,too short for menu text
358,0x595E2E,0x595E2F,fragment,80,1,1,,too short for menu text
359,0x595E30,0x595E32,fragment,80,2,2,,too short for menu text
360,0x595E34,0x595E34,binary_data,90,0,8,a a 5:,high byte ratio: 33.33%
361,0x595E3E,0x595E3E,ui_table,85,0,1,3,in known UI coordinate region with digits
362,0x595E44,0x595E46,fragment,80,2,2,,too short for menu text
363,0x595E4A,0x595E4B,fragment,80,1,1,,too short for menu text
364,0x595E4C,0x595E4E,fragment,80,2,2,,too short for menu text
365,0x595E50,0x595E50,binary_data,90,0,8,c c 5<,high byte ratio: 33.33%
366,0x595E5A,0x595E5A,ui_table,85,0,1,3,in known UI coordinate region with digits
367,0x595E60,0x595E62,fragment,80,2,2,,too short for menu text
368,0x595E66,0x595E67,fragment,80,1,1,,too short for menu text
369,0x595E68,0x595E6A,fragment,80,2,2,,too short for menu text
370,0x595E6C,0x595E6C,binary_data,90,0,8,d d 5>,high byte ratio: 33.33%
371,0x595E76,0x595E76,ui_table,85,0,1,3,in known UI coordinate region with digits
372,0x595E7C,0x595E7E,fragment,80,2,2,,too short for menu text
373,0x595E82,0x595E83,fragment,80,1,1,,too short for menu text
374,0x595E84,0x595E86,fragment,80,2,2,,too short for menu text
375,0x595E88,0x595E88,binary_data,90,0,8,e e 5J,high byte ratio: 33.33%
376,0x595E92,0x595E92,ui_table,85,0,1,3,in known UI coordinate region with digits
377,0x595E98,0x595E9A,fragment,80,2,2,,too short for menu text
378,0x595E9E,0x595E9F,fragment,80,1,1,,too short for menu text
379,0x595EA0,0x595EA2,fragment,80,2,2,,too short for menu text
380,0x595EA4,0x595EA4,ui_table,85,0,8,ã ã 3<1T,in known UI coordinate region with digits
381,0x595EB4,0x595EB6,fragment,80,2,2,,too short for menu text
382,0x595EBA,0x595EBB,fragment,80,1,1,,too short for menu text
383,0x595EBC,0x595EBE,fragment,80,2,2,,too short for menu text
384,0x595EC0,0x595EC0,ui_table,85,0,8,å å 3=14,in known UI coordinate region with digits
385,0x595ED0,0x595ED2,binary_data,90,2,3,,high byte ratio: 100.00%
386,0x595ED6,0x595ED7,fragment,80,1,1,,too short for menu text
387,0x595ED8,0x595EDA,fragment,80,2,2,,too short for menu text
388,0x595EDC,0x595EDC,ui_table,85,0,8,ç ç 7>1X,in known UI coordinate region with digits
389,0x595EE5,0x595EE5,fragment,80,0,1,%,too short for menu text
390,0x595EE8,0x595EE8,fragment,80,0,6,!,too short for menu text
391,0x595EF2,0x595EF3,fragment,80,1,1,,too short for menu text
392,0x595EF4,0x595EF6,fragment,80,2,2,,too short for menu text
393,0x595EF8,0x595EF8,ui_table,85,0,8,é é 7?1D,in known UI coordinate region with digits
394,0x595F08,0x595F0A,fragment,80,2,2,,too short for menu text
395,0x595F0E,0x595F0F,fragment,80,1,1,,too short for menu text
396,0x595F10,0x595F12,fragment,80,2,2,,too short for menu text
397,0x595F14,0x595F14,ui_table,85,0,8,ä ä @17,in known UI coordinate region with digits
398,0x595F1D,0x595F1D,unknown,50,0,9,' &!,no pattern matched
399,0x595F2A,0x595F2B,fragment,80,1,1,,too short for menu text
400,0x595F2C,0x595F2E,fragment,80,2,2,,too short for menu text
401,0x595F30,0x595F30,ui_table,85,0,8,í í A12,in known UI coordinate region with digits
402,0x595F3A,0x595F3B,fragment,80,1,2,(,too short for menu text
403,0x595F40,0x595F42,fragment,80,2,2,,too short for menu text
404,0x595F46,0x595F47,fragment,80,1,1,,too short for menu text
405,0x595F48,0x595F4A,fragment,80,2,2,,too short for menu text
406,0x595F4C,0x595F4C,ui_table,85,0,8,ì ì B1+,in known UI coordinate region with digits
407,0x595F56,0x595F57,ui_table,85,1,2,2,in known UI coordinate region with digits
408,0x595F5C,0x595F5E,fragment,80,2,2,,too short for menu text
409,0x595F61,0x595F61,fragment,80,0,2,G,too short for menu text
410,0x595F64,0x595F66,ui_table,90,2,12,C p p 3C1P,coordinate pattern: repeated letters with spaces
411,0x595F78,0x595F7A,fragment,80,2,2,,too short for menu text
412,0x595F7E,0x595F7F,fragment,80,1,1,,too short for menu text
413,0x595F80,0x595F82,fragment,80,2,2,,too short for menu text
414,0x595F84,0x595F84,ui_table,90,0,8,q q  DB,coordinate pattern: letters with double space
415,0x595F8D,0x595F8D,binary_data,90,0,9,_7 !,high byte ratio: 40.00%
416,0x595F9A,0x595F9B,fragment,80,1,1,,too short for menu text
417,0x595F9C,0x595F9E,fragment,80,2,2,,too short for menu text
418,0x595FA0,0x595FA0,ui_table,90,0,8,s s 3E14,coordinate pattern: letter space letter space digit
419,0x595FB0,0x595FB2,binary_data,90,2,3,,high byte ratio: 100.00%
420,0x595FB6,0x595FB7,fragment,80,1,1,,too short for menu text
421,0x595FB8,0x595FBA,fragment,80,2,2,,too short for menu text
422,0x595FBC,0x595FBC,ui_table,90,0,8,u u F1*,coordinate pattern: repeated letters with spaces
423,0x595FC6,0x595FC7,fragment,80,1,2,*,too short for menu text
424,0x595FCC,0x595FCE,fragment,80,2,2,,too short for menu text
425,0x595FD2,0x595FD3,fragment,80,1,1,,too short for menu text
426,0x595FD4,0x595FD6,fragment,80,2,2,,too short for menu text
427,0x595FD8,0x595FD8,ui_table,90,0,8,v v 5GB,coordinate pattern: letter space letter space digit
428,0x595FE1,0x595FE1,ui_table,85,0,9,_6 !,in known UI coordinate region with digits
429,0x595FEE,0x595FEF,fragment,80,1,1,,too short for menu text
430,0x595FF0,0x595FF2,fragment,80,2,2,,too short for menu text
431,0x595FF4,0x595FF4,ui_table,90,0,8,x x H1>,coordinate pattern: repeated letters with spaces
432,0x595FFE,0x595FFF,fragment,80,1,2,%,too short for menu text
433,0x596004,0x596006,fragment,80,2,2,,too short for menu text
434,0x59600A,0x59600B,fragment,80,1,1,,too short for menu text
435,0x59600C,0x59600E,fragment,80,2,2,,too short for menu text
436,0x596010,0x596010,ui_table,90,0,8,y y 7I1,coordinate pattern: letter space letter space digit
437,0x596020,0x596022,fragment,80,2,2,,too short for menu text
438,0x596026,0x596027,fragment,80,1,1,,too short for menu text
439,0x596028,0x59602A,fragment,80,2,2,,too short for menu text
440,0x59602C,0x59602C,ui_table,85,0,7,£ £ 3Jé,in known UI coordinate region with digits
441,0x59603C,0x59603E,fragment,80,2,2,,too short for menu text
442,0x596042,0x596043,fragment,80,1,1,,too short for menu text
443,0x596044,0x596046,fragment,80,2,2,,too short for menu text
444,0x596048,0x596048,ui_table,85,0,7,3f1,in known UI coordinate region with digits
445,0x596052,0x596052,fragment,80,0,1,(,too short for menu text
446,0x596058,0x59605A,fragment,80,2,2,,too short for menu text
447,0x59605E,0x59605F,fragment,80,1,1,,too short for menu text
448,0x596060,0x596062,fragment,80,2,2,,too short for menu text
449,0x596064,0x596064,ui_table,90,0,7,ö ö 7L,coordinate pattern: letter space letter space digit
450,0x59606E,0x59606E,fragment,80,0,1,/,too short for menu text
451,0x596074,0x596076,fragment,80,2,2,,too short for menu text
452,0x59607A,0x59607B,fragment,80,1,1,,too short for menu text
453,0x59607C,0x59607E,fragment,80,2,2,,too short for menu text
454,0x596080,0x596080,binary_data,90,0,7,M,high byte ratio: 66.67%
455,0x59608A,0x59608A,fragment,80,0,2,#,too short for menu text
456,0x596090,0x596092,fragment,80,2,2,,too short for menu text
457,0x596096,0x596097,fragment,80,1,1,,too short for menu text
458,0x596098,0x59609A,fragment,80,2,2,,too short for menu text
459,0x59609C,0x59609C,binary_data,90,0,7,N,high byte ratio: 66.67%
460,0x5960A6,0x5960A6,fragment,80,0,2,#!,too short for menu text
461,0x5960AC,0x5960AE,fragment,80,2,2,,too short for menu text
462,0x5960B2,0x5960B3,fragment,80,1,1,,too short for menu text
463,0x5960B4,0x5960B6,fragment,80,2,2,,too short for menu text
464,0x5960B8,0x5960B8,binary_data,90,0,7,O,high byte ratio: 66.67%
465,0x5960C2,0x5960C2,fragment,80,0,2,"#""",too short for menu text
466,0x5960C8,0x5960CA,fragment,80,2,2,,too short for menu text
467,0x5960CE,0x5960CF,fragment,80,1,1,,too short for menu text
468,0x5960D0,0x5960D2,fragment,80,2,2,,too short for menu text
469,0x5960D4,0x5960D4,binary_data,90,0,7,P,high byte ratio: 66.67%
470,0x5960DE,0x5960DE,fragment,80,0,2,##,too short for menu text
471,0x5960E4,0x5960E6,fragment,80,2,2,,too short for menu text
472,0x5960EA,0x5960EB,fragment,80,1,1,,too short for menu text
473,0x5960EC,0x5960EE,fragment,80,2,2,,too short for menu text
474,0x5960F0,0x5960F0,ui_table,85,0,8,î î 3Q1R,coordinate pattern: ends with digit-letter pattern
475,0x596100,0x596102,fragment,80,2,2,,too short for menu text
476,0x596106,0x596107,fragment,80,1,1,,too short for menu text
477,0x596108,0x59610A,fragment,80,2,2,,too short for menu text
478,0x59610C,0x59610C,ui_table,85,0,8,ô ô 5RD0,in known UI coordinate region with digits
479,0x59611C,0x59611D,fragment,80,1,2,"""",too short for menu text
480,0x596122,0x596123,fragment,80,1,1,,too short for menu text
481,0x596124,0x596126,fragment,80,2,2,,too short for menu text
482,0x596128,0x596128,ui_table,85,0,8,ó ó 7S1P,coordinate pattern: ends with digit-letter pattern
483,0x596138,0x596138,fragment,80,0,2,(,too short for menu text
484,0x59613E,0x59613F,fragment,80,1,1,,too short for menu text
485,0x596140,0x596142,fragment,80,2,2,,too short for menu text
486,0x596144,0x596144,ui_table,85,0,8,ò ò T1*,in known UI coordinate region with digits
487,0x59614E,0x59614F,fragment,80,1,2,*,too short for menu text
488,0x596154,0x596156,fragment,80,2,2,,too short for menu text
489,0x59615A,0x59615B,fragment,80,1,1,,too short for menu text
490,0x59615C,0x59615E,fragment,80,2,2,,too short for menu text
491,0x596160,0x596160,ui_table,85,0,8,õ õ 7U1<,in known UI coordinate region with digits
492,0x596170,0x596172,fragment,80,2,2,,too short for menu text
493,0x596173,0x596173,binary_data,90,0,1,,high byte ratio: 100.00%
494,0x596176,0x596177,fragment,80,1,1,,too short for menu text
495,0x596178,0x59617A,fragment,80,2,2,,too short for menu text
496,0x59617C,0x59617C,ui_table,85,0,8,° ° V1*,in known UI coordinate region with digits
497,0x596186,0x596187,fragment,80,1,2,/,too short for menu text
498,0x59618C,0x59618E,fragment,80,2,2,,too short for menu text
499,0x596192,0x596193,fragment,80,1,1,,too short for menu text
500,0x596194,0x596196,fragment,80,2,2,,too short for menu text
501,0x596198,0x596198,ui_table,85,0,8,• • 7W1,coordinate pattern: ends with digit-letter pattern
502,0x5961A8,0x5961AA,fragment,80,2,2,,too short for menu text
503,0x5961AE,0x5961AF,fragment,80,1,1,,too short for menu text
504,0x5961B0,0x5961B2,fragment,80,2,2,,too short for menu text
505,0x5961B4,0x5961B4,ui_table,90,0,8,ß ß 5XB,coordinate pattern: letter space letter space digit
506,0x5961BE,0x5961BE,ui_table,85,0,1,0,in known UI coordinate region with digits
507,0x5961C4,0x5961C6,fragment,80,2,2,,too short for menu text
508,0x5961CA,0x5961CB,fragment,80,1,1,,too short for menu text
509,0x5961CC,0x5961CE,fragment,80,2,2,,too short for menu text
510,0x5961D0,0x5961D0,ui_table,85,0,8,5Y(@,in known UI coordinate region with digits
511,0x5961E0,0x5961E1,fragment,80,1,2,"""",too short for menu text
512,0x5961E6,0x5961E7,fragment,80,1,1,,too short for menu text
513,0x5961E8,0x5961EA,fragment,80,2,2,,too short for menu text
514,0x5961EC,0x5961EC,ui_table,85,0,8,7Z1p,in known UI coordinate region with digits
515,0x5961FC,0x5961FE,fragment,80,2,2,,too short for menu text
516,0x596202,0x596203,fragment,80,1,1,,too short for menu text
517,0x596204,0x596206,fragment,80,2,2,,too short for menu text
518,0x596208,0x596208,ui_table,85,0,8,5[B,in known UI coordinate region with digits
519,0x596211,0x596211,fragment,80,0,1,_,too short for menu text
520,0x596214,0x596217,fragment,80,3,6,`,too short for menu text
521,0x59621E,0x59621F,fragment,80,1,1,,too short for menu text
522,0x596220,0x596222,fragment,80,2,2,,too short for menu text
523,0x596224,0x596224,binary_data,90,0,8,5\B,high byte ratio: 40.00%
524,0x59622D,0x59622D,fragment,80,0,1,_,too short for menu text
525,0x596230,0x596230,unknown,50,0,7,!     ü,no pattern matched
526,0x59623A,0x59623B,fragment,80,1,1,,too short for menu text
527,0x59623C,0x59623E,fragment,80,2,2,,too short for menu text
528,0x596240,0x596240,binary_data,90,0,8,7]B,high byte ratio: 40.00%
529,0x596249,0x596249,fragment,80,0,1,_,too short for menu text
530,0x59624C,0x59624C,unknown,50,0,7,!     ü,no pattern matched
531,0x596254,0x596254,fragment,80,0,3,£E,too short for menu text
532,0x596258,0x59625A,ui_table,90,2,9,C ü ü 3,coordinate pattern: repeated letters with spaces
533,0x596262,0x596262,ui_table,85,0,2,18,in known UI coordinate region with digits
534,0x59626C,0x59626E,fragment,80,2,2,,too short for menu text
535,0x596270,0x596270,fragment,80,0,1,ã,too short for menu text
536,0x596272,0x596273,fragment,80,1,1,,too short for menu text
537,0x596274,0x596276,fragment,80,2,2,,too short for menu text
538,0x596278,0x596278,binary_data,90,0,8,7_B\,high byte ratio: 33.33%
539,0x596288,0x596288,fragment,80,0,2,!,too short for menu text
540,0x59628C,0x59628C,fragment,80,0,3,£L,too short for menu text
541,0x596290,0x596292,binary_data,90,2,9,4   3,high byte ratio: 50.00%
542,0x59629A,0x59629A,ui_table,85,0,2,1J,in known UI coordinate region with digits
543,0x5962A4,0x5962A6,fragment,80,2,2,,too short for menu text
544,0x5962A8,0x5962A8,fragment,80,0,1,ã,too short for menu text
545,0x5962AA,0x5962AB,fragment,80,1,1,,too short for menu text
546,0x5962AC,0x5962AE,fragment,80,2,2,,too short for menu text
547,0x5962B0,0x5962B0,binary_data,90,0,8,7aBf,high byte ratio: 33.33%
548,0x5962C0,0x5962C0,fragment,80,0,2,$,too short for menu text
549,0x5962C4,0x5962C4,fragment,80,0,3,£C,too short for menu text
550,0x5962C8,0x5962CA,binary_data,90,2,9,3,high byte ratio: 75.00%
551,0x5962D2,0x5962D2,ui_table,85,0,2,1(,in known UI coordinate region with digits
552,0x5962D6,0x5962D7,fragment,80,1,2,%,too short for menu text
553,0x5962DC,0x5962DE,fragment,80,2,2,,too short for menu text
554,0x5962E0,0x5962E0,fragment,80,0,1,ã,too short for menu text
555,0x5962E2,0x5962E3,fragment,80,1,1,,too short for menu text
556,0x5962E4,0x5962E6,fragment,80,2,2,,too short for menu text
557,0x5962E8,0x5962E8,binary_data,90,0,8,3cB,high byte ratio: 40.00%
558,0x5962F1,0x5962F1,fragment,80,0,1,_,too short for menu text
559,0x5962F4,0x5962F4,binary_data,90,0,6,8,high byte ratio: 50.00%
560,0x5962FC,0x5962FC,ui_table,85,0,3,£9,in known UI coordinate region with digits
561,0x596300,0x596302,binary_data,90,2,9,!  7,high byte ratio: 60.00%
562,0x59630A,0x59630A,ui_table,85,0,2,1H,in known UI coordinate region with digits
563,0x596314,0x596316,fragment,80,2,2,,too short for menu text
564,0x596318,0x596318,fragment,80,0,1,ã,too short for menu text
565,0x59631A,0x59631B,fragment,80,1,1,,too short for menu text
566,0x59631C,0x59631E,fragment,80,2,2,,too short for menu text
567,0x596320,0x596320,binary_data,90,0,8,7eB,high byte ratio: 40.00%
568,0x596329,0x596329,ui_table,85,0,9,'8!,in known UI coordinate region with digits
569,0x596338,0x59633A,fragment,80,2,2,,too short for menu text
570,0x596340,0x596340,ui_table,85,0,4,7m1R,in known UI coordinate region with digits
571,0x59634C,0x59634E,fragment,80,2,2,,too short for menu text
572,0x596350,0x596350,fragment,80,0,1,ã,too short for menu text
573,0x596354,0x596356,fragment,80,2,2,,too short for menu text
574,0x59635C,0x59635C,ui_table,85,0,4,7nBz,in known UI coordinate region with digits
575,0x596368,0x59636A,fragment,80,2,2,,too short for menu text
576,0x596370,0x596372,fragment,80,2,2,,too short for menu text
577,0x596378,0x596378,ui_table,85,0,4,6o10,in known UI coordinate region with digits
578,0x596384,0x596385,fragment,80,1,2,`,too short for menu text
579,0x59698D,0x596990,fragment,80,3,3,,too short for menu text
580,0x596994,0x59699C,unknown,50,8,68,"""£   £ ""S    ""]! ^ [!     `!\   \ `!:   q `! q ?  y",no pattern matched
581,0x5969DC,0x5969E4,unknown,50,8,26,"""S   S ""!sè7áè",no pattern matched
582,0x5969F7,0x5969F8,clean_text,95,1,6,Hitze,contains German indicator word
583,0x5969FE,0x596A04,clean_text,95,6,11,Kälte,contains German indicator word
584,0x596A0A,0x596A10,clean_text,95,6,14,Gewitter,contains German indicator word
585,0x596A19,0x596A1C,clean_text,95,3,7,Erde,contains German indicator word
586,0x596A21,0x596A28,clean_text,95,7,11,Gift,contains German indicator word
587,0x596A2D,0x596A34,clean_text,85,7,18,Schwerkraft,"german_ratio=100.00%, ff7_valid=100.00%"
588,0x596A40,0x596A40,clean_text,95,0,6,Wasser,contains German indicator word
589,0x596A47,0x596A4C,clean_text,95,5,9,Wind,contains German indicator word
590,0x596A51,0x596A58,clean_text,95,7,13,Heilig,contains German indicator word
591,0x596A5F,0x596A68,clean_text,95,9,12,Tod,contains German indicator word
592,0x596A6C,0x596A7C,clean_text,95,16,22,Gefahr,contains German indicator word
593,0x596A83,0x596A90,clean_text,95,13,19,Schlaf,contains German indicator word
594,0x596A97,0x596AA4,clean_text,95,13,17,Gift,contains German indicator word
595,0x596AA9,0x596AB8,clean_text,95,15,21,Trauer,contains German indicator word
596,0x596ABF,0x596ACC,clean_text,95,13,17,Zorn,contains German indicator word
597,0x596AD1,0x596AE0,clean_text,85,15,21,Psycho,"german_ratio=100.00%, ff7_valid=100.00%"
598,0x596AE7,0x596AF4,clean_text,85,13,22,Schweigen,"german_ratio=100.00%, ff7_valid=100.00%"
599,0x596AFE,0x596B08,clean_text,85,10,14,Hast,"german_ratio=100.00%, ff7_valid=100.00%"
600,0x596B0D,0x596B1C,clean_text,85,15,21,Gemach,"german_ratio=100.00%, ff7_valid=100.00%"
601,0x596B23,0x596B30,clean_text,85,13,17,Stop,"german_ratio=100.00%, ff7_valid=100.00%"
602,0x596B35,0x596B44,clean_text,85,15,21,Frosch,"german_ratio=100.00%, ff7_valid=100.00%"
603,0x596B4B,0x596B58,clean_text,85,13,18,Zwerg,"german_ratio=100.00%, ff7_valid=100.00%"
604,0x596B5E,0x596B6C,clean_text,85,14,28,Allm.Verstein.,"german_ratio=85.71%, ff7_valid=100.00%"
605,0x596B7B,0x596B80,clean_text,85,5,14,Verstein.,"german_ratio=88.89%, ff7_valid=100.00%"
606,0x596B8A,0x596B94,clean_text,85,10,17,Heilung,"german_ratio=100.00%, ff7_valid=100.00%"
607,0x596B9C,0x596BA8,clean_text,85,12,20,Barriere,"german_ratio=100.00%, ff7_valid=100.00%"
608,0x596BB1,0x596BBC,clean_text,85,11,17,ZBarr.,"german_ratio=83.33%, ff7_valid=100.00%"
609,0x596BC3,0x596BD0,clean_text,95,13,19,Wasser,contains German indicator word
610,0x596BD7,0x596BE4,fragment,80,13,13,,too short for menu text
611,0x596BE5,0x596BF8,clean_text,85,19,25,Schild,"german_ratio=100.00%, ff7_valid=100.00%"
612,0x596BFF,0x596C0C,clean_text,95,13,24,Todesurteil,contains German indicator word
613,0x596C18,0x596C20,clean_text,85,8,16,Manipul.,"german_ratio=87.50%, ff7_valid=100.00%"
614,0x596C29,0x596C34,clean_text,85,11,19,Tobsucht,"german_ratio=100.00%, ff7_valid=100.00%"
615,0x596C3D,0x596C48,clean_text,85,11,23,Unverwundbar,"german_ratio=100.00%, ff7_valid=100.00%"
616,0x596C55,0x596C5C,clean_text,85,7,14,Lähmung,"german_ratio=100.00%, ff7_valid=100.00%"
617,0x596C64,0x596C70,clean_text,85,12,17,Blind,"german_ratio=100.00%, ff7_valid=100.00%"
618,0x596C76,0x596C88,clean_text,95,18,38,Element/Nebenwirkung,contains German indicator word
619,0x596C9D,0x596CA1,clean_text,85,4,17,Zusatzwirkung,"german_ratio=100.00%, ff7_valid=100.00%"
620,0x596CAF,0x596CBA,clean_text,95,11,18,Angriff,contains German indicator word
621,0x596CC2,0x596CD3,clean_text,95,17,29,Verteidigung,contains German indicator word
622,0x596CE0,0x596CEC,clean_text,85,12,21,Halbieren,"german_ratio=100.00%, ff7_valid=100.00%"
623,0x596CF6,0x596D05,clean_text,85,15,24,Unwirksam,"german_ratio=100.00%, ff7_valid=100.00%"
624,0x596D0F,0x596D1E,clean_text,85,15,26,Absorbieren,"german_ratio=100.00%, ff7_valid=100.00%"
625,0x596D2A,0x596D37,fragment,80,13,13,,too short for menu text
626,0x596D38,0x596D50,fragment,80,24,24,,too short for menu text
627,0x596D51,0x596D69,fragment,80,24,24,,too short for menu text
628,0x596D6A,0x596D82,clean_text,95,24,30,Stärke,contains German indicator word
629,0x596D89,0x596D9B,clean_text,95,18,26,Geschick,contains German indicator word
630,0x596DA4,0x596DB4,clean_text,95,16,25,Vitalität,contains German indicator word
631,0x596DBE,0x596DCD,clean_text,95,15,21,Zauber,contains German indicator word
632,0x596DD4,0x596DE6,clean_text,85,18,23,Gemüt,"german_ratio=100.00%, ff7_valid=100.00%"
633,0x596DEC,0x596DFF,clean_text,95,19,24,Glück,contains German indicator word
634,0x596E05,0x596E18,clean_text,95,19,26,Angriff,contains German indicator word
635,0x596E20,0x596E31,clean_text,95,17,26,Angriff %,contains German indicator word
636,0x596E3B,0x596E4A,clean_text,95,15,27,Verteidigung,contains German indicator word
637,0x596E57,0x596E63,clean_text,95,12,26,Verteidigung %,contains German indicator word
638,0x596E72,0x596E7C,clean_text,95,10,16,Zauber,contains German indicator word
639,0x596E83,0x596E95,clean_text,95,18,30,Zauberabwehr,contains German indicator word
640,0x596EA2,0x596EAE,clean_text,95,12,24,Zauberabw. %,contains German indicator word
641,0x596EBB,0x596EC7,clean_text,85,12,16,Waf.,"german_ratio=75.00%, ff7_valid=100.00%"
642,0x596ECC,0x596EE0,clean_text,85,20,24,Rüs.,"german_ratio=75.00%, ff7_valid=100.00%"
643,0x596EE5,0x596EF9,clean_text,85,20,24,Acc.,"german_ratio=75.00%, ff7_valid=100.00%"
644,0x596EFE,0x596F12,clean_text,95,20,31,Limit-Stufe,contains German indicator word
645,0x596F1E,0x596F34,unknown,50,22,102,"""!    `! ã   `!R w ü        £     !£     î £       \      £ ",no pattern matched
646,0x596F85,0x596F96,clean_text,85,17,21,Rüs.,"german_ratio=75.00%, ff7_valid=100.00%"
647,0x596F9B,0x596FAC,clean_text,85,17,21,Acc.,"german_ratio=75.00%, ff7_valid=100.00%"
