# FF7 German Strings - Indexed by touphScript Order
# Generated: 2026-01-02 21:47:39 JST
# Session: 8bc98f0a-abab-49e6-acdd-56dd38e9d149
# Total: 758 strings
#
# Format: [INDEX] EN_OFFSET | EN_TEXT | DE_TEXT | DE_HEX
# ====================================================================================================

[228] 0x0051D30E | Berserk                                  | [76] YX[76] {r[76]                       | 76 00 39 38 76 00 5B 52 76 00
[229] 0x0051D318 | Peerless                                 | YX[76] YX[76] YX                         | 39 38 76 00 39 38 76 00 39 38
[230] 0x0051D322 | Paralyze                                 | [76] [FB]V[76] D[[76]                    | 76 00 FB 36 76 00 24 3B 76 00
[231] 0x0051D32C | Darkness                                 | cX[76] YX[76] YX                         | 43 38 76 00 39 38 76 00 39 38
[232] 0x0051D3A0 | How much will you raise?                 | TX[76] JX[76] [C0]\[76] hX[76] TX[76] TX | 34 38 76 00 2A 38 76 00 C0 3C 76 00 48 38 76 00 34 38 76 00 34 38 76 00 63 53 76 00
[233] 0x0051D3BC | Gil                                      | TX[76]                                   | 34 38 76 00
[234] 0x0051D3C0 | After                                    | [65]u[76] [66]t[76]                      | 65 55 76 00 66 54 76 00
[235] 0x0051D3C8 | Gil on hand                              | <w[76] TX[76] TX[76] TX[76]              | 1C 57 76 00 34 38 76 00 34 38 76 00 34 38 76 00
[236] 0x0051D588 | Keep goin'?                              |   Toll                                   | 00 00 34 4F 4C 4C FF 00 00 00 00 00 00 00 00 00
[237] 0x0051D598 | Of course!     No way!                   | Einzigartig                              | 25 49 4E 5A 49 47 41 52 54 49 47 FF 00 00 2C 6A 48 4D 55 4E 47 FF 00 00
[238] 0x0051D5B0 | Current Battle Points                    |     Dunkelheit                           | 00 00 00 00 24 55 4E 4B 45 4C 48 45 49 54 FF 00 00 00 64 FF 00 00
[239] 0x0051D5C6 | Slot start!                              |           [64]                           | 00 00 00 00 00 00 00 00 00 00 64 FF 00 00 00 00 00 00 00 00 00 00
[240] 0x0051D5DC | GREAT!!                                  |   [64]                                   | 00 00 64 FF 00 00 00 00 00 00 00 00 00 00 00 00 64 FF 00 00 00 00
[241] 0x0051D608 | Then, go for it!                         | $       Ü  ÜÜ ÜÜ  ÜÜ `ÜÜ ÜÜÜ Ü`Ü         | 04 00 00 00 00 00 00 00 80 00 00 80 80 00 80 80 00 00 80 80 00 40 80 80 00 80 80 80 00 80
[242] 0x0051D628 | Magic Materia is broken.                 |  Ü ÜÜÜ ÜRr[72] `hpx9IY     Wieviel       | 00 80 00 80 80 80 00 80 32 52 72 00 40 48 50 58 19 29 39 00 00 00 00 00 37 49 45 56 49 45
[243] 0x0051D648 | Summon Materia is broken.                | willst du ausgeben?                      | 57 49 4C 4C 53 54 00 44 55 00 41 55 53 47 45 42 45 4E 1F FF 27 49 4C FF 2E 41 43 48 FF 00
[244] 0x0051D668 | Support Materia is broken.               | Gil auf der Hand                         | 27 49 4C 00 41 55 46 00 44 45 52 00 28 41 4E 44 FF 00 00 00 00 00 00 00 02 05 04 03 01 02
[245] 0x0051D688 | Independent Materia is broken.           | !#%"$ %!!"$ "!#%$ "!%$"#"$#"!$ %         | 01 03 05 02 04 00 05 01 01 02 04 00 02 01 03 05 04 00 02 01 05 04 02 03 02 04 03 02 01 04
[246] 0x0051D6A8 | Command Materia is broken.               | "!#"$!"%  `   [70] @ [70] ` [70]   [A0]  | 02 01 03 02 04 01 02 05 00 00 40 00 00 00 70 00 20 00 70 00 40 00 70 00 00 00 A0 00 20 00
[247] 0x0051D6C8 | All Materia is broken.                   | ` [A0]     @ `   [70] @ [70] ` [70]   [A | 40 00 A0 00 00 00 00 00 20 00 40 00 00 00 70 00 20 00 70 00 40 00 70 00 00 00 A0 00 20 00
[248] 0x0051D6E8 | Accessory is broken.                     | ` [A0]     ` `   [70] @ [70] ` [70]   [A | 40 00 A0 00 00 00 00 00 40 00 40 00 00 00 70 00 20 00 70 00 40 00 70 00 00 00 A0 00 20 00
[249] 0x0051D708 | Item command is sealed.                  | ` [A0]           [60] ` [60] Ü [60]   [C | 40 00 A0 00 00 00 00 00 00 00 00 00 00 00 60 00 40 00 60 00 80 00 60 00 00 00 C0 00 40 00
[250] 0x0051D728 | Armor is broken.                         | Ü [C0]     `     [60] ` [60] Ü [60]   [C | 80 00 C0 00 00 00 00 00 40 00 00 00 00 00 60 00 40 00 60 00 80 00 60 00 00 00 C0 00 40 00
[251] 0x0051D748 | Weapon is broken.                        | Ü [C0]     Ü     [60] ` [60] Ü [60]   [C | 80 00 C0 00 00 00 00 00 80 00 00 00 00 00 60 00 40 00 60 00 80 00 60 00 00 00 C0 00 40 00
[252] 0x0051D768 | 1/2 speed.                               | Ü [C0]     "$(0    !""""!!!!!!!!!!!      | 80 00 C0 00 00 00 00 00 02 04 08 10 00 00 00 00 01 02 02 02 02 01 01 01 01 01 01 01 01 01
[253] 0x0051D788 | 1/2 accuracy.                            | ! """ !!!!!!!!!!                         | 01 00 02 02 02 00 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[254] 0x0051D7A8 | Minimum                                  | !! "" !!!!!!!!!!!!! ""  !!!!!!!!         | 01 01 00 02 02 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 02 02 00 00 01 01 01 01 01 01
[255] 0x0051D7C8 | Poison                                   |                 !!!  " " !!!!!!!         | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 00 00 02 00 02 00 01 01 01 01 01
[256] 0x0051D7E8 | Toad                                     | !!!!  " "  !!!!!                         | 01 01 01 01 00 00 02 00 02 00 00 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[257] 0x0051D808 | Time x30 damage.                         | !!!!   "    !!!!"#$%&')())( -*+)         | 01 01 01 01 00 00 00 02 00 00 00 00 01 01 01 01 02 03 04 05 06 07 09 08 09 09 08 00 0D 0A
[258] 0x0051D828 | Down 5 levels.                           |       !,Weiter?                          | 00 00 00 00 00 00 01 0C 37 45 49 54 45 52 1F FF 2A 41 00 00 00 00 00 2E 45 49 4E FF 00 00
[259] 0x0051D848 | Down 10 levels.                          | Vorhandene Schlachtpunkte                | 36 4F 52 48 41 4E 44 45 4E 45 00 33 43 48 4C 41 43 48 54 50 55 4E 4B 54 45 FF 33 43 48 4C
[260] 0x0051D868 | 1/2 HP.                                  | zstart!                                  | 5A 53 54 41 52 54 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 34 2F 2C 2C 01 01 FF 00 00 00
[261] 0x0051D888 | 1/2 MP.                                  |               Gewonnene Schlacht         | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 27 45 57 4F 4E 4E 45 4E 45 00 33 43 48 4C 41 43
[262] 0x0051D8A8 | 1/2 HP&MP.                               | punkte                                   | 50 55 4E 4B 54 45 FF 00 2F 4B 0C 00 44 41 4E 4E 00 4C 4F 53 01 FF 00 00 00 00 00 00 00 00
[263] 0x0051D8C8 | Zero MP.                                 |        [B2]Zaubersubstanz kaputt.[B3]    | 00 00 00 00 00 00 00 B2 3A 41 55 42 45 52 53 55 42 53 54 41 4E 5A 00 4B 41 50 55 54 54 0E
[264] 0x0051D8E8 | Yesss! No handicapp!                     |       [B2]Aufrufsubstanz kaputt.[B3]     | 00 00 00 00 00 00 B2 21 55 46 52 55 46 53 55 42 53 54 41 4E 5A 00 4B 41 50 55 54 54 0E B3
[265] 0x0051D908 | HP restored.                             |      [B2]Support-Substanz kaputt.[B3]    | 00 00 00 00 00 B2 33 55 50 50 4F 52 54 0D 33 55 42 53 54 41 4E 5A 00 4B 41 50 55 54 54 0E
[266] 0x0051D928 | Worried about the other members?         |     [B2]Unabhängige Substanz kaputt.[B3] | 00 00 00 00 B2 35 4E 41 42 48 6A 4E 47 49 47 45 00 33 55 42 53 54 41 4E 5A 00 4B 41 50 55
[267] 0x0051D94A | Yeah, a little                           |                                          | FF B2 22 45 46 45 48 4C 53 53 55 42 53 54 41 4E 5A 00 4B 41 50 55 54 54 0E B3 FF 00 00 00
[268] 0x0051D96C | Not really                               | lle Substanz kaputt.[B3]                 | 4C 4C 45 00 33 55 42 53 54 41 4E 5A 00 4B 41 50 55 54 54 0E B3 FF 00 00 00 00 00 00 00 B2
[269] 0x0051DAE0 | Save                                     | 0 Ebenen                                 | 10 00 25 42 45 4E 45 4E
[270] 0x0051DB40 | Reform                                   | HP&MP.[B3]                               | 28 30 06 2D 30 0E B3 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B2 2E 55 4C
[271] 0x0051DB66 | Split your allies into two groups.       |                    [B2]Jaa! Keine Behind | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B2 2A 41 41 01 00 2B 45 49 4E 45
[272] 0x0051DB8C | Split your allies into three groups.     | rung!![B3]                               | 52 55 4E 47 01 01 B3 FF 00 00 00 00 B2 28 30 00 57 49 45 44 45 52 48 45 52 47 45 53 54 45
[273] 0x0051DBB2 | Please make a party of two.              |       Besorgt um die anderen Mitgliede   | 00 00 00 00 00 00 22 45 53 4F 52 47 54 00 55 4D 00 44 49 45 00 41 4E 44 45 52 45 4E 00 2D
[274] 0x0051DBD8 | Please make a party of three.            | r?                                       | 52 1F FF 2A 41 0C 00 45 49 4E 00 42 49 87 43 48 45 4E FF 00 00 00 00 00 00 00 00 00 00 00
[275] 0x0051DBFE | Select with START button.                | Eigentlich nicht                         | 25 49 47 45 4E 54 4C 49 43 48 00 4E 49 43 48 54 FF 00 00 00 00 00 00 00 00 00 00 00 00 00
[276] 0x0051DE22 | Wpn.                                     | ruppen aufteilen                         | 52 55 50 50 45 4E 00 41 55 46 54 45 49 4C 45 4E FF 00 2D 49 54 47
[277] 0x0051DE38 | Arm.                                     | lieder in drei Gruppen                   | 4C 49 45 44 45 52 00 49 4E 00 44 52 45 49 00 27 52 55 50 50 45 4E
[278] 0x0051DE4E | Acc.                                     |  aufteilen                               | 00 41 55 46 54 45 49 4C 45 4E FF 00 27 52 55 50 50 45 00 41 55 53
[279] 0x0051DED8 | LEVEL 1                                  |               Effekt                     | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 25 46 46 45 4B 54 FF 00 00 00 00 00 00 00 00 00
[280] 0x0051DEFC | LEVEL 2                                  | Angreifen                                | 21 4E 47 52 45 49 46 45 4E FF 00 00 00 00 00 00 00 00 00 00 00 00 36 45 52 54 45 49 44 49
[281] 0x0051DF20 | LEVEL 3                                  |         Halbieren                        | 00 00 00 00 00 00 00 00 28 41 4C 42 49 45 52 45 4E FF 00 00 00 00 00 00 00 00 00 00 00 00
[282] 0x0051DF44 | LEVEL 4                                  | ig                                       | 49 47 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 21 42 53 4F 52 42 49 45 52 45 4E FF 00 00
[283] 0x0051DF68 | Set BREAK LEVEL.                         |                                          | 00 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF 00 00 00 00 00
[284] 0x0051DF8C | Set                                      |                                          | 00 00 00 00 00 00 00 00 00 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[285] 0x0051DFB0 | Check                                    | ke                                       | 4B 45 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 27 45 53 43 48 49 43 4B FF 00 00 00
[286] 0x0051DFD4 | To change BREAK LEVEL,                   |     Vitalität                            | 00 00 00 00 36 49 54 41 4C 49 54 6A 54 FF 00 00 00 00 00 00 00 00 00 00 00 00 3A 41 55 42
[287] 0x0051DFF8 | it will begin from Limit Point 0.        |             Moral                        | 00 00 00 00 00 00 00 00 00 00 00 00 2D 4F 52 41 4C FF 00 00 00 00 00 00 00 00 00 00 00 00
[288] 0x0051E01C | Change BREAK LEVEL?                      | ück                                      | 7F 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 21 4E 47 52 45 49 46 45 4E FF
[289] 0x0051E040 | Yes                                      |       Angreifen %                        | 00 00 00 00 00 00 21 4E 47 52 45 49 46 45 4E 00 05 FF 00 00 00 00 00 00 00 00 00 00 36 45
[290] 0x0051E064 | No                                       | gen                                      | 47 45 4E FF 00 00 00 00 00 00 00 00 00 00 36 45 52 54 45 49 44 49 47 45 4E 00 05 FF 00 00
[291] 0x0051E088 | Limit set!                               | Zbrangrf                                 | 3A 42 52 41 4E 47 52 46 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 42 52 56 45 52 54 44
[292] 0x0051E0AC | Select LEVEL.                            |         Zbrvertdg %                      | 00 00 00 00 00 00 00 00 3A 42 52 56 45 52 54 44 47 00 05 FF 00 00 00 00 00 00 00 00 00 00
[293] 0x0051EF40 | Fire                                     |                                          | FF FF FF FF FF FF FF FF FF FF
[294] 0x0051EF4A | Ice                                      |                                          | FF FF FF FF FF FF FF FF FF FF
[295] 0x0051EF54 | Lightning                                |                                          | FF FF FF FF FF FF FF FF FF FF
[296] 0x0051EF5E | Earth                                    |                                          | FF FF FF FF FF FF FF FF FF FF
[297] 0x0051EF68 | Poison                                   |                                          | FF FF FF FF FF FF FF FF FF FF
[298] 0x0051EF72 | Gravity                                  |                                          | FF FF FF FF FF FF FF FF FF FF
[299] 0x0051EF7C | Water                                    |                                          | FF FF FF FF FF FF FF FF FF FF
[300] 0x0051EF86 | Wind                                     |                                          | FF FF FF FF FF FF FF FF FF FF
[301] 0x0051EF90 | Holy                                     |                                          | FF FF FF FF FF FF FF FF FF FF
[302] 0x0051EFA0 | Death                                    |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[303] 0x0051EFB4 | Near-death                               |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[304] 0x0051EFC8 | Sleep                                    |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[305] 0x0051EFDC | Poison                                   |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[306] 0x0051EFF0 | Sadness                                  |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[307] 0x0051F004 | Fury                                     |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[308] 0x0051F018 | Confusion                                |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[309] 0x0051F02C | Silence                                  |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[310] 0x0051F040 | Haste                                    |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[311] 0x0051F054 | Slow                                     |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[312] 0x0051F068 | Stop                                     |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[313] 0x0051F07C | Frog                                     |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[314] 0x0051F090 | Small                                    |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[315] 0x0051F0A4 | Slow-numb                                |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[316] 0x0051F0B8 | Petrify                                  |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[317] 0x0051F0CC | Regen                                    |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[318] 0x0051F0E0 | Barrier                                  |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[319] 0x0051F0F4 | MBarrier                                 |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[320] 0x0051F108 | Reflect                                  |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[321] 0x0051F130 | Shield                                   |                                          | FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF
[322] 0x0051F144 | Death-sentence                           |                                          | FF 00 00 00 FF FF FF FF 00 00 00 00 00 00 00 00 80 02 78 00
[323] 0x0051F158 | Manipulate                               |   [78] Ü"S   [A3] Ü"]![A3] ^             | 00 00 78 00 80 02 33 00 00 00 A3 00 80 02 3D 01 A3 00 3E 00
[324] 0x0051F16C | Berserk                                  | [![B2]     `!\   \ `!:                   | 3B 01 B2 00 00 00 00 00 40 01 3C 00 00 00 3C 00 40 01 1A 00
[325] 0x0051F180 | Peerless                                 |   q `![9F] q ? [9E] y                    | 00 00 51 00 40 01 9F 00 51 00 1F 00 9E 00 59 00 FF FF FF FF
[326] 0x0051F194 | Paralyzed                                |         Ü"S   S Ü"[AD]!                  | 00 00 00 00 00 00 00 00 80 02 33 00 00 00 33 00 80 02 AD 01
[327] 0x0051F1A8 | Darkness                                 | s[69]7[61][A1][69]                       | 53 69 17 61 A1 69 FF 00 28 49 54 5A 45 FF 00 00 00 00 00 00
[328] 0x0051F1C0 | Element                                  | e                                        | 45 FF 00 00 00 00 00 00 27 45 57 49 54 54 45
[329] 0x0051F1CF | Effect                                   | r                                        | 52 FF 00 00 00 25 52 44 45 FF 00 00 00 00 00
[330] 0x0051F1DE | Attack                                   |   Gift                                   | 00 00 27 49 46 54 FF 00 00 00 00 00 00 00 33
[331] 0x0051F1ED | Defend                                   | chwerkraft                               | 43 48 57 45 52 4B 52 41 46 54 FF 37 41 53 53
[332] 0x0051F1FC | Halve                                    | er                                       | 45 52 FF 00 00 00 00 00 37 49 4E 44 FF 00 00
[333] 0x0051F20B | Invalid                                  |      Heilig                              | 00 00 00 00 00 28 45 49 4C 49 47 FF 00 00 00
[334] 0x0051F21A | Absorb                                   |       Tod                                | 00 00 00 00 00 00 34 4F 44 FF 00 00 00 00 00
[335] 0x0051F256 | Strength                                 |       Gift                               | 00 00 00 00 00 00 27 49 46 54 FF 00 00 00 00
[336] 0x0051F265 | Dexterity                                |            Trau                          | 00 00 00 00 00 00 00 00 00 00 00 34 52 41 55
[337] 0x0051F274 | Vitality                                 | er                                       | 45 52 FF 00 00 00 00 00 00 00 00 00 00 00 00
[338] 0x0051F283 | Magic                                    |  Zorn                                    | 00 3A 4F 52 4E FF 00 00 00 00 00 00 00 00 00
[339] 0x0051F292 | Spirit                                   |       Psycho                             | 00 00 00 00 00 00 30 53 59 43 48 4F FF 00 00
[340] 0x0051F2A1 | Luck                                     |            Schw                          | 00 00 00 00 00 00 00 00 00 00 00 33 43 48 57
[341] 0x0051F2B0 | Attack                                   | eigen                                    | 45 49 47 45 4E FF 00 00 00 00 00 00 00 00 00
[342] 0x0051F2BF | Attack%                                  |  Hast                                    | 00 28 41 53 54 FF 00 00 00 00 00 00 00 00 00
[343] 0x0051F2CE | Defense                                  |       Gemach                             | 00 00 00 00 00 00 27 45 4D 41 43 48 FF 00 00
[344] 0x0051F2DD | Defense%                                 |            Stop                          | 00 00 00 00 00 00 00 00 00 00 00 33 54 4F 50
[345] 0x0051F2EC | Magic atk                                |                                          | FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[346] 0x0051F2FB | Magic def                                |  Frosch                                  | 00 26 52 4F 53 43 48 FF 00 00 00 00 00 00 00
[347] 0x0051F30A | Magic def%                               |       Zwerg                              | 00 00 00 00 00 00 3A 57 45 52 47 FF 00 00 00
[348] 0x0051F319 | Wpn:                                     |            Allm                          | 00 00 00 00 00 00 00 00 00 00 00 21 4C 4C 4D
[349] 0x0051F328 | Arm:                                     | .Verstein.                               | 0E 36 45 52 53 54 45 49 4E 0E FF 00 00 00 00
[350] 0x0051F337 | Acc:                                     |  Verstein.                               | 00 36 45 52 53 54 45 49 4E 0E FF 00 00 00 00
[351] 0x0051F346 | Limit level:                             |       Heilung                            | 00 00 00 00 00 00 28 45 49 4C 55 4E 47 FF 00
[352] 0x0051F3A8 | Wpn.                                     |         Schi                             | 00 00 00 00 00 00 00 00 33 43 48 49
[353] 0x0051F3B4 | Arm.                                     | ld                                       | 4C 44 FF 00 00 00 00 00 00 00 00 00
[354] 0x0051F3C0 | Acc.                                     |     Todesurt                             | 00 00 00 00 34 4F 44 45 53 55 52 54
[355] 0x0051F420 | Attack                                   |         Blin                             | 00 00 00 00 00 00 00 00 22 4C 49 4E
[356] 0x0051F42C | Attack %                                 | d                                        | 44 FF 00 00 00 00 00 00 00 00 00 00
[357] 0x0051F438 | Defense                                  |         Elem                             | 00 00 00 00 00 00 00 00 25 4C 45 4D
[358] 0x0051F444 | Defense %                                | ent/Nebenwir                             | 45 4E 54 0F 2E 45 42 45 4E 57 49 52
[359] 0x0051F450 | Magic atk                                | kung                                     | 4B 55 4E 47 FF 00 00 00 00 3A 55 53
[360] 0x0051F45C | Magic def                                | atzwirkung                               | 41 54 5A 57 49 52 4B 55 4E 47 FF 00
[361] 0x0051F468 | Magic def%                               |           An                             | 00 00 00 00 00 00 00 00 00 00 21 4E
[362] 0x0051F474 | Slot                                     | griff                                    | 47 52 49 46 46 FF 00 00 00 00 00 00
[363] 0x0051F480 | Growth                                   |            V                             | 00 00 00 00 00 00 00 00 00 00 00 36
[364] 0x0051F48C | Nothing                                  | erteidigung                              | 45 52 54 45 49 44 49 47 55 4E 47 FF
[365] 0x0051F498 | Normal                                   |                                          | 00 00 00 00 00 00 00 00 00 00 00 00
[366] 0x0051F4A4 | Double                                   | Halbieren                                | 28 41 4C 42 49 45 52 45 4E FF 00 00
[367] 0x0051F4B0 | Triple                                   |                                          | 00 00 00 00 00 00 00 00 00 00 00 00
[368] 0x0051F518 | Do you really want to remove this?       |                                          | 00 00 00 00 00 00 00 00 00 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[369] 0x0051F53C | I sure do!                               | ärke                                     | 6A 52 4B 45 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 27 45 53 43 48 49 43
[370] 0x0051F560 | Wait a sec                               |             Vitalität                    | 00 00 00 00 00 00 00 00 00 00 00 00 36 49 54 41 4C 49 54 6A 54 FF 00 00 00 00 00 00 00 00
[371] 0x0051F584 | Sephiroth[B2][A9][A9][B3]                |  Zauber                                  | 00 3A 41 55 42 45 52 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 27 45 4D 7F
[372] 0x0051F5A8 | Wpn.                                     |                Glück                     | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 27 4C 7F 43 4B
[373] 0x0051F5BC | Arm.                                     |                                          | FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[374] 0x0051F5D0 | Ability list                             | Angriff                                  | 21 4E 47 52 49 46 46 FF 00 00 00 00 00 00 00 00 00 00 00 00
[375] 0x0051F5E4 | Equip effect                             |      Angriff %                           | 00 00 00 00 00 21 4E 47 52 49 46 46 00 05 FF 00 00 00 00 00
[376] 0x0051F5F8 | Check                                    |           Verteidigu                     | 00 00 00 00 00 00 00 00 00 00 36 45 52 54 45 49 44 49 47 55
[377] 0x0051F60C | Arrange                                  | ng                                       | 4E 47 FF 00 00 00 00 00 00 00 00 00 00 00 00 36 45 52 54 45
[378] 0x0051F634 | AP                                       | Zauber                                   | 3A 41 55 42 45 52 FF 00 00 00 00 00 00 00 00 00 00 00 00 00
[379] 0x0051F648 | To next level                            |      Zauberabwehr                        | 00 00 00 00 00 3A 41 55 42 45 52 41 42 57 45 48 52 FF 00 00
[380] 0x0051F65C | MASTER                                   |           Zauberabw.                     | 00 00 00 00 00 00 00 00 00 00 3A 41 55 42 45 52 41 42 57 0E
[381] 0x0051F670 | Arrange                                  |  %                                       | 00 05 FF 00 00 00 00 00 00 00 00 00 00 00 00 37 41 46 0E FF
[382] 0x0051F684 | Exchange                                 |                                          | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[383] 0x0051F698 | Remove all                               | Rüs.                                     | 32 7F 53 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[384] 0x0051F6AC | Trash                                    |      Acc.                                | 00 00 00 00 00 21 43 43 0E FF 00 00 00 00 00 00 00 00 00 00
[385] 0x0051F6D4 | Dexterity                                | e                                        | 45 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[386] 0x0051F6E8 | Cover                                    |     Ü"[E0]!    `![F0] [64] [AD]          | 00 00 00 00 80 02 E0 01 00 00 00 00 40 01 F0 00 64 00 AD 00
[387] 0x0051F6FC | Magic                                    | [FD] `!R w ü [A0]       [78]             | FD 00 40 01 32 00 57 00 7F 00 A0 00 00 00 00 00 00 00 78 00
[388] 0x0051F710 | Luck                                     |     [92]![78]     [6E] [78]              | 00 00 00 00 92 01 78 00 00 00 00 00 6E 00 78 00 00 00 00 00
[389] 0x0051F724 | MASTER                                   |   \     [C9] [78]     W \                | 00 00 3C 00 00 00 00 00 C9 00 78 00 00 00 00 00 37 00 3C 00
[390] 0x0051F738 | Strength                                 | Waf.                                     | 37 41 46 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[391] 0x0051F74C | Vitality                                 |   Rüs.                                   | 00 00 32 7F 53 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00
[392] 0x0051F760 | Magic                                    |     Acc.                                 | 00 00 00 00 21 43 43 0E FF 00 00 00 00 00 00 00 00 00 00 00
[393] 0x0051F774 | Magic def                                |       Zub.                               | 00 00 00 00 00 00 3A 55 42 0E FF 00 00 00 00 00 00 00 00 00
[394] 0x0051F788 | Dexterity                                |         Stärke                           | 00 00 00 00 00 00 00 00 33 54 6A 52 4B 45 FF 00 00 00 00 00
[395] 0x0051F79C | Luck                                     |           Geschick                       | 00 00 00 00 00 00 00 00 00 00 27 45 53 43 48 49 43 4B FF 00
[396] 0x0051F7B0 | MaxHP                                    |             Vitalitä                     | 00 00 00 00 00 00 00 00 00 00 00 00 36 49 54 41 4C 49 54 6A
[397] 0x0051F7C4 | MaxMP                                    |                                          | FF 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 41 55 42 45 52
[398] 0x0051F7D8 | MaxHPUP                                  |                                          | FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2D 4F 52 41
[399] 0x0051F7EC | MaxMPUP                                  | l                                        | 4C FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 27 4C
[400] 0x0051F800 | EXP.UP                                   | ück                                      | 7F 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
[401] 0x0051F814 | Gil UP                                   | Angriff                                  | 21 4E 47 52 49 46 46 FF 00 00 00 00 00 00 00 00 00 00 00 00
[402] 0x0051F828 | Encount Down                             |   Angriff %                              | 00 00 21 4E 47 52 49 46 46 00 05 FF 00 00 00 00 00 00 00 00
[403] 0x0051F83C | Encount Up                               |     Verteidigung                         | 00 00 00 00 36 45 52 54 45 49 44 49 47 55 4E 47 FF 00 00 00
[404] 0x0051F850 | Meet Chocobos                            |       Verteidigung %                     | 00 00 00 00 00 00 36 45 52 54 45 49 44 49 47 55 4E 47 00 05
[405] 0x0051F864 | Pre-emptive                              |                                          | FF 00 00 00 00 00 00 00 3A 41 55 42 45 52 FF 00 00 00 00 00
[406] 0x0051F878 | Long range attack                        |           Zauberabwe                     | 00 00 00 00 00 00 00 00 00 00 3A 41 55 42 45 52 41 42 57 45
[407] 0x0051F88C | Attack all                               | hr                                       | 48 52 FF 00 00 00 00 00 00 00 00 00 3A 41 55 42 45 52 41 42
[408] 0x0051F8A0 | Counter attack                           | w. %                                     | 57 0E 00 05 FF 00 00 00 00 00 00 00 00 00 26 41 53 53 55 4E
[409] 0x0051F9E8 | Magic                                    |     Wind                                 | 00 00 00 00 37 49 4E 44 FF 00 00 00 00 00 00 00 28 45 49 4C
