index,offset,text,hex_bytes,byte_length,text_length,type_info
232,0x0051D3A0,How much will you raise?,28 4F 57 00 4D 55 43 48 00 57 49 4C 4C 00 59 4F 55 00 52 41 49 53 45 1F FF 00 00 00,28,24,DEF
233,0x0051D3BC,Gil,27 49 4C FF,4,3,DEF
234,0x0051D3C0,After,21 46 54 45 52 FF 00 00,8,5,DEF
235,0x0051D3C8,Gil on hand,27 49 4C 00 4F 4E 00 48 41 4E 44 FF 00 00 00 00,16,11,DEF
236,0x0051D588,Keep goin'?,2B 45 45 50 00 47 4F 49 4E 07 1F FF 00 00 00 00,16,11,DEF
237,0x0051D598,Of course!     No way!,2F 46 00 43 4F 55 52 53 45 01 00 00 00 00 00 2E 4F 00 57 41 59 01 FF 00,24,22,DEF
238,0x0051D5B0,Current Battle Points,23 55 52 52 45 4E 54 00 22 41 54 54 4C 45 00 30 4F 49 4E 54 53 FF,22,21,DEF
239,0x0051D5C6,Slot start!,33 4C 4F 54 00 53 54 41 52 54 01 FF 00 00 00 00 00 00 00 00 00 00,22,11,DEF
240,0x0051D5DC,GREAT!!,27 32 25 21 34 01 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,22,7,DEF
241,0x0051D608,"Then, go for it!",34 48 45 4E 0C 00 47 4F 00 46 4F 52 00 49 54 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,16,DEF
242,0x0051D628,Magic Materia is broken.,2D 41 47 49 43 00 2D 41 54 45 52 49 41 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00 00 00,32,24,DEF
243,0x0051D648,Summon Materia is broken.,33 55 4D 4D 4F 4E 00 2D 41 54 45 52 49 41 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00 00,32,25,DEF
244,0x0051D668,Support Materia is broken.,33 55 50 50 4F 52 54 00 2D 41 54 45 52 49 41 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00,32,26,DEF
245,0x0051D688,Independent Materia is broken.,29 4E 44 45 50 45 4E 44 45 4E 54 00 2D 41 54 45 52 49 41 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00,32,30,DEF
246,0x0051D6A8,Command Materia is broken.,23 4F 4D 4D 41 4E 44 00 2D 41 54 45 52 49 41 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00,32,26,DEF
247,0x0051D6C8,All Materia is broken.,21 4C 4C 00 2D 41 54 45 52 49 41 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00 00 00 00 00,32,22,DEF
248,0x0051D6E8,Accessory is broken.,21 43 43 45 53 53 4F 52 59 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00 00 00 00 00 00 00,32,20,DEF
249,0x0051D708,Item command is sealed.,29 54 45 4D 00 43 4F 4D 4D 41 4E 44 00 49 53 00 53 45 41 4C 45 44 0E FF 00 00 00 00 00 00 00 00,32,23,DEF
250,0x0051D728,Armor is broken.,21 52 4D 4F 52 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,16,DEF
251,0x0051D748,Weapon is broken.,37 45 41 50 4F 4E 00 49 53 00 42 52 4F 4B 45 4E 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,17,DEF
252,0x0051D768,1/2 speed.,11 0F 12 00 53 50 45 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,10,DEF
253,0x0051D788,1/2 accuracy.,11 0F 12 00 41 43 43 55 52 41 43 59 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,13,DEF
254,0x0051D7A8,Minimum,2D 49 4E 49 4D 55 4D FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,7,DEF
255,0x0051D7C8,Poison,30 4F 49 53 4F 4E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,6,DEF
256,0x0051D7E8,Toad,34 4F 41 44 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,4,DEF
257,0x0051D808,Time x30 damage.,34 49 4D 45 00 58 13 10 00 44 41 4D 41 47 45 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,16,DEF
258,0x0051D828,Down 5 levels.,24 4F 57 4E 00 15 00 4C 45 56 45 4C 53 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,14,DEF
259,0x0051D848,Down 10 levels.,24 4F 57 4E 00 11 10 00 4C 45 56 45 4C 53 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,15,DEF
260,0x0051D868,1/2 HP.,11 0F 12 00 28 30 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,7,DEF
261,0x0051D888,1/2 MP.,11 0F 12 00 2D 30 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,7,DEF
262,0x0051D8A8,1/2 HP&MP.,11 0F 12 00 28 30 06 2D 30 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,10,DEF
263,0x0051D8C8,Zero MP.,3A 45 52 4F 00 2D 30 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,8,DEF
264,0x0051D8E8,Yesss! No handicapp!,39 45 53 53 53 01 00 2E 4F 00 48 41 4E 44 49 43 41 50 50 01 FF 00 00 00 00 00 00 00 00 00 00 00,32,20,DEF
265,0x0051D908,HP restored.,28 30 00 52 45 53 54 4F 52 45 44 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,32,12,DEF
266,0x0051D928,Worried about the other members?,37 4F 52 52 49 45 44 00 41 42 4F 55 54 00 54 48 45 00 4F 54 48 45 52 00 4D 45 4D 42 45 52 53 1F FF 00,34,32,DEF
267,0x0051D94A,"Yeah, a little",39 45 41 48 0C 00 41 00 4C 49 54 54 4C 45 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,34,14,DEF
268,0x0051D96C,Not really,2E 4F 54 00 52 45 41 4C 4C 59 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,34,10,DEF
269,0x0051DAE0,Save,33 41 56 45 FF 00 00 00,8,4,DEF
270,0x0051DB40,Reform,32 45 46 4F 52 4D FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,38,6,DEF
271,0x0051DB66,Split your allies into two groups.,33 50 4C 49 54 00 59 4F 55 52 00 41 4C 4C 49 45 53 00 49 4E 54 4F 00 54 57 4F 00 47 52 4F 55 50 53 0E FF 00 00 00,38,34,DEF
272,0x0051DB8C,Split your allies into three groups.,33 50 4C 49 54 00 59 4F 55 52 00 41 4C 4C 49 45 53 00 49 4E 54 4F 00 54 48 52 45 45 00 47 52 4F 55 50 53 0E FF 00,38,36,DEF
273,0x0051DBB2,Please make a party of two.,30 4C 45 41 53 45 00 4D 41 4B 45 00 41 00 50 41 52 54 59 00 4F 46 00 54 57 4F 0E FF 00 00 00 00 00 00 00 00 00 00,38,27,DEF
274,0x0051DBD8,Please make a party of three.,30 4C 45 41 53 45 00 4D 41 4B 45 00 41 00 50 41 52 54 59 00 4F 46 00 54 48 52 45 45 0E FF 00 00 00 00 00 00 00 00,38,29,DEF
275,0x0051DBFE,Select with START button.,33 45 4C 45 43 54 00 57 49 54 48 00 33 34 21 32 34 00 42 55 54 54 4F 4E 0E FF 00 00 00 00 00 00 00 00 00 00 00 00,38,25,DEF
276,0x0051DE22,Wpn.,37 50 4E 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,22,4,DEF
277,0x0051DE38,Arm.,21 52 4D 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,22,4,DEF
278,0x0051DE4E,Acc.,21 43 43 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,22,4,DEF
279,0x0051DED8,LEVEL 1,2C 25 36 25 2C 00 11 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,7,DEF
280,0x0051DEFC,LEVEL 2,2C 25 36 25 2C 00 12 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,7,DEF
281,0x0051DF20,LEVEL 3,2C 25 36 25 2C 00 13 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,7,DEF
282,0x0051DF44,LEVEL 4,2C 25 36 25 2C 00 14 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,7,DEF
283,0x0051DF68,Set BREAK LEVEL.,33 45 54 00 22 32 25 21 2B 00 2C 25 36 25 2C 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,16,DEF
284,0x0051DF8C,Set,33 45 54 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,3,DEF
285,0x0051DFB0,Check,23 48 45 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,5,DEF
286,0x0051DFD4,"To change BREAK LEVEL,",34 4F 00 43 48 41 4E 47 45 00 22 32 25 21 2B 00 2C 25 36 25 2C 0C FF 00 00 00 00 00 00 00 00 00 00 00 00 00,36,22,DEF
287,0x0051DFF8,it will begin from Limit Point 0.,49 54 00 57 49 4C 4C 00 42 45 47 49 4E 00 46 52 4F 4D 00 2C 49 4D 49 54 00 30 4F 49 4E 54 00 10 0E FF 00 00,36,33,DEF
288,0x0051E01C,Change BREAK LEVEL?,23 48 41 4E 47 45 00 22 32 25 21 2B 00 2C 25 36 25 2C 1F FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,19,DEF
289,0x0051E040,Yes,39 45 53 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,3,DEF
290,0x0051E064,No,2E 4F FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,2,DEF
291,0x0051E088,Limit set!,2C 49 4D 49 54 00 53 45 54 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,10,DEF
292,0x0051E0AC,Select LEVEL.,33 45 4C 45 43 54 00 2C 25 36 25 2C 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,13,DEF
293,0x0051EF40,Fire,26 49 52 45 FF 00 00 00 00 00,10,4,DEF
294,0x0051EF4A,Ice,29 43 45 FF 00 00 00 00 00 00,10,3,DEF
295,0x0051EF54,Lightning,2C 49 47 48 54 4E 49 4E 47 FF,10,9,DEF
296,0x0051EF5E,Earth,25 41 52 54 48 FF 00 00 00 00,10,5,DEF
297,0x0051EF68,Poison,30 4F 49 53 4F 4E FF 00 00 00,10,6,DEF
298,0x0051EF72,Gravity,27 52 41 56 49 54 59 FF 00 00,10,7,DEF
299,0x0051EF7C,Water,37 41 54 45 52 FF 00 00 00 00,10,5,DEF
300,0x0051EF86,Wind,37 49 4E 44 FF 00 00 00 00 00,10,4,DEF
301,0x0051EF90,Holy,28 4F 4C 59 FF 00 00 00 00 00,10,4,DEF
302,0x0051EFA0,Death,24 45 41 54 48 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
303,0x0051EFB4,Near-death,2E 45 41 52 0D 44 45 41 54 48 FF 00 00 00 00 00 00 00 00 00,20,10,DEF
304,0x0051EFC8,Sleep,33 4C 45 45 50 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
305,0x0051EFDC,Poison,30 4F 49 53 4F 4E FF 00 00 00 00 00 00 00 00 00 00 00 00 00,20,6,DEF
306,0x0051EFF0,Sadness,33 41 44 4E 45 53 53 FF 00 00 00 00 00 00 00 00 00 00 00 00,20,7,DEF
307,0x0051F004,Fury,26 55 52 59 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,4,DEF
308,0x0051F018,Confusion,23 4F 4E 46 55 53 49 4F 4E FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
309,0x0051F02C,Silence,33 49 4C 45 4E 43 45 FF 00 00 00 00 00 00 00 00 00 00 00 00,20,7,DEF
310,0x0051F040,Haste,28 41 53 54 45 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
311,0x0051F054,Slow,33 4C 4F 57 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,4,DEF
312,0x0051F068,Stop,33 54 4F 50 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,4,DEF
313,0x0051F07C,Frog,26 52 4F 47 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,4,DEF
314,0x0051F090,Small,33 4D 41 4C 4C FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
315,0x0051F0A4,Slow-numb,33 4C 4F 57 0D 4E 55 4D 42 FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
316,0x0051F0B8,Petrify,30 45 54 52 49 46 59 FF 00 00 00 00 00 00 00 00 00 00 00 00,20,7,DEF
317,0x0051F0CC,Regen,32 45 47 45 4E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
318,0x0051F0E0,Barrier,22 41 52 52 49 45 52 FF 00 00 00 00 00 00 00 00 00 00 00 00,20,7,DEF
319,0x0051F0F4,MBarrier,2D 22 41 52 52 49 45 52 FF 00 00 00 00 00 00 00 00 00 00 00,20,8,DEF
320,0x0051F108,Reflect,32 45 46 4C 45 43 54 FF 00 00 00 00 00 00 00 00 00 00 00 00,20,7,DEF
321,0x0051F130,Shield,33 48 49 45 4C 44 FF 00 00 00 00 00 00 00 00 00 00 00 00 00,20,6,DEF
322,0x0051F144,Death-sentence,24 45 41 54 48 0D 53 45 4E 54 45 4E 43 45 FF 00 00 00 00 00,20,14,DEF
323,0x0051F158,Manipulate,2D 41 4E 49 50 55 4C 41 54 45 FF 00 00 00 00 00 00 00 00 00,20,10,DEF
324,0x0051F16C,Berserk,22 45 52 53 45 52 4B FF 00 00 00 00 00 00 00 00 00 00 00 00,20,7,DEF
325,0x0051F180,Peerless,30 45 45 52 4C 45 53 53 FF 00 00 00 00 00 00 00 00 00 00 00,20,8,DEF
326,0x0051F194,Paralyzed,30 41 52 41 4C 59 5A 45 44 FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
327,0x0051F1A8,Darkness,24 41 52 4B 4E 45 53 53 FF 00 00 00 00 00 00 00 00 00 00 00,20,8,DEF
328,0x0051F1C0,Element,25 4C 45 4D 45 4E 54 FF 00 00 00 00 00 00 00,15,7,DEF
329,0x0051F1CF,Effect,25 46 46 45 43 54 FF 00 00 00 00 00 00 00 00,15,6,DEF
330,0x0051F1DE,Attack,21 54 54 41 43 4B FF 00 00 00 00 00 00 00 00,15,6,DEF
331,0x0051F1ED,Defend,24 45 46 45 4E 44 FF 00 00 00 00 00 00 00 00,15,6,DEF
332,0x0051F1FC,Halve,28 41 4C 56 45 FF 00 00 00 00 00 00 00 00 00,15,5,DEF
333,0x0051F20B,Invalid,29 4E 56 41 4C 49 44 FF 00 00 00 00 00 00 00,15,7,DEF
334,0x0051F21A,Absorb,21 42 53 4F 52 42 FF 00 00 00 00 00 00 00 00,15,6,DEF
335,0x0051F256,Strength,33 54 52 45 4E 47 54 48 FF 00 00 00 00 00 00,15,8,DEF
336,0x0051F265,Dexterity,24 45 58 54 45 52 49 54 59 FF 00 00 00 00 00,15,9,DEF
337,0x0051F274,Vitality,36 49 54 41 4C 49 54 59 FF 00 00 00 00 00 00,15,8,DEF
338,0x0051F283,Magic,2D 41 47 49 43 FF 00 00 00 00 00 00 00 00 00,15,5,DEF
339,0x0051F292,Spirit,33 50 49 52 49 54 FF 00 00 00 00 00 00 00 00,15,6,DEF
340,0x0051F2A1,Luck,2C 55 43 4B FF 00 00 00 00 00 00 00 00 00 00,15,4,DEF
341,0x0051F2B0,Attack,21 54 54 41 43 4B FF 00 00 00 00 00 00 00 00,15,6,DEF
342,0x0051F2BF,Attack%,21 54 54 41 43 4B 05 FF 00 00 00 00 00 00 00,15,7,DEF
343,0x0051F2CE,Defense,24 45 46 45 4E 53 45 FF 00 00 00 00 00 00 00,15,7,DEF
344,0x0051F2DD,Defense%,24 45 46 45 4E 53 45 05 FF 00 00 00 00 00 00,15,8,DEF
345,0x0051F2EC,Magic atk,2D 41 47 49 43 00 41 54 4B FF 00 00 00 00 00,15,9,DEF
346,0x0051F2FB,Magic def,2D 41 47 49 43 00 44 45 46 FF 00 00 00 00 00,15,9,DEF
347,0x0051F30A,Magic def%,2D 41 47 49 43 00 44 45 46 05 FF 00 00 00 00,15,10,DEF
348,0x0051F319,Wpn:,37 50 4E 1A FF 00 00 00 00 00 00 00 00 00 00,15,4,DEF
349,0x0051F328,Arm:,21 52 4D 1A FF 00 00 00 00 00 00 00 00 00 00,15,4,DEF
350,0x0051F337,Acc:,21 43 43 1A FF 00 00 00 00 00 00 00 00 00 00,15,4,DEF
351,0x0051F346,Limit level:,2C 49 4D 49 54 00 4C 45 56 45 4C 1A FF 00 00,15,12,DEF
352,0x0051F3A8,Wpn.,37 50 4E 0E FF 00 00 00 00 00 00 00,12,4,DEF
353,0x0051F3B4,Arm.,21 52 4D 0E FF 00 00 00 00 00 00 00,12,4,DEF
354,0x0051F3C0,Acc.,21 43 43 0E FF 00 00 00 00 00 00 00,12,4,DEF
355,0x0051F420,Attack,21 54 54 41 43 4B FF 00 00 00 00 00,12,6,DEF
356,0x0051F42C,Attack %,21 54 54 41 43 4B 00 05 FF 00 00 00,12,8,DEF
357,0x0051F438,Defense,24 45 46 45 4E 53 45 FF 00 00 00 00,12,7,DEF
358,0x0051F444,Defense %,24 45 46 45 4E 53 45 00 05 FF 00 00,12,9,DEF
359,0x0051F450,Magic atk,2D 41 47 49 43 00 41 54 4B FF 00 00,12,9,DEF
360,0x0051F45C,Magic def,2D 41 47 49 43 00 44 45 46 FF 00 00,12,9,DEF
361,0x0051F468,Magic def%,2D 41 47 49 43 00 44 45 46 05 FF 00,12,10,DEF
362,0x0051F474,Slot,33 4C 4F 54 FF 00 00 00 00 00 00 00,12,4,DEF
363,0x0051F480,Growth,27 52 4F 57 54 48 FF 00 00 00 00 00,12,6,DEF
364,0x0051F48C,Nothing,2E 4F 54 48 49 4E 47 FF 00 00 00 00,12,7,DEF
365,0x0051F498,Normal,2E 4F 52 4D 41 4C FF 00 00 00 00 00,12,6,DEF
366,0x0051F4A4,Double,24 4F 55 42 4C 45 FF 00 00 00 00 00,12,6,DEF
367,0x0051F4B0,Triple,34 52 49 50 4C 45 FF 00 00 00 00 00,12,6,DEF
368,0x0051F518,Do you really want to remove this?,24 4F 00 59 4F 55 00 52 45 41 4C 4C 59 00 57 41 4E 54 00 54 4F 00 52 45 4D 4F 56 45 00 54 48 49 53 1F FF 00,36,34,DEF
369,0x0051F53C,I sure do!,29 00 53 55 52 45 00 44 4F 01 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,10,DEF
370,0x0051F560,Wait a sec,37 41 49 54 00 41 00 53 45 43 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,10,DEF
371,0x0051F584,Sephiroth[B2][A9][A9][B3],33 45 50 48 49 52 4F 54 48 B2 A9 A9 B3 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,36,25,DEF
372,0x0051F5A8,Wpn.,37 50 4E 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,4,DEF
373,0x0051F5BC,Arm.,21 52 4D 0E FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,4,DEF
374,0x0051F5D0,Ability list,21 42 49 4C 49 54 59 00 4C 49 53 54 FF 00 00 00 00 00 00 00,20,12,DEF
375,0x0051F5E4,Equip effect,25 51 55 49 50 00 45 46 46 45 43 54 FF 00 00 00 00 00 00 00,20,12,DEF
376,0x0051F5F8,Check,23 48 45 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
377,0x0051F60C,Arrange,21 52 52 41 4E 47 45 FF 00 00 00 00 00 00 00 00 00 00 00 00,20,7,DEF
378,0x0051F634,AP,21 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,2,DEF
379,0x0051F648,To next level,34 4F 00 4E 45 58 54 00 4C 45 56 45 4C FF 00 00 00 00 00 00,20,13,DEF
380,0x0051F65C,MASTER,2D 21 33 34 25 32 FF 00 00 00 00 00 00 00 00 00 00 00 00 00,20,6,DEF
381,0x0051F670,Arrange,21 52 52 41 4E 47 45 FF 00 00 00 00 00 00 00 00 00 00 00 00,20,7,DEF
382,0x0051F684,Exchange,25 58 43 48 41 4E 47 45 FF 00 00 00 00 00 00 00 00 00 00 00,20,8,DEF
383,0x0051F698,Remove all,32 45 4D 4F 56 45 00 41 4C 4C FF 00 00 00 00 00 00 00 00 00,20,10,DEF
384,0x0051F6AC,Trash,34 52 41 53 48 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
385,0x0051F6D4,Dexterity,24 45 58 54 45 52 49 54 59 FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
386,0x0051F6E8,Cover,23 4F 56 45 52 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
387,0x0051F6FC,Magic,2D 41 47 49 43 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
388,0x0051F710,Luck,2C 55 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,4,DEF
389,0x0051F724,MASTER,2D 21 33 34 25 32 FF 00 00 00 00 00 00 00 00 00 00 00 00 00,20,6,DEF
390,0x0051F738,Strength,33 54 52 45 4E 47 54 48 FF 00 00 00 00 00 00 00 00 00 00 00,20,8,DEF
391,0x0051F74C,Vitality,36 49 54 41 4C 49 54 59 FF 00 00 00 00 00 00 00 00 00 00 00,20,8,DEF
392,0x0051F760,Magic,2D 41 47 49 43 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
393,0x0051F774,Magic def,2D 41 47 49 43 00 44 45 46 FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
394,0x0051F788,Dexterity,24 45 58 54 45 52 49 54 59 FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
395,0x0051F79C,Luck,2C 55 43 4B FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,4,DEF
396,0x0051F7B0,MaxHP,2D 41 58 28 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
397,0x0051F7C4,MaxMP,2D 41 58 2D 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
398,0x0051F7D8,MaxHPUP,2D 41 58 28 30 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00,20,7,DEF
399,0x0051F7EC,MaxMPUP,2D 41 58 2D 30 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00,20,7,DEF
400,0x0051F800,EXP.UP,25 38 30 0E 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00,20,6,DEF
401,0x0051F814,Gil UP,27 49 4C 00 35 30 FF 00 00 00 00 00 00 00 00 00 00 00 00 00,20,6,DEF
402,0x0051F828,Encount Down,25 4E 43 4F 55 4E 54 00 24 4F 57 4E FF 00 00 00 00 00 00 00,20,12,DEF
403,0x0051F83C,Encount Up,25 4E 43 4F 55 4E 54 00 35 50 FF 00 00 00 00 00 00 00 00 00,20,10,DEF
404,0x0051F850,Meet Chocobos,2D 45 45 54 00 23 48 4F 43 4F 42 4F 53 FF 00 00 00 00 00 00,20,13,DEF
405,0x0051F864,Pre-emptive,30 52 45 0D 45 4D 50 54 49 56 45 FF 00 00 00 00 00 00 00 00,20,11,DEF
406,0x0051F878,Long range attack,2C 4F 4E 47 00 52 41 4E 47 45 00 41 54 54 41 43 4B FF 00 00,20,17,DEF
407,0x0051F88C,Attack all,21 54 54 41 43 4B 00 41 4C 4C FF 00 00 00 00 00 00 00 00 00,20,10,DEF
408,0x0051F8A0,Counter attack,23 4F 55 4E 54 45 52 00 41 54 54 41 43 4B FF 00 00 00 00 00,20,14,DEF
409,0x0051F9E8,Magic,2D 41 47 49 43 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,5,DEF
410,0x0051F9FC,Summon,33 55 4D 4D 4F 4E FF 00 00 00 00 00 00 00 00 00 00 00 00 00,20,6,DEF
411,0x0051FA10,Enemy-Skill,25 4E 45 4D 59 0D 33 4B 49 4C 4C FF 00 00 00 00 00 00 00 00,20,11,DEF
412,0x0051FA24,Added-Ability,21 44 44 45 44 0D 21 42 49 4C 49 54 59 FF 00 00 00 00 00 00,20,13,DEF
413,0x0051FA38,All,21 4C 4C FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,3,DEF
414,0x0051FA4C,4x-M,14 58 0D 2D FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,20,4,DEF
415,0x0051FA60,Absorb MP,21 42 53 4F 52 42 00 2D 30 FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
416,0x0051FA74,Absorb HP,21 42 53 4F 52 42 00 28 30 FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
417,0x0051FA9C,Steal as well,33 54 45 41 4C 00 41 53 00 57 45 4C 4C FF 00 00 00 00 00 00,20,13,DEF
418,0x0051FAB0,Extra cut,25 58 54 52 41 00 43 55 54 FF 00 00 00 00 00 00 00 00 00 00,20,9,DEF
419,0x0051FAC4,Turbo MP,34 55 52 42 4F 00 2D 30 FF 00 00 00 00 00 00 00 00 00 00 00,20,8,DEF
420,0x0051FAD8,Nothing.,2E 4F 54 48 49 4E 47 0E FF 00 00 00 00 00 00 00 00 00 00 00,20,8,DEF
421,0x0051FAEC,Not enough MP.,2E 4F 54 00 45 4E 4F 55 47 48 00 2D 30 0E FF 00 00 00 00 00,20,14,DEF
422,0x0051FB68,Use,35 53 45 FF 00 00 00 00 00 00 00 00,12,3,DEF
423,0x0051FB74,Arrange,21 52 52 41 4E 47 45 FF 00 00 00 00,12,7,DEF
424,0x0051FB80,Key Items,2B 45 59 00 29 54 45 4D 53 FF 00 00,12,9,DEF
425,0x0051FB8C,Customize,23 55 53 54 4F 4D 49 5A 45 FF 00 00,12,9,DEF
426,0x0051FB98,Field,26 49 45 4C 44 FF 00 00 00 00 00 00,12,5,DEF
427,0x0051FBA4,Battle,22 41 54 54 4C 45 FF 00 00 00 00 00,12,6,DEF
428,0x0051FBB0,Throw,34 48 52 4F 57 FF 00 00 00 00 00 00,12,5,DEF
429,0x0051FBBC,Type,34 59 50 45 FF 00 00 00 00 00 00 00,12,4,DEF
430,0x0051FBC8,Name,2E 41 4D 45 FF 00 00 00 00 00 00 00,12,4,DEF
