# FF7 German Strings - Standardized Format
# Generated: 2026-01-06 10:45 JST (Tuesday)
# Session: c5687d3e-90a9-47e8-829a-a0c6e70cd98e
# Total strings: 895
#
# Format: [INDEX] OFFSET (BYTES:TEXT_LEN) | TEXT
# ===========================================================================

[  813] 0x599FA8 (  42: 26) | Wie viele willst du davon?
[  814] 0x599FD6 (  44: 25) | Hast du was zu verkaufen?
[  815] 0x59A004 (  40: 20) | Wie viele willst du?
[  816] 0x59A032 (  37: 12) | Vielen Dank!
[  817] 0x59A060 (  67: 34) | Ihr werdet doch alle zurückkommen!
[  818] 0x59A08E (  55: 44) | Soll das ein Witz sein? Das ist nicht genug!
[  819] 0x59A118 (8091:8000) | ! #     !!             4                                                           " $             '       (       f                                                   " '             '       (   !   Q   !   R   !   T   !   U                           ! "     "!      4                                                                   " $             '       (       f                                                   # $ !   Q   !   R   !   T   !   U                                                   ! %                          "!      #!                                          # % !   Q   !   R   !   T   !   U   !   0                                           " )             '       (       ,       T       -       .       !       f           $ '             '       (       4       -       .       f                           " %             '       (       T       f                                           ! %                                 #!                                          " '             '       (       T       -       .       f                           # % !   S   !   \   !   D   !   E   !   V                                           % &     `       a       b       c       d       e                                   % *     q       r       s       t       `       a       b       c       d       e   " %             '       -       .       f                                           # $ !   Q   !   T   !   R   !   U                                                   ! %     #!              '       4       f                                           ! %                                                                            " )             !       '       (       T       ,       -       .       f           # % !   E   !   X   !   U   !   V   !   W                                           ! &                                                                           & "     K!      L!                                                                  # % !   Q   !   R   !   T   !   S   !   \                                           " "             '                                                                   ! $     )!      $!      5!      U                                                   # ' !   V   !   W   !   U   !   X   !   Q   !   R   !   T                           " )             !       '       )       (       T       -       .       f           ! #     $!             U                                                           ' #             '       f                                                           $ & !   Z       *       +       )       -       .                                   ( *             '       #       (       *       +       )       ,       -       .   $ #             '       f                                                           ! )                                               R       S       U           " )             !       '       f       *       +       )       -       .           & *     L!      K!      J!      C!      O!      X!  !   Y   !   a   !   V   !   Z   ! (                                                      %!                  $ *             !       '       #       f       *       +       )       -       .   # $ !       !   !   !   Y   !   Z                                                   $ $             !       '       f                                                   ! &            &!      @!      A!      B!      C!                                  " *             !       '       #       -       .       f   !   ^   !   [   !   a   ! )                                                                        " )     !       '       #       -       .       f       ?       C       D!          " (             !       '       #       -       .       *       f                   ! *                                                             f       !   ! *                                                             (!      ,!  & '     E!      S!      T!      U!      M!      N!      O!                          " '     !       '       #       -       .       /       f                           # % !   !   !       !   Z   !   ]   !   d                                           " '     !       '       #       -       .       f       V                           # % !   G   !   J   !   I   !   d   !   7                                           $ $     o       p       ^       _                                                   ! )                                                                        " *                                                                       # & !   #   !   W   !       !   ^   !   [   !   7                                   ! '                                                                          & (     )!                                                                   " (                                                                         ! &                                        V                                   # & !   Q   !   R   !   T   !   S   !   ]   !   \                                   " '             !       '       #       -       .       f                           ! )     V       &!      +!      @!      A!      B!      C!      Q!      W!          " *     !       '       #       f   !   ^   !   [   !   a   !   G   !   I   !   J   " )     '!      *!              !       '       #       -       .       f           " %             !       '       #       f                                           " %             !       '       #       f                                           " %             !       '       #       f                                           " %             !       '       #       f                                           " %             !       '       #       f                                           " %             !       '       #       f                                           " %             !       '       #       f                                           " %             !       '       #       f                                           " %             !       '       #       f                                           " %             !       '       #       f                                           " %             !       '       #       f                                           " %             !       '       #       f                                           " %             !       '       #       f                                           " %             !       '       #                                                   R   L!  "   %  "   "   "   L!  p            ã   ã   ã   #  L!  #  "   "   p   "   "   "   "   "   "   "   "   "   "   @#  "   "   "   @#  "   "   "   "   "   "   "   "   "   "   "   "   "   "   !  !  R   !  #  "   "   "   "   "   "   "   3  +  %  #  @#  !     ã   !  !  !  !  !  !  !  "   "   '  %  x"  !     ã   *   "   !  !  !  !  !  !  !  !  R   R   R   !  R   R   R   "   "   "                                                                                               £   #  %  *  N  N  pf  (  .  ã9  *  é0  "   "   "   "   £   `!  "  $  )  6  0G  ^  ('  *  Z  (  é0  "   "   "   £   ~!  #  £%  *  8  N  pf  '  ,  ^  ,  ,  "   "   "   @#  4%  )  ñ7  J  éb  '  -  V  ñ7  `?  "   "   "      ò!  @#  4%  H*  6  ('  ,  )  .  l=  $  ã9  l=  R  Xj  x;  l=  ^  ,  X8  "   Z  "   "   x"  £%  H*  ñ7  N  pf  '  ,  V  +  ñ7  "   "   "   !  )  5  J  pf  (  *  ,  +  Z  "   "   "   #  <,   9  N  pf  -  :  R  +  ,  "   "   "   _b/ ã      8!  ~!  @#  4%  '  ,  2  ('  õ.  `?  N  x"  @#  "   "   "   #  #  %  4%  2  2  2  .  "   "   "   "   "   "   l=  -  l=  /  0G  0G  "   @n  "   "   /  +  +  x;  l=  3  !  l=  "   `?  `?  `?  "   l=  3  "   HC  "   N  0G  "   "
[  820] 0x59C158 ( 180:180) | `?  `?  @n  @n  Z  !   !   !   !   !   !   !   !   !   !   !   #  !   !   !   !   !       @n  !   !   !   !   !   !   !   !   !   !   !   !   $  #  0G  0G  !   0G  0G  !   !
[  821] 0x59C218 ( 172:172) | !   x"  x"  %  x"  "  %  +  +  ñ7  3  0G  %  `?  0G      @n  ñ7          HC  !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !   !
[  822] 0x59C364 ( 261:257) | !S   S "S   ~ !   M!"           Ü "S !~    O ü £   S "! ! t g!}  v   S "~    "S    !C!! $!C!     :   : `!:   O  é    `!y           T `!:  O ã é ° 8 ` \   9 `! •  ì J  O p K   : `!O   i `!:   ~    ~   !   S    ° : Laden
[  823] 0x59C488 (  68: 34) | Wählen Sie eine Speicherdatei aus.
[  824] 0x59C4B0 (  40: 35) | Wählen Sie einen Speicherblock aus.
[  825] 0x59C4D8 (  16: 12) | STECKPLATZ 1
[  826] 0x59C500 (  39: 12) | STECKPLATZ 2
[  827] 0x59C528 (  36:  9) | Wirklich?
[  828] 0x59C550 (  57: 27) | Bin am Laden. Bitte warten
[  829] 0x59C578 (  41: 29) | Bin am Sichern. Bitte warten
[  830] 0x59C5A0 (  14:  4) | LEER
[  831] 0x59C5C8 (  40:  5) | BLOCK
[  832] 0x59C5F0 (  41:  7) | Weiter?
[  833] 0x59C618 (  35:  3) | /15
[  834] 0x59C640 (  63: 27) | Überprüfe Spielstandsdatei
[  835] 0x59C668 (  14:  2) | 01
[  836] 0x59C690 (  39:  2) | 02
[  837] 0x59C6B8 (  39:  2) | 03
[  838] 0x59C6E0 (  39:  2) | 04
[  839] 0x59C708 (  39:  2) | 05
[  840] 0x59C730 (  39:  2) | 06
[  841] 0x59C758 (  39:  2) | 07
[  842] 0x59C780 (  39:  2) | 08
[  843] 0x59C7A8 (  39:  2) | 09
[  844] 0x59C7D0 (  39:  2) | 10
[  845] 0x59C7F8 (  39:  2) | 11
[  846] 0x59C820 (  39:  2) | 12
[  847] 0x59C848 (  39:  2) | 13
[  848] 0x59C870 (  39:  2) | 14
[  849] 0x59C898 (  39:  2) | 15
[  850] 0x59C8C0 (  49: 12) | Gespeichert.
[  851] 0x59C8E8 (  51: 24) | Speichern nicht möglich.
[  852] 0x59C910 (  35: 20) | Laden nicht möglich.
[  853] 0x59C938 (  39: 20) | Daten sind zerstört.
[  854] 0x59C960 (  30: 11) | NEUES SPIEL
[  855] 0x59C988 (  47: 19) | Wirklich speichern?
[  856] 0x59C9B0 (  22:  2) | Ja
[  857] 0x59C9D8 (  41:  4) | Nein
[  858] 0x59CA00 (  43:  8) | Beendet.
[  859] 0x59CAC6 (  75: 10) | Formatiert
[  860] 0x59CB08 (  81: 26) | Formatierung nicht möglich
[  861] 0x59CB4A (  55: 16) | Nicht formatiert
[  862] 0x59CB8C (  67: 18) | Jetzt formatieren?
[  863] 0x59CBCE (  72: 25) | Memory Card wird geprüft.
[  864] 0x59CC10 (  63: 23) | Keine Spielstandsdatei.
[  865] 0x59CC52 ( 107: 65) | Diese Memory Card ist beschädigt und kann nicht verwendet werden.
[  866] 0x59CC94 (  28: 28) | Andere Memory Card einlegen.
[  867] 0x59CCD6 (  85: 48) | Nicht genug Platz in der Spielstandsdatei übrig.
[  868] 0x59CD18 (  64: 47) | Bitte benutzen Sie eine andere Spielstandsdatei
[  869] 0x59CD5A (  61: 43) | oder löschen Sie 1 Block gesicherter Daten.
[  870] 0x59CE20 (  85: 20) | Lesen nicht möglich.
[  871] 0x59CE62 (  60: 15) | Spiel beginnen?
[  872] 0x59CFB0 ( 125: 56) | Kann Speicherpuffer der Spielstandsdatei nicht zuordnen!
[  873] 0x59CFEC (  30: 27) | Ungültige Spielstandsdatei!
[  874] 0x59D028 (  47: 15) | Spielstand 1
[  875] 0x59D03C (  19: 15) | Spielstand 2
[  876] 0x59D050 (  19: 15) | Spielstand 3
[  877] 0x59D064 (  19: 15) | Spielstand 4
[  878] 0x59D078 (  19: 15) | Spielstand 5
[  879] 0x59D08C (  19: 15) | Spielstand 6
[  880] 0x59D0A0 (  19: 15) | Spielstand 7
[  881] 0x59D0B4 (  19: 15) | Spielstand 8
[  882] 0x59D0C8 (  19: 15) | Spielstand 9
[  883] 0x59D0DC (  17: 13) | Spielstand 10
[  884] 0x59D0F0 (  91: 85) | !)  m t!v L!S     "  % j G  K  :     `!e +! ë e   [!  ç V C v r  m
[  885] 0x59D150 (   5:  5) | Level
[  886] 0x59D158 ( 138:136) | p  @  cZ|ffW|ôòâ|ìåî|gåòìáî|íïáãìåîNâññ cZ|ffW|ôòâ|ìåî|gåòìáî|íïáãìåîNâññ Eôôá°å  Eôôá°åOôá°åEPRãNÜÜW Eôôá°åOôá°åEPRãNÜÜW
[  887] 0x59D1F0 ( 135:120) | ôóòõ                  _ñï•     âïô             ôèî             õáî             áõáî    @Y     PB
[  888] 0x59D26A (   8:  8) | UéA/
[  889] 0x59D273 (  37: 37) | _      _($((($(( $,( $,(
[  890] 0x59D299 (   9:  9) | ü
[  891] 0x59D2A4 (  16: 16) | Üó-`
[  892] 0x59D2B6 ( 228:228) | -`Vc,9_      _#å£ñ         !4 AM }J àJ áN       %áõáîR       "0 Q òR J uR uR uR J uR J J J J òR òR J J  !  $  '  *  -    ñ_  _    !  $  '  *  -        _      c      [      _      _
[  893] 0x59D39C ( 275:275) | ü^ ^ ^ ^ ^ ^ ^ ^ ^ ._ 3_ I_ N_ j_ z_ î_ ß_ _ _ _ _ _ _ .` B` b` g` á` Ü` ` ` ` ` ` ` %a *a Ja ^a va äa a a a a a a a .b Nb Sb mb rb òb b b b b b b b 6c Jc bc         ü
[  894] 0x59D4B6 (1702:1702) | ü      0        4    =    :    ;    ?    3    A    .    -    /    0    %   £ >   õ 2   ñ @   í ,   ã +   | 5   t <   l 9   d 1   \ 8   T 6   L 7   D B   @ C   < D   8 F             0d      !       P                                                                      $     # #   H  .   é  0             $     & !     "     #     $     %     &   0!         $     ! å   H!         $     ! !   `!         $     ! )$  x!          $     ! )$  é!          $     ! )$  £!          $     ! )$  !          $     ! )$  !          $     ! )$  !          $     ! )$  !          $     !     !  A Hl  $       î H6  $      H (  $       H(! $       Hb  $      @ 0  $       z   $      D @#  $      H       !  ! (      `           !   !      .F  6M  ;R  CZ  J_6 Lc" Rk  Zu  La0 Ui7 \p= \oB ]qD a}" c{; eá! jå# mè$ pì& sï( uó* xô. wó6 {2 wñ: °6 £6 ã; dxG i{P wìI nR rã[ äB {ëf âôk ëöw ñß} îG îH ñG òL ïR í] °P S T U Y îf ñf b ô| Ü \ ` a b e l i l n m u u z z x q u z y w y { | ï  â ñ ° £ â â é è í ó £ à å è è ë í ï ï õ õ ô • £  •    ß
