index,raw_offset,text_offset,category,padding_bytes,total_bytes,text_preview
472,0x5960EA,0x5960EB,ui_coords,1,2,
473,0x5960EC,0x5960EE,ui_coords,2,3,
474,0x5960F0,0x5960F0,ui_coords,0,9,i i 3Q1R
475,0x596100,0x596102,ui_coords,2,3,
476,0x596106,0x596107,ui_coords,1,2,
477,0x596108,0x59610A,ui_coords,2,3,
478,0x59610C,0x59610C,ui_coords,0,9,o o 5RD0
479,0x59611C,0x59611D,ui_coords,1,3,""""
480,0x596122,0x596123,ui_coords,1,2,
481,0x596124,0x596126,ui_coords,2,3,
482,0x596128,0x596128,ui_coords,0,9,o o 7S1P
483,0x596138,0x596138,ui_coords,0,3,(
484,0x59613E,0x59613F,ui_coords,1,2,
485,0x596140,0x596142,ui_coords,2,3,
486,0x596144,0x596144,ui_coords,0,9,o o T1*
487,0x59614E,0x59614F,ui_coords,1,3,*
488,0x596154,0x596156,ui_coords,2,3,
489,0x59615A,0x59615B,ui_coords,1,2,
490,0x59615C,0x59615E,ui_coords,2,3,
491,0x596160,0x596160,ui_coords,0,9,o o 7U1<
492,0x596170,0x596172,ui_coords,2,3,
493,0x596173,0x596173,ui_coords,0,2,
494,0x596176,0x596177,ui_coords,1,2,
495,0x596178,0x59617A,ui_coords,2,3,
496,0x59617C,0x59617C,ui_coords,0,9,° ° V1*
497,0x596186,0x596187,ui_coords,1,3,/
498,0x59618C,0x59618E,ui_coords,2,3,
499,0x596192,0x596193,ui_coords,1,2,
500,0x596194,0x596196,ui_coords,2,3,
501,0x596198,0x596198,ui_coords,0,9,• • 7W1
502,0x5961A8,0x5961AA,ui_coords,2,3,
503,0x5961AE,0x5961AF,ui_coords,1,2,
504,0x5961B0,0x5961B2,ui_coords,2,3,
505,0x5961B4,0x5961B4,ui_coords,0,9,ss ss 5XB
506,0x5961BE,0x5961BE,ui_coords,0,2,0
507,0x5961C4,0x5961C6,ui_coords,2,3,
508,0x5961CA,0x5961CB,ui_coords,1,2,
509,0x5961CC,0x5961CE,ui_coords,2,3,
510,0x5961D0,0x5961D0,ui_coords,0,9,5Y(@
511,0x5961E0,0x5961E1,ui_coords,1,3,""""
512,0x5961E6,0x5961E7,ui_coords,1,2,
513,0x5961E8,0x5961EA,ui_coords,2,3,
514,0x5961EC,0x5961EC,ui_coords,0,9,7Z1p
515,0x5961FC,0x5961FE,ui_coords,2,3,
516,0x596202,0x596203,ui_coords,1,2,
517,0x596204,0x596206,ui_coords,2,3,
518,0x596208,0x596208,ui_coords,0,9,5[B
519,0x596211,0x596211,ui_coords,0,2,_
520,0x596214,0x596217,ui_coords,3,7,`
521,0x59621E,0x59621F,ui_coords,1,2,
522,0x596220,0x596222,ui_coords,2,3,
523,0x596224,0x596224,ui_coords,0,9,5\B
524,0x59622D,0x59622D,ui_coords,0,2,_
525,0x596230,0x596230,ui_coords,0,8,!     u
526,0x59623A,0x59623B,ui_coords,1,2,
527,0x59623C,0x59623E,ui_coords,2,3,
528,0x596240,0x596240,ui_coords,0,9,7]B
529,0x596249,0x596249,ui_coords,0,2,_
530,0x59624C,0x59624C,ui_coords,0,8,!     u
531,0x596254,0x596254,ui_coords,0,4,PSE
532,0x596258,0x59625A,ui_coords,2,10,C u u 3
533,0x596262,0x596262,ui_coords,0,3,18
534,0x59626C,0x59626E,ui_coords,2,3,
535,0x596270,0x596270,ui_coords,0,2,a
536,0x596272,0x596273,ui_coords,1,2,
537,0x596274,0x596276,ui_coords,2,3,
538,0x596278,0x596278,ui_coords,0,9,7_B\
539,0x596288,0x596288,ui_coords,0,3,!
540,0x59628C,0x59628C,ui_coords,0,4,PSL
541,0x596290,0x596292,ui_coords,2,10,4   3
542,0x59629A,0x59629A,ui_coords,0,3,1J
543,0x5962A4,0x5962A6,ui_coords,2,3,
544,0x5962A8,0x5962A8,ui_coords,0,2,a
545,0x5962AA,0x5962AB,ui_coords,1,2,
546,0x5962AC,0x5962AE,ui_coords,2,3,
547,0x5962B0,0x5962B0,ui_coords,0,9,7aBf
548,0x5962C0,0x5962C0,ui_coords,0,3,$
549,0x5962C4,0x5962C4,ui_coords,0,4,PSC
550,0x5962C8,0x5962CA,ui_coords,2,10,3
551,0x5962D2,0x5962D2,ui_coords,0,3,1(
552,0x5962D6,0x5962D7,ui_coords,1,3,%
553,0x5962DC,0x5962DE,ui_coords,2,3,
554,0x5962E0,0x5962E0,ui_coords,0,2,a
555,0x5962E2,0x5962E3,ui_coords,1,2,
556,0x5962E4,0x5962E6,ui_coords,2,3,
557,0x5962E8,0x5962E8,ui_coords,0,9,3cB
558,0x5962F1,0x5962F1,ui_coords,0,2,_
559,0x5962F4,0x5962F4,ui_coords,0,7,8
560,0x5962FC,0x5962FC,ui_coords,0,4,PS9
561,0x596300,0x596302,ui_coords,2,10,!  7
562,0x59630A,0x59630A,ui_coords,0,3,1H
563,0x596314,0x596316,ui_coords,2,3,
564,0x596318,0x596318,ui_coords,0,2,a
565,0x59631A,0x59631B,ui_coords,1,2,
566,0x59631C,0x59631E,ui_coords,2,3,
567,0x596320,0x596320,ui_coords,0,9,7eB
568,0x596329,0x596329,ui_coords,0,10,'8!
569,0x596338,0x59633A,ui_coords,2,3,
570,0x596340,0x596340,ui_coords,0,5,7m1R
571,0x59634C,0x59634E,ui_coords,2,3,
572,0x596350,0x596350,ui_coords,0,2,a
573,0x596354,0x596356,ui_coords,2,3,
574,0x59635C,0x59635C,ui_coords,0,5,7nBz
575,0x596368,0x59636A,ui_coords,2,3,
576,0x596370,0x596372,ui_coords,2,3,
577,0x596378,0x596378,ui_coords,0,5,6o10
578,0x596384,0x596385,ui_coords,1,3,`
579,0x59698D,0x596990,ui_coords,3,4,
580,0x596994,0x59699C,ui_coords,8,69,"""PS   PS ""S    ""]! ^ [!     `!\   \ `!:   q `! q ?  y"
581,0x5969DC,0x5969E4,ui_coords,8,27,"""S   S ""!se7ae"
582,0x5969F7,0x5969F8,clean,1,7,Hitze
583,0x5969FE,0x596A04,clean,6,12,Kalte
584,0x596A0A,0x596A10,clean,6,15,Gewitter
585,0x596A19,0x596A1C,clean,3,8,Erde
586,0x596A21,0x596A28,clean,7,12,Gift
587,0x596A2D,0x596A34,clean,7,19,Schwerkraft
588,0x596A40,0x596A40,clean,0,7,Wasser
589,0x596A47,0x596A4C,clean,5,10,Wind
590,0x596A51,0x596A58,clean,7,14,Heilig
591,0x596A5F,0x596A68,clean,9,13,Tod
592,0x596A6C,0x596A7C,clean,16,23,Gefahr
593,0x596A83,0x596A90,clean,13,20,Schlaf
594,0x596A97,0x596AA4,clean,13,18,Gift
595,0x596AA9,0x596AB8,clean,15,22,Trauer
596,0x596ABF,0x596ACC,clean,13,18,Zorn
597,0x596AD1,0x596AE0,clean,15,22,Psycho
598,0x596AE7,0x596AF4,clean,13,23,Schweigen
599,0x596AFE,0x596B08,clean,10,15,Hast
600,0x596B0D,0x596B1C,clean,15,22,Gemach
601,0x596B23,0x596B30,clean,13,18,Stop
602,0x596B35,0x596B44,clean,15,22,Frosch
603,0x596B4B,0x596B58,clean,13,19,Zwerg
604,0x596B5E,0x596B6C,clean,14,29,Allm.Verstein.
605,0x596B7B,0x596B80,clean,5,15,Verstein.
606,0x596B8A,0x596B94,clean,10,18,Heilung
607,0x596B9C,0x596BA8,clean,12,21,Barriere
608,0x596BB1,0x596BBC,clean,11,18,ZBarr.
609,0x596BC3,0x596BD0,clean,13,20,Wasser
610,0x596BD7,0x596BE4,empty,13,14,
611,0x596BE5,0x596BF8,clean,19,26,Schild
612,0x596BFF,0x596C0C,clean,13,25,Todesurteil
613,0x596C18,0x596C20,clean,8,17,Manipul.
614,0x596C29,0x596C34,clean,11,20,Tobsucht
615,0x596C3D,0x596C48,clean,11,24,Unverwundbar
616,0x596C55,0x596C5C,clean,7,15,Lahmung
617,0x596C64,0x596C70,clean,12,18,Blind
618,0x596C76,0x596C88,clean,18,39,Element/Nebenwirkung
619,0x596C9D,0x596CA1,clean,4,18,Zusatzwirkung
620,0x596CAF,0x596CBA,clean,11,19,Angriff
621,0x596CC2,0x596CD3,clean,17,30,Verteidigung
622,0x596CE0,0x596CEC,clean,12,22,Halbieren
623,0x596CF6,0x596D05,clean,15,25,Unwirksam
624,0x596D0F,0x596D1E,clean,15,27,Absorbieren
625,0x596D2A,0x596D37,empty,13,14,
626,0x596D38,0x596D50,empty,24,25,
627,0x596D51,0x596D69,empty,24,25,
628,0x596D6A,0x596D82,clean,24,31,Starke
629,0x596D89,0x596D9B,clean,18,27,Geschick
630,0x596DA4,0x596DB4,clean,16,26,Vitalitat
631,0x596DBE,0x596DCD,clean,15,22,Zauber
632,0x596DD4,0x596DE6,clean,18,24,Gemut
633,0x596DEC,0x596DFF,clean,19,25,Gluck
634,0x596E05,0x596E18,clean,19,27,Angriff
635,0x596E20,0x596E31,clean,17,27,Angriff %
636,0x596E3B,0x596E4A,clean,15,28,Verteidigung
637,0x596E57,0x596E63,clean,12,27,Verteidigung %
638,0x596E72,0x596E7C,clean,10,17,Zauber
639,0x596E83,0x596E95,clean,18,31,Zauberabwehr
640,0x596EA2,0x596EAE,clean,12,25,Zauberabw. %
641,0x596EBB,0x596EC7,clean,12,17,Waf.
642,0x596ECC,0x596EE0,clean,20,25,Rus.
643,0x596EE5,0x596EF9,clean,20,25,Acc.
644,0x596EFE,0x596F12,clean,20,32,Limit-Stufe
645,0x596F1E,0x596F34,unknown,22,103,"""!    `! a   `!R w u        PS     !PS     i PS       \      PS     W \ Waf."
646,0x596F85,0x596F96,clean,17,22,Rus.
647,0x596F9B,0x596FAC,clean,17,22,Acc.
648,0x596FB1,0x596FC2,clean,17,22,Zub.
649,0x596FC7,0x596FD8,clean,17,24,Starke
650,0x596FDF,0x596FEE,clean,15,24,Geschick
651,0x596FF7,0x597004,clean,13,22,Vitalita
652,0x59700D,0x59701A,clean,13,20,Zauber
653,0x597021,0x597030,clean,15,21,Moral
654,0x597036,0x597046,clean,16,22,Gluck
655,0x59704C,0x59705C,clean,16,24,Angriff
656,0x597064,0x597072,clean,14,24,Angriff %
657,0x59707C,0x597088,clean,12,25,Verteidigung
658,0x597095,0x59709E,clean,9,24,Verteidigung %
659,0x5970AD,0x5970B4,clean,7,14,Zauber
660,0x5970BB,0x5970CA,clean,15,28,Zauberabwehr
661,0x5970D7,0x5970E0,clean,9,22,Zauberabw. %
662,0x5970ED,0x5970F6,clean,9,18,Fassung:
663,0x5970FF,0x59710C,clean,13,23,Wachstum:
664,0x597116,0x597122,clean,12,18,Keine
665,0x597128,0x597138,clean,16,23,Normal
666,0x59713F,0x59714E,clean,15,23,Doppelt
667,0x597156,0x597164,clean,14,23,Dreifach
668,0x59716D,0x59717A,empty,13,14,
669,0x59717B,0x597194,unknown,25,107,"""PS   PS ""S    !i   !!! !  ]!    `!\   \ `!:   r  X     n  q   Feuer"
670,0x5971E6,0x5971EC,clean,6,12,Kalte
671,0x5971F2,0x5971F8,clean,6,12,Blitz
672,0x5971FE,0x597204,clean,6,11,Erde
673,0x597209,0x597210,clean,7,12,Gift
674,0x597215,0x59721C,clean,7,19,Schwerkraft
675,0x597228,0x597228,clean,0,7,Wasser
676,0x59722F,0x597234,clean,5,10,Wind
677,0x597239,0x597240,clean,7,14,Heilig
678,0x597247,0x597250,clean,9,44,Soll das wirklich entfernt werden?
679,0x597273,0x597274,unknown,1,5,Ja!
680,0x597278,0x597298,clean,32,45,Einen Moment
681,0x5972A5,0x5972BC,clean,23,37,Sephiroth
682,0x5972CA,0x5972E0,clean,22,27,Waf.
683,0x5972E5,0x5972FC,clean,23,28,Rus.
684,0x597301,0x597318,clean,23,39,Fahigkeitsliste
685,0x597328,0x597334,clean,12,27,Rustungseffekt
686,0x597343,0x597350,clean,13,20,Prufen
687,0x597357,0x59736C,clean,21,28,Ordnen
688,0x597373,0x597388,clean,21,45,Gespeicherte Zahl   /24
689,0x5973A0,0x5973A4,clean,4,7,AP
690,0x5973A7,0x5973C0,clean,25,43,Auf nachste Ebene
691,0x5973D2,0x5973DC,clean,10,17,MASTER
692,0x5973E3,0x5973F8,clean,21,28,Ordnen
693,0x5973FF,0x597414,clean,21,30,Tauschen
694,0x59741D,0x597430,clean,19,35,Alles entfernen
695,0x597440,0x59744C,clean,12,22,Wegwerfen
696,0x597456,0x597468,empty,18,19,
697,0x597469,0x597484,clean,27,52,Geschwindigkeit   %HaHER
698,0x59749D,0x5974A0,clean,3,19,Schutz   %HaHER
699,0x5974B0,0x5974BC,clean,12,33,Zauberkraft   %HaHER
700,0x5974D1,0x5974D8,clean,7,22,Gluck   %HaHER
701,0x5974E7,0x5974F4,clean,13,20,MASTER
702,0x5974FB,0x597510,clean,21,28,Starke
703,0x597517,0x59752C,clean,21,31,Vitalitat
704,0x597536,0x597548,clean,18,25,Zauber
705,0x59754F,0x597564,clean,21,31,Zbrvertdg
706,0x59756E,0x597580,clean,18,27,Geschick
707,0x597589,0x59759C,clean,19,25,Gluck
708,0x5975A2,0x5975B8,clean,22,28,MAXHP
709,0x5975BE,0x5975D4,clean,22,28,MAXMP
710,0x5975DA,0x5975F0,clean,22,28,MAXHP
711,0x5975F6,0x59760C,clean,22,28,MAXMP
712,0x597612,0x597628,clean,22,29,EXP.UP
713,0x59762F,0x597644,clean,21,28,Gil UP
714,0x59764B,0x597660,clean,21,33,Treffen - %
715,0x59766C,0x59767C,clean,16,28,Treffen + %
716,0x597688,0x597698,clean,16,32,Chocobo treffen
717,0x5976A8,0x5976B4,clean,12,28,Praventivm. + %
718,0x5976C4,0x5976D0,clean,12,24,Fernangriff
719,0x5976DC,0x5976EC,clean,16,31,Alle angreifen
720,0x5976FB,0x597708,clean,13,26,Gegenangriff
721,0x597715,0x597724,clean,15,30,Alle angreifen
722,0x597733,0x597740,clean,13,31,Standiger Angriff
723,0x597752,0x59775C,clean,10,25,HP/MP-nderung
724,0x59776B,0x59777C,unknown,17,190,"""    ""S    !C!! $!C!   ""C! D  PS } : !i     5""S   S ""T !c $!!|!c @ !    `!i   i "
725,0x59782C,0x597830,unknown,4,75,O    PS O w!!PS     o PS 8 e   \ 8   \     Z \ a   `!R w u  Zauber
726,0x597877,0x597886,clean,15,26,Beschworen
727,0x597891,0x59789C,clean,11,24,Feindtechnik
728,0x5978A9,0x5978B2,clean,9,31,Zusatzliche Fahigkeit
729,0x5978C8,0x5978C8,clean,0,5,Alle
730,0x5978CD,0x5978DE,clean,17,25,4x-Zber
731,0x5978E6,0x5978F4,clean,14,25,MP absorb.
732,0x5978FF,0x59790A,clean,11,22,HP absorb.
733,0x597915,0x597920,empty,11,12,
734,0x597921,0x597936,clean,21,33,Auch stehl.
735,0x597942,0x59794C,clean,10,17,Schlag
736,0x597953,0x597962,clean,15,24,Turbo-MP
737,0x59796B,0x597978,clean,13,20,Nichts
738,0x59797F,0x59798E,clean,15,31,Nicht genug MP.
739,0x59799E,0x5979A4,empty,6,7,
740,0x5979A8,0x5979AC,unknown,4,106,"""    ""S    ""2!!K  PS !K  PS !   S     `!r   r `!:   c `!  6 j \  6 g \    j : Ve"
741,0x597A12,0x597A1A,clean,8,15,Ordnen
742,0x597A21,0x597A2C,clean,11,28,Schlusselobjekte
743,0x597A3D,0x597A3E,clean,1,8,Allein
744,0x597A45,0x597A50,clean,11,16,Feld
745,0x597A55,0x597A62,clean,13,22,Schlacht
746,0x597A6B,0x597A74,clean,9,16,Werfen
747,0x597A7B,0x597A86,clean,11,15,Typ
748,0x597A8A,0x597A98,clean,14,19,Name
749,0x597A9D,0x597AAA,clean,13,18,Max.
750,0x597AAF,0x597ABC,clean,13,18,Min.
751,0x597AC1,0x597AD0,clean,15,25,OK! Klar!
752,0x597ADA,0x597AF8,clean,30,58,"Ich bin nicht sicher, aber"
753,0x597B14,0x597B20,clean,12,26,Ist mir egal.
754,0x597B2E,0x597B48,clean,26,36,Heh! Heh!
755,0x597B52,0x597B70,clean,30,55,V-v-verdammt! Mein Kopf!
756,0x597B89,0x597B98,clean,15,42,Hat nichts mit mir zu tun!
757,0x597BB3,0x597BC0,clean,13,34,"Hmm, das war's also."
758,0x597BD5,0x597BE8,clean,19,47,"Ich bin nicht sicher, aber"
759,0x597C04,0x597C10,clean,12,49,Ich hab die falsche Person erwischt.
760,0x597C35,0x597C38,clean,3,23,Das sollte ok sein.
761,0x597C4C,0x597C60,clean,20,44,Noch nicht ganz bereit.
762,0x597C78,0x597C88,clean,16,40,"Nein, ich bin es nicht."
763,0x597CA0,0x597CB0,clean,16,26,"Ok, klar!"
764,0x597CBA,0x597CD8,clean,30,48,Kapier ich nicht.
765,0x597CEA,0x597D00,clean,22,49,Hat nichts mit mir zu tun.
766,0x597D1B,0x597D28,clean,13,39,Cool! Das sollte ok sein!
767,0x597D42,0x597D50,clean,14,37,Nee! Kapier ich nicht!
768,0x597D67,0x597D78,clean,17,50,"Mann, ich tapp total im Dunkeln!"
769,0x597D99,0x597DA0,clean,7,44,Ich verlier immer mehr Menschliches
770,0x597DC5,0x597DC8,clean,3,30,Ich bin noch nicht bereit.
771,0x597DE3,0x597DF0,clean,13,43,Es hat nichts mit mir zu tun.
772,0x597E0E,0x597E18,clean,10,38,Das gefallt mir! Her damit!
773,0x597E34,0x597E40,clean,12,52,"Hmph. Hab ich nicht ganz kapiert, aber"
774,0x597E68,0x597E68,clean,0,33,Nicht ich! Gib es jemand anders!
775,0x597E89,0x597E90,clean,7,37,Es hat nichts mit mir zu tun.
776,0x597EAE,0x597EB8,unknown,10,127,"%!a >!, )!Y   h 7!e f R a 7    a c v    !! &!   b a ) V ; = [ \ #!  ,!j +!    1"
777,0x597F2D,0x597F2E,unknown,1,684,8 N i    E   • z E!° 5!@!i n q F!i       4 (! i Z x   B a       3  =!]  I!J!K!L!
778,0x5981E8,0x5981E8,binary,0,8,Zi
779,0x5981F1,0x5981F1,binary,0,8,a
780,0x5981FE,0x5981FE,binary,0,5,
781,0x598208,0x598208,binary,0,8,i
782,0x598211,0x598211,binary,0,8,a
783,0x59821D,0x59821D,binary,0,7,
784,0x598228,0x598228,binary,0,8,ei
785,0x598231,0x598231,binary,0,8,V
786,0x59823C,0x59823C,binary,0,9,
787,0x598248,0x598248,binary,0,17,avUUUUS\
788,0x59825B,0x59825B,binary,0,11,ai
789,0x598268,0x598268,binary,0,17,VaUaUeuda
790,0x59827A,0x59827A,binary,0,12,a|a
791,0x598289,0x598289,binary,0,15,aaUVae
792,0x59829A,0x59829A,binary,0,13,vSUa
793,0x5982A9,0x5982A9,binary,0,15,eVeUaS
794,0x5982B9,0x5982B9,binary,0,14,aaXU
795,0x5982C9,0x5982C9,binary,0,15,aUeaX
796,0x5982D9,0x5982D9,binary,0,15,VxU
797,0x5982EA,0x5982EA,binary,0,13,VUVS
798,0x5982F9,0x5982F9,binary,0,15,aUUXai
799,0x59830A,0x59830A,binary,0,13,aUi
800,0x598319,0x598319,binary,0,15,VeaU
801,0x59832B,0x59832B,binary,0,11,e
802,0x598338,0x598338,binary,0,17,VaaXef
803,0x59834B,0x59834B,binary,0,11,S
804,0x598358,0x598358,binary,0,17,ixUe
805,0x59836C,0x59836C,binary,0,9,
806,0x598378,0x598378,binary,0,17,iU
807,0x59838D,0x59838D,binary,0,7,
808,0x598398,0x598398,binary,0,8,a
809,0x5983A1,0x5983A1,binary,0,8,
810,0x5983AE,0x5983AE,binary,0,5,
811,0x5983B8,0x5983B8,binary,0,8,aa
812,0x5983C1,0x5983C1,binary,0,8,a
813,0x5983D8,0x5983D8,binary,0,8,Zi
814,0x5983E1,0x5983E1,binary,0,8,a
815,0x5983F8,0x5983F8,binary,0,8,i
816,0x598401,0x598401,binary,0,8,a
817,0x59840E,0x59840E,binary,0,5,
818,0x598418,0x598418,binary,0,8,ei
819,0x598421,0x598421,binary,0,8,V
820,0x59842D,0x59842D,binary,0,7,
821,0x598438,0x598438,binary,0,17,avUUUUS\
822,0x59844C,0x59844C,binary,0,9,
823,0x598458,0x598458,binary,0,17,VaUaUeuda
824,0x59846B,0x59846B,binary,0,11,ai
825,0x598479,0x598479,binary,0,15,aaUVae
826,0x59848A,0x59848A,binary,0,12,a|a
827,0x598499,0x598499,binary,0,15,eVeUaS
828,0x5984AA,0x5984AA,binary,0,13,vSUa
829,0x5984B9,0x5984B9,binary,0,15,aUeaX
830,0x5984C9,0x5984C9,binary,0,14,aaXU
831,0x5984DA,0x5984DA,binary,0,13,VUVS
832,0x5984E9,0x5984E9,binary,0,15,VxU
833,0x5984FA,0x5984FA,binary,0,13,aUi
834,0x598509,0x598509,binary,0,15,aUUXai
835,0x59851B,0x59851B,binary,0,11,e
836,0x598529,0x598529,binary,0,15,VeaU
837,0x59853B,0x59853B,binary,0,11,S
838,0x598548,0x598548,binary,0,17,VaaXef
839,0x59855C,0x59855C,binary,0,9,
840,0x598568,0x598568,binary,0,17,ixUe
841,0x59857D,0x59857D,binary,0,7,
842,0x598588,0x598588,binary,0,17,iU
843,0x59859E,0x59859E,binary,0,5,
844,0x5985A8,0x5985A8,binary,0,8,a
845,0x5985B1,0x5985B1,binary,0,8,
846,0x5985C8,0x5985C8,char_struct,0,8,aa
847,0x5985D1,0x5985D1,char_struct,0,93,"a        !""#$%'(    ""S   S ""S   ~ ""! :       `!:   : `!:   O `! i - i o Cloud"
848,0x59862E,0x598634,char_struct,6,13,Barret
849,0x59863B,0x598640,char_struct,5,10,Tifa
850,0x598645,0x59864C,char_struct,7,13,Aeris
851,0x598652,0x598658,char_struct,6,15,Red XIII
852,0x598661,0x598664,char_struct,3,10,Yuffie
853,0x59866B,0x598670,char_struct,5,15,Cait Sith
854,0x59867A,0x59867C,char_struct,2,10,Vincent
855,0x598684,0x598688,char_struct,4,8,Cid
856,0x59868C,0x598694,char_struct,8,14,Choco
857,0x59869A,0x5986A0,char_struct,6,7,
858,0x5986A1,0x5986AA,char_struct,9,10,
859,0x5986AB,0x5986B4,char_struct,9,10,
860,0x5986B5,0x5986BE,char_struct,9,14,Leer
861,0x5986C3,0x5986C8,char_struct,5,13,Loschen
862,0x5986D0,0x5986D2,char_struct,2,12,Auswahlen
863,0x5986DC,0x5986DC,char_struct,0,9,Standard
864,0x5986E5,0x5986E6,char_struct,1,11,Abbrechen
865,0x5986F0,0x5986F0,char_struct,0,90,"ABCDEFGHIJaKLMNOPQRSTUVWXYZ,.+-oabcdefghijaklmnopqrstUuvwxyz:;  u0123456789   Ra"
866,0x59874A,0x598750,char_struct,6,16,Freshmake
867,0x59875A,0x598760,char_struct,6,13,Square
868,0x598767,0x598770,char_struct,9,14,3Dfx
869,0x598775,0x598780,char_struct,11,17,Local
870,0x598786,0x598790,char_struct,10,15,Gold
871,0x598795,0x5987A0,char_struct,11,200,"eieiokmoqs+-/13uwy{}579;=aaac?ACEGo•____acegi!#%')uJLNPR_]^      aieinjlnpr*,.0"
872,0x598860,0x598864,char_struct,4,59,"!   ""   $   %   '   (        &4031&.      !iEx-SOLDIER"
873,0x59889C,0x59889E,char_struct,2,3,
874,0x59889F,0x5988A0,char_struct,1,2,
875,0x5988A1,0x5988A1,char_struct,0,24,X!         Z!Z!V V
876,0x5988BC,0x5988BC,char_struct,0,13,"a""  T   R"
877,0x598900,0x598900,char_struct,0,27,C   !!/-+)%-      !oBarret
878,0x598920,0x598920,char_struct,0,3,@
879,0x598923,0x598924,char_struct,1,2,
880,0x598925,0x598926,char_struct,1,24,!           / /
881,0x598940,0x598940,char_struct,0,5,*
882,0x598984,0x598988,char_struct,4,25,"""!+++*'.      !9Tifa"
883,0x5989A4,0x5989A4,char_struct,0,3,0
884,0x5989A7,0x5989A8,char_struct,1,2,
885,0x5989A9,0x5989AA,char_struct,1,24,!           0 0
886,0x5989C4,0x5989C4,char_struct,0,5,(
887,0x598A08,0x598A0C,char_struct,4,27,#!*+-.%.      !4Aerith
888,0x598A28,0x598A28,char_struct,0,3,^
889,0x598A2B,0x598A2C,char_struct,1,26,!           7 7
890,0x598A48,0x598A4C,char_struct,4,5,
891,0x598A8C,0x598A90,char_struct,4,24,"$!*,+**.      !aRed"
892,0x598AAC,0x598AAC,char_struct,0,3,P#
893,0x598AAF,0x598AB0,char_struct,1,2,
894,0x598AB1,0x598AB2,char_struct,1,24,!           1 1
895,0x598ACC,0x598ACC,char_struct,0,13,",   Q# 7#"
896,0x598AF0,0x598AF0,char_struct,0,5,E
897,0x598B10,0x598B14,char_struct,4,27,%!            !KYuffie
898,0x598B30,0x598B30,char_struct,0,3,w$
899,0x598B33,0x598B34,char_struct,1,2,
900,0x598B35,0x598B36,char_struct,1,24,!         a a % %
901,0x598B50,0x598B54,char_struct,4,9,GL!
902,0x598B94,0x598B98,char_struct,4,31,&!*+-+%/      ! Cait Seith
903,0x598BB4,0x598BB4,char_struct,0,3,a%
904,0x598BB7,0x598BB8,char_struct,1,2,
905,0x598BB9,0x598BBA,char_struct,1,24,!           2 2
906,0x598BD4,0x598BD4,char_struct,0,13,.   J   Zx;
907,0x598C18,0x598C1C,char_struct,4,28,'!)*++%.      !WVincent
908,0x598C38,0x598C38,char_struct,0,3,o%
909,0x598C3B,0x598C3C,char_struct,1,2,
910,0x598C3D,0x598C3E,char_struct,1,24,!           2 2
911,0x598C58,0x598C58,char_struct,0,5,0
912,0x598C9C,0x598CA0,char_struct,4,24,"(!,,+*&.      !_Cid"
913,0x598CBC,0x598CBC,char_struct,0,3,i&
914,0x598CBF,0x598CC0,char_struct,1,2,
915,0x598CC1,0x598CC2,char_struct,1,24,!           / /
916,0x598CDC,0x598CDC,char_struct,0,5,2
917,0x598D20,0x598D24,char_struct,4,21,")!,,+*&%      !"
918,0x598D40,0x598D41,char_struct,1,29,!  '!           $ $
919,0x598D60,0x598D60,char_struct,0,9,",   *"
920,0x598DA4,0x598DA4,char_struct,0,30,o   *RuhdfaN      ! Sephiroth
921,0x598DC4,0x598DC4,char_struct,0,5,u&(
922,0x598DC9,0x598DCA,char_struct,1,24,!          / /!!
923,0x598DE4,0x598DE4,char_struct,0,6,$ W
924,0x598DEC,0x598DEC,char_struct,0,2,U
925,0x598DF0,0x598DF0,char_struct,0,2,S
926,0x598DF4,0x598DF4,char_struct,0,2,7
927,0x598DF8,0x598DF8,char_struct,0,2,Q
928,0x598E08,0x598E08,char_struct,0,2,R
929,0x598E0C,0x598E0C,char_struct,0,2,7
930,0x598E10,0x598E10,char_struct,0,2,T
931,0x598E14,0x598E14,char_struct,0,2,7
932,0x598E28,0x598E28,char_struct,0,5,
933,0x598EB1,0x598ED0,unknown,31,926,"!   &   !   ""   &   !   #   &   !   $   &   !   %   &   !   &   &   !   '   &   "
934,0x59924F,0x599254,clean,5,20,Magic Materia!
935,0x599263,0x599268,clean,5,21,Summon Materia!
936,0x599278,0x59927C,clean,4,12,Command
937,0x599284,0x599290,clean,12,28,Zero - AW YEAH!
938,0x5992A0,0x5992A8,clean,8,14,Feuer
939,0x5992AE,0x5992B4,clean,6,12,Kalte
940,0x5992BA,0x5992C0,clean,6,12,Blitz
941,0x5992C6,0x5992CC,clean,6,11,Erde
942,0x5992D1,0x5992D8,clean,7,12,Gift
943,0x5992DD,0x5992E4,clean,7,19,Schwerkraft
944,0x5992F0,0x5992F0,clean,0,7,Wasser
945,0x5992F7,0x5992FC,clean,5,10,Wind
946,0x599301,0x599308,clean,7,14,Heilig
947,0x59930F,0x599318,clean,9,44,Soll das wirklich entfernt werden?
948,0x59933B,0x59933C,unknown,1,5,Ja!
949,0x599340,0x599360,clean,32,45,Einen Moment
950,0x59936D,0x599384,clean,23,37,Sephiroth
951,0x599392,0x5993A8,clean,22,27,Waf.
952,0x5993AD,0x5993C4,clean,23,28,Rus.
953,0x5993C9,0x5993E0,clean,23,39,Fahigkeitsliste
954,0x5993F0,0x5993FC,clean,12,27,Rustungseffekt
